caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case12,Create Purchase Requisition,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-21 18:05:14,52,0,0.0,2011-06-21 17:56:24
Case11,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-21 19:22:38,52,0,0.0,2011-06-21 19:05:24
Case13,Create Purchase Requisition,res_38465400-c23c-44d7-abf7-edf2cd6a8e45,Role 1,2011-06-21 19:49:09,53,0,0.0,2011-06-21 19:40:20
Case3,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-21 20:57:38,53,0,0.0,2011-06-21 20:53:36
Case3,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-21 21:28:38,53,0,0.0,2011-06-21 21:07:16
Case13,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-21 22:42:14,53,0,0.0,2011-06-21 22:24:46
Case14,Create Purchase Requisition,res_49177467-d705-4fb0-958f-1b1fa021bf8f,Role 1,2011-06-21 23:09:18,54,0,0.0,2011-06-21 23:00:31
Case6,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-22 01:40:15,54,0,0.0,2011-06-22 01:34:51
Case14,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-22 02:02:15,54,0,0.0,2011-06-22 01:45:45
Case15,Create Purchase Requisition,res_688f55ae-ca1a-4283-824d-dedf3116bd93,Role 1,2011-06-22 03:12:32,55,0,0.0,2011-06-22 03:03:31
Case16,Create Purchase Requisition,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-22 04:11:19,56,0,0.0,2011-06-22 04:02:21
Case17,Create Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-22 05:06:38,57,0,0.0,2011-06-22 04:57:42
Case6,Amend Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 1,2011-06-22 05:39:06,57,0,0.0,2011-06-22 05:16:50
Case9,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 05:40:18,57,0,0.0,2011-06-22 05:35:01
Case18,Create Purchase Requisition,res_25fc430a-84f5-45e4-9c79-275faaee1a60,Role 1,2011-06-22 06:00:25,58,0,0.0,2011-06-22 05:51:32
Case9,Create Request for Quotation,res_25fc430a-84f5-45e4-9c79-275faaee1a60,Role 3,2011-06-22 06:11:44,57,0,0.0,2011-06-22 05:50:40
Case16,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-22 06:33:20,58,0,0.0,2011-06-22 06:18:05
Case10,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-22 08:03:05,58,0,0.0,2011-06-22 07:57:51
Case19,Create Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 1,2011-06-22 08:13:33,58,0,0.0,2011-06-22 08:04:44
Case18,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 08:24:02,58,0,0.0,2011-06-22 08:08:39
Case20,Create Purchase Requisition,res_688f55ae-ca1a-4283-824d-dedf3116bd93,Role 1,2011-06-22 09:45:12,59,0,0.0,2011-06-22 09:36:26
Case21,Create Purchase Requisition,res_25fc430a-84f5-45e4-9c79-275faaee1a60,Role 1,2011-06-22 10:36:02,60,0,0.0,2011-06-22 10:27:17
Case19,Create Request for Quotation,res_25fc430a-84f5-45e4-9c79-275faaee1a60,Role 3,2011-06-22 10:37:16,59,0,0.0,2011-06-22 10:21:47
Case20,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-22 12:09:43,60,0,0.0,2011-06-22 11:54:10
Case1,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 12:32:20,60,0,0.0,2011-06-22 12:25:28
Case1,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 13:02:02,60,0,0.0,2011-06-22 12:42:19
Case12,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 13:21:08,60,0,0.0,2011-06-22 13:15:59
Case22,Create Purchase Requisition,res_7e730d18-3c8a-4688-a4f0-a7c766cb2d60,Role 1,2011-06-22 13:55:41,60,0,0.0,2011-06-22 13:47:00
Case23,Create Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-22 14:58:41,61,0,0.0,2011-06-22 14:50:02
Case24,Create Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-22 15:55:14,62,0,0.0,2011-06-22 15:46:36
Case25,Create Purchase Requisition,res_38465400-c23c-44d7-abf7-edf2cd6a8e45,Role 1,2011-06-22 17:18:13,63,0,0.0,2011-06-22 17:09:36
Case23,Create Request for Quotation,res_38465400-c23c-44d7-abf7-edf2cd6a8e45,Role 3,2011-06-22 17:24:58,62,0,0.0,2011-06-22 17:09:09
Case26,Create Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-22 18:13:18,64,0,0.0,2011-06-22 18:04:42
Case27,Create Purchase Requisition,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-22 19:44:14,65,0,0.0,2011-06-22 19:35:39
Case28,Create Purchase Requisition,res_49177467-d705-4fb0-958f-1b1fa021bf8f,Role 1,2011-06-22 20:13:29,66,0,0.0,2011-06-22 20:04:55
Case29,Create Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-22 20:56:31,67,0,0.0,2011-06-22 20:47:57
Case27,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 22:13:51,67,0,0.0,2011-06-22 21:57:52
Case15,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-22 22:34:05,67,0,0.0,2011-06-22 22:29:28
Case29,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-22 23:27:55,66,0,0.0,2011-06-22 23:11:50
Case30,Create Purchase Requisition,res_7e730d18-3c8a-4688-a4f0-a7c766cb2d60,Role 1,2011-06-22 23:51:19,67,0,0.0,2011-06-22 23:42:47
Case17,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-23 00:31:41,67,0,0.0,2011-06-23 00:25:19
Case30,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-23 02:23:36,66,0,0.0,2011-06-23 02:06:38
Case4,Analyze Request for Quotation,res_e2289d9e-0e26-4768-b374-1f88f16dc6ac,Role 4,2011-06-23 02:57:53,66,0,0.0,2011-06-23 02:43:32
Case31,Create Purchase Requisition,res_e2289d9e-0e26-4768-b374-1f88f16dc6ac,Role 1,2011-06-23 03:05:54,67,0,0.0,2011-06-23 02:57:36
Case21,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-23 06:03:50,66,0,0.0,2011-06-23 05:57:28
Case5,Analyze Request for Quotation,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-23 06:23:00,66,0,0.0,2011-06-23 06:08:49
Case7,Analyze Request for Quotation,res_92a09766-2100-4548-8682-71573fec8928,Role 4,2011-06-23 08:52:27,66,0,0.0,2011-06-23 08:38:22
Case22,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-23 09:23:28,66,0,0.0,2011-06-23 09:17:07
Case32,Create Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 1,2011-06-23 09:24:38,66,0,0.0,2011-06-23 09:16:23
Case24,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 11:24:59,65,0,0.0,2011-06-23 11:18:36
Case32,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 11:43:22,65,0,0.0,2011-06-23 11:25:34
Case8,Analyze Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 4,2011-06-23 11:51:10,65,0,0.0,2011-06-23 11:37:10
Case24,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 12:01:54,65,1,0.3333333333333333,2011-06-23 11:43:15
Case25,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 12:49:00,64,0,0.0,2011-06-23 12:42:35
Case6,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 13:27:21,64,0,0.3333333333333333,2011-06-23 13:19:38
Case25,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 13:29:17,64,0,0.0,2011-06-23 13:07:16
Case26,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 13:45:05,65,0,0.0,2011-06-23 13:38:41
Case33,Create Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 1,2011-06-23 13:46:54,65,0,0.0,2011-06-23 13:38:41
Case21,Amend Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-23 14:07:54,65,0,0.0,2011-06-23 13:48:13
Case28,Analyze Purchase Requisition,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 3,2011-06-23 15:47:24,65,0,0.0,2011-06-23 15:40:59
Case2,Analyze Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 4,2011-06-23 15:58:18,65,0,0.0,2011-06-23 15:45:32
Case33,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-23 16:05:53,65,0,0.0,2011-06-23 15:47:50
Case28,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-23 16:29:22,65,0,0.0,2011-06-23 16:07:11
Case34,Create Purchase Requisition,res_49177467-d705-4fb0-958f-1b1fa021bf8f,Role 1,2011-06-23 18:15:04,66,0,0.0,2011-06-23 18:06:53
Case34,Create Request for Quotation,res_5077e642-c0c2-4b63-8b68-612fa267ea11,Role 3,2011-06-23 20:34:58,66,0,0.0,2011-06-23 20:16:40
Case11,Analyze Request for Quotation,res_5077e642-c0c2-4b63-8b68-612fa267ea11,Role 4,2011-06-23 20:40:33,66,0,0.0,2011-06-23 20:26:47
Case35,Create Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-23 21:32:44,67,0,0.0,2011-06-23 21:24:33
Case26,Amend Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-23 22:20:16,67,0,0.0,2011-06-23 22:01:27
Case31,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-23 22:27:09,67,0,0.0,2011-06-23 22:20:36
Case3,Analyze Request for Quotation,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-23 23:25:10,66,0,0.0,2011-06-23 23:11:12
Case36,Create Purchase Requisition,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-23 23:57:28,67,0,0.0,2011-06-23 23:49:17
Case3,Amend Request for Quotation,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-24 00:11:05,67,0,0.07142857142857142,2011-06-23 23:49:29
Case13,Analyze Request for Quotation,res_5077e642-c0c2-4b63-8b68-612fa267ea11,Role 4,2011-06-24 00:56:12,67,0,0.0,2011-06-24 00:41:03
Case36,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-24 02:36:36,67,0,0.0,2011-06-24 02:17:44
Case6,Amend Purchase Requisition,res_7eb1c8c7-17f7-4ea6-91ca-c117bba13f4f,Role 1,2011-06-24 03:03:51,67,0,0.0,2011-06-24 02:44:51
Case1,Analyze Request for Quotation,res_92a09766-2100-4548-8682-71573fec8928,Role 4,2011-06-24 06:17:26,67,0,0.0,2011-06-24 06:03:46
Case37,Create Purchase Requisition,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-24 06:55:34,68,0,0.07142857142857142,2011-06-24 06:47:17
Case1,Amend Request for Quotation,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-24 06:59:43,67,0,0.0,2011-06-24 06:38:07
Case38,Create Purchase Requisition,res_7fa4f422-7a92-4e85-b658-1f4fcb6a3c3e,Role 1,2011-06-24 07:53:28,69,0,0.0,2011-06-24 07:45:11
Case39,Create Purchase Requisition,res_e107f046-4e5a-4b66-a8b3-efcb71dcdb38,Role 1,2011-06-24 08:58:15,70,0,0.0,2011-06-24 08:50:00
Case5,Send Request for Quotation to Supplier,res_e107f046-4e5a-4b66-a8b3-efcb71dcdb38,Role 4,2011-06-24 09:03:05,67,0,0.0,2011-06-24 06:32:16
Case37,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-24 09:26:37,70,0,0.0,2011-06-24 09:09:30
Case40,Create Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 1,2011-06-24 10:59:19,71,0,0.0,2011-06-24 10:51:06
Case39,Create Request for Quotation,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-24 11:14:27,71,0,0.0,2011-06-24 10:57:09
Case41,Create Purchase Requisition,res_688f55ae-ca1a-4283-824d-dedf3116bd93,Role 1,2011-06-24 12:55:19,72,0,0.0,2011-06-24 12:47:07
Case40,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-24 13:16:19,72,0,0.0,2011-06-24 12:58:54
Case21,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-24 13:46:06,72,0,0.0,2011-06-24 13:36:05
Case41,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-24 15:13:10,72,0,0.0,2011-06-24 14:55:37
Case2,Send Request for Quotation to Supplier,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 4,2011-06-24 15:26:13,71,0,0.0,2011-06-24 12:14:20
Case42,Create Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-24 15:28:17,73,0,0.0,2011-06-24 15:20:07
Case35,Analyze Purchase Requisition,res_411bf95c-b291-4ad0-a54f-fcb5540a2cef,Role 3,2011-06-24 16:54:28,73,0,0.0,2011-06-24 16:47:41
Case43,Create Purchase Requisition,res_01f1306f-53ee-4667-b378-c708c163831f,Role 1,2011-06-24 17:06:05,74,0,0.0,2011-06-24 16:57:55
Case21,Amend Purchase Requisition,res_38465400-c23c-44d7-abf7-edf2cd6a8e45,Role 1,2011-06-24 17:50:46,74,0,0.0,2011-06-24 17:31:45
Case44,Create Purchase Requisition,res_688f55ae-ca1a-4283-824d-dedf3116bd93,Role 1,2011-06-24 18:09:36,75,0,0.0,2011-06-24 18:01:26
Case43,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-24 19:25:34,75,0,0.0,2011-06-24 19:07:49
Case45,Create Purchase Requisition,res_01f1306f-53ee-4667-b378-c708c163831f,Role 1,2011-06-24 19:54:10,76,0,0.0,2011-06-24 19:46:00
Case44,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-24 20:29:52,76,0,0.0,2011-06-24 20:12:04
Case26,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-24 22:07:24,76,0,0.3333333333333333,2011-06-24 21:57:48
Case45,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-24 22:15:18,76,0,0.0,2011-06-24 21:57:23
Case11,Send Request for Quotation to Supplier,res_e2289d9e-0e26-4768-b374-1f88f16dc6ac,Role 4,2011-06-24 23:25:14,76,0,0.0,2011-06-24 21:00:17
Case35,Amend Purchase Requisition,res_e2289d9e-0e26-4768-b374-1f88f16dc6ac,Role 1,2011-06-24 23:27:15,75,0,0.0,2011-06-24 23:07:10
Case46,Create Purchase Requisition,res_e107f046-4e5a-4b66-a8b3-efcb71dcdb38,Role 1,2011-06-25 00:13:39,76,0,0.0,2011-06-25 00:05:09
Case6,Analyze Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-25 00:28:52,76,0,0.0,2011-06-25 00:20:03
Case47,Create Purchase Requisition,res_e2289d9e-0e26-4768-b374-1f88f16dc6ac,Role 1,2011-06-25 02:43:10,77,0,0.0,2011-06-25 02:34:41
Case14,Analyze Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 4,2011-06-25 03:05:42,77,0,0.3333333333333333,2011-06-25 02:52:24
Case38,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-25 03:08:59,77,0,0.0,2011-06-25 03:03:46
Case48,Create Purchase Requisition,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-25 03:18:18,77,0,0.0,2011-06-25 03:09:49
Case13,Send Request for Quotation to Supplier,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 4,2011-06-25 03:31:33,76,0,0.0,2011-06-25 01:06:01
Case6,Amend Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 1,2011-06-25 04:12:21,77,0,0.0,2011-06-25 03:53:33
Case2,Create Quotation comparison Map,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 4,2011-06-25 04:21:56,77,0,0.0,2011-06-25 04:06:57
Case47,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-25 04:28:06,77,0,0.0,2011-06-25 04:10:15
Case48,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-25 05:03:17,77,0,0.0,2011-06-25 04:45:23
Case49,Create Purchase Requisition,res_7fa4f422-7a92-4e85-b658-1f4fcb6a3c3e,Role 1,2011-06-25 06:47:38,78,0,0.0,2011-06-25 06:39:10
Case1,Analyze Request for Quotation,res_92a09766-2100-4548-8682-71573fec8928,Role 4,2011-06-25 07:36:10,78,0,0.0,2011-06-25 07:21:48
Case50,Create Purchase Requisition,res_38465400-c23c-44d7-abf7-edf2cd6a8e45,Role 1,2011-06-25 07:51:19,79,0,0.0,2011-06-25 07:42:51
Case51,Create Purchase Requisition,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 1,2011-06-25 08:15:42,80,0,0.0,2011-06-25 08:07:14
Case49,Create Request for Quotation,res_5b9c368e-2c65-4bf1-a4ff-c70ee84afc90,Role 3,2011-06-25 08:33:03,80,0,0.0,2011-06-25 08:14:58
Case5,Create Quotation comparison Map,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-25 09:28:13,80,0,0.0,2011-06-25 09:13:25
Case42,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-25 10:45:02,80,0,0.0,2011-06-25 10:39:49
Case2,Analyze Quotation Comparison Map,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-25 11:14:36,80,0,0.0,2011-06-25 11:14:36
Case42,Create Request for Quotation,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 3,2011-06-25 11:18:42,80,0,0.0,2011-06-25 10:53:34
Case13,Create Quotation comparison Map,res_7fa4f422-7a92-4e85-b658-1f4fcb6a3c3e,Role 4,2011-06-25 11:56:41,80,0,0.0,2011-06-25 11:42:05
Case16,Analyze Request for Quotation,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-25 12:21:52,80,0,0.0,2011-06-25 12:08:58
Case52,Create Purchase Requisition,res_49177467-d705-4fb0-958f-1b1fa021bf8f,Role 1,2011-06-25 12:34:32,81,0,0.07142857142857142,2011-06-25 12:26:06
Case16,Amend Request for Quotation,res_84a348e7-0667-45d2-9636-da1ffad3cc23,Role 1,2011-06-25 13:09:38,81,0,0.07142857142857142,2011-06-25 12:50:27
Case9,Analyze Request for Quotation,res_92a09766-2100-4548-8682-71573fec8928,Role 4,2011-06-25 13:58:43,81,0,0.0,2011-06-25 13:45:42
Case53,Create Purchase Requisition,res_92a09766-2100-4548-8682-71573fec8928,Role 1,2011-06-25 14:12:50,82,0,0.07142857142857142,2011-06-25 14:04:23
Case18,Analyze Request for Quotation,res_92a09766-2100-4548-8682-71573fec8928,Role 4,2011-06-25 14:22:28,82,0,0.0,2011-06-25 14:09:41
Case21,Analyze Purchase Requisition,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-25 14:40:48,82,0,0.0,2011-06-25 14:32:16
Case54,Create Purchase Requisition,res_868eef32-1048-4e05-a3b6-cbc7d945c9a5,Role 1,2011-06-25 16:03:37,83,0,0.07142857142857142,2011-06-25 15:55:09
Case53,Create Request for Quotation,res_868eef32-1048-4e05-a3b6-cbc7d945c9a5,Role 3,2011-06-25 16:05:59,82,0,0.0,2011-06-25 15:47:31
Case5,Analyze Quotation Comparison Map,res_e107f046-4e5a-4b66-a8b3-efcb71dcdb38,Role 1,2011-06-25 16:18:50,83,0,0.07142857142857142,2011-06-25 16:18:50
Case19,Analyze Request for Quotation,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-25 16:48:08,83,0,0.0,2011-06-25 16:35:27
Case55,Create Purchase Requisition,res_7e730d18-3c8a-4688-a4f0-a7c766cb2d60,Role 1,2011-06-25 17:21:16,83,0,0.14285714285714285,2011-06-25 17:12:51
Case20,Analyze Request for Quotation,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 4,2011-06-25 18:25:20,83,0,0.0,2011-06-25 18:12:41
Case21,Amend Purchase Requisition,res_50cfbcba-e4f4-44c2-a887-9ab039c4c99e,Role 1,2011-06-25 18:25:55,83,0,0.14285714285714285,2011-06-25 18:09:26
Case13,Analyze Quotation Comparison Map,res_24d952ac-86dd-4dec-ba66-037fa4de7f15,Role 1,2011-06-25 18:37:27,82,0,0.14285714285714285,2011-06-25 18:37:27
Case46,Analyze Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 3,2011-06-25 19:21:09,82,0,0.0,2011-06-25 19:15:40
Case56,Create Purchase Requisition,res_c6539786-88aa-4a95-afea-cb255dd4bc54,Role 1,2011-06-25 19:28:58,83,0,0.21428571428571427,2011-06-25 19:20:37
Case46,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-25 19:58:32,83,0,0.0,2011-06-25 19:33:49
Case57,Create Purchase Requisition,res_01f1306f-53ee-4667-b378-c708c163831f,Role 1,2011-06-25 20:11:18,84,0,0.21428571428571427,2011-06-25 20:02:57
Case2,Choose best option,res_01f1306f-53ee-4667-b378-c708c163831f,Role 1,2011-06-25 20:21:35,80,0,0.0,2011-06-25 11:49:58
Case58,Create Purchase Requisition,res_7eb1c8c7-17f7-4ea6-91ca-c117bba13f4f,Role 1,2011-06-25 21:45:12,85,0,0.14285714285714285,2011-06-25 21:36:46
Case57,Create Request for Quotation,res_3350e0d7-bf8e-458e-b7da-3cd36e1cc4c3,Role 3,2011-06-25 22:32:43,85,0,0.0,2011-06-25 22:14:05
