caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case19,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 04:47:56,297,0,0.0,2012-02-14 04:45:06
Case21,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 04:56:32,298,0,0.0,2012-02-14 04:53:42
Case18,W_Afhandelen leads,res_cc04e965-d49a-4b90-943c-1e651aaed6df,Role 1,2012-02-14 05:07:09,299,1,0.0,2012-02-14 05:04:18
Case12,W_Completeren aanvraag,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-14 05:11:28,299,1,0.0,2012-02-14 05:08:58
Case20,W_Afhandelen leads,res_7e485473-d532-4e1c-bf46-3ea40bde1df4,Role 1,2012-02-14 05:14:19,299,1,0.0,2012-02-14 05:11:28
Case19,W_Afhandelen leads,res_3e1a9913-e7a6-4e8e-b4af-7f204055d3fe,Role 1,2012-02-14 05:25:11,298,1,0.0,2012-02-14 05:22:35
Case21,W_Afhandelen leads,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 05:33:47,297,1,0.0,2012-02-14 05:31:11
Case13,W_Completeren aanvraag,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 05:35:36,297,1,0.030303030303030304,2012-02-14 05:33:07
Case15,W_Completeren aanvraag,res_f5a3170c-86a2-402a-91ca-ddc4351cb8b4,Role 1,2012-02-14 05:51:20,297,1,0.0,2012-02-14 05:48:51
Case18,W_Completeren aanvraag,res_3b9ca0c6-693d-4219-bba4-1f25a9d95d6c,Role 1,2012-02-14 06:05:31,296,1,0.0,2012-02-14 06:02:55
Case22,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 06:19:15,296,0,0.0,2012-02-14 06:16:25
Case23,W_Afhandelen leads,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-14 06:50:20,297,1,0.0,2012-02-14 06:47:29
Case21,W_Completeren aanvraag,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-14 06:55:22,296,1,0.0,2012-02-14 06:52:54
Case22,W_Afhandelen leads,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-14 06:56:29,296,1,0.030303030303030304,2012-02-14 06:53:53
Case24,W_Completeren aanvraag,res_1077f2b9-5183-48ae-8455-b5212545db96,Role 1,2012-02-14 07:04:35,296,1,0.0,2012-02-14 07:01:46
Case25,W_Afhandelen leads,res_3161b064-2081-4326-b2e1-dc83e3525037,Role 1,2012-02-14 07:17:49,297,1,0.0,2012-02-14 07:14:58
Case26,W_Completeren aanvraag,res_9eecee60-be58-488a-a4e8-4e3c82b8dc90,Role 1,2012-02-14 07:47:28,297,1,0.0,2012-02-14 07:44:39
Case28,W_Afhandelen leads,res_40a02db3-81de-48ac-a514-77ddd211faf5,Role 1,2012-02-14 07:51:28,297,1,0.0,2012-02-14 07:48:38
Case29,W_Completeren aanvraag,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-14 08:10:50,297,1,0.0,2012-02-14 08:08:01
Case22,W_Completeren aanvraag,res_43439ae8-3e74-4212-8fa9-07536ab29c6f,Role 1,2012-02-14 08:19:41,296,1,0.0,2012-02-14 08:17:14
Case27,W_Completeren aanvraag,res_53c8efa0-d998-4724-86a4-cd9ada8a958e,Role 1,2012-02-14 08:23:08,296,1,0.0,2012-02-14 08:20:19
Case30,W_Completeren aanvraag,res_b2fcae4b-16ee-424f-b8ad-670de3d321a5,Role 1,2012-02-14 08:59:24,297,1,0.0,2012-02-14 08:56:36
Case35,W_Afhandelen leads,res_3161b064-2081-4326-b2e1-dc83e3525037,Role 1,2012-02-14 09:46:05,297,1,0.0,2012-02-14 09:43:15
Case33,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 10:08:08,298,0,0.0,2012-02-14 10:05:17
Case31,W_Afhandelen leads,res_f37450fc-5bbd-4928-bc5e-686c9be52df7,Role 1,2012-02-14 10:17:43,299,1,0.0,2012-02-14 10:14:53
Case34,W_Afhandelen leads,res_186d0746-2752-4e06-a427-a9e204482254,Role 1,2012-02-14 10:29:59,299,1,0.0,2012-02-14 10:27:09
Case32,W_Completeren aanvraag,res_43439ae8-3e74-4212-8fa9-07536ab29c6f,Role 1,2012-02-14 10:37:06,300,1,0.0,2012-02-14 10:34:18
Case35,W_Completeren aanvraag,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-14 10:44:20,300,1,0.0,2012-02-14 10:41:46
Case33,W_Afhandelen leads,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-14 10:45:20,300,1,0.030303030303030304,2012-02-14 10:42:47
Case36,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 10:52:13,300,0,0.0,2012-02-14 10:49:22
Case38,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-14 10:57:57,301,1,0.0,2012-02-14 10:55:07
Case37,W_Afhandelen leads,res_a579ffd4-379e-4825-b8af-3c27bedd26fd,Role 1,2012-02-14 11:18:57,301,1,0.0,2012-02-14 11:16:07
Case34,W_Completeren aanvraag,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 11:28:18,301,1,0.0,2012-02-14 11:25:45
Case36,W_Afhandelen leads,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 11:29:25,301,1,0.030303030303030304,2012-02-14 11:26:53
Case33,W_Completeren aanvraag,res_3b9ca0c6-693d-4219-bba4-1f25a9d95d6c,Role 1,2012-02-14 12:08:46,300,1,0.0,2012-02-14 12:06:23
Case41,W_Completeren aanvraag,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-14 12:14:38,300,1,0.0,2012-02-14 12:11:51
Case42,W_Afhandelen leads,res_43439ae8-3e74-4212-8fa9-07536ab29c6f,Role 1,2012-02-14 12:17:12,301,1,0.030303030303030304,2012-02-14 12:14:22
Case37,W_Completeren aanvraag,res_43439ae8-3e74-4212-8fa9-07536ab29c6f,Role 1,2012-02-14 12:17:20,301,1,0.030303030303030304,2012-02-14 12:14:48
Case40,W_Afhandelen leads,res_53c8efa0-d998-4724-86a4-cd9ada8a958e,Role 1,2012-02-14 12:24:00,302,1,0.0,2012-02-14 12:21:11
Case43,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 12:31:40,303,0,0.0,2012-02-14 12:28:49
Case39,W_Completeren aanvraag,res_7e485473-d532-4e1c-bf46-3ea40bde1df4,Role 1,2012-02-14 12:35:53,304,1,0.0,2012-02-14 12:33:06
Case48,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 12:42:17,305,0,0.0,2012-02-14 12:39:26
Case47,W_Completeren aanvraag,res_31ab9e81-aaca-4a6f-8d08-410b91a8c674,Role 1,2012-02-14 12:46:37,306,1,0.0,2012-02-14 12:43:50
Case44,W_Completeren aanvraag,res_3161b064-2081-4326-b2e1-dc83e3525037,Role 1,2012-02-14 12:57:45,307,1,0.0,2012-02-14 12:54:58
Case43,W_Afhandelen leads,res_f5a3170c-86a2-402a-91ca-ddc4351cb8b4,Role 1,2012-02-14 13:08:52,307,1,0.0,2012-02-14 13:06:22
Case42,W_Completeren aanvraag,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-14 13:13:12,306,1,0.0,2012-02-14 13:10:41
Case48,W_Afhandelen leads,res_9eecee60-be58-488a-a4e8-4e3c82b8dc90,Role 1,2012-02-14 13:19:31,306,1,0.0,2012-02-14 13:17:01
Case46,W_Completeren aanvraag,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-14 13:21:02,307,1,0.030303030303030304,2012-02-14 13:18:15
Case40,W_Completeren aanvraag,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-14 13:22:24,307,2,0.030303030303030304,2012-02-14 13:19:54
Case45,W_Completeren aanvraag,res_186d0746-2752-4e06-a427-a9e204482254,Role 1,2012-02-14 13:30:10,307,1,0.0,2012-02-14 13:27:23
Case49,W_Completeren aanvraag,res_ad768d70-3119-4cab-8f36-36461c3cc7fb,Role 1,2012-02-14 13:45:48,307,1,0.0,2012-02-14 13:43:01
Case51,W_Completeren aanvraag,res_bdc05766-962a-4037-943e-822146ddc908,Role 1,2012-02-14 13:55:55,308,1,0.0,2012-02-14 13:53:08
Case52,W_Afhandelen leads,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 14:26:50,308,1,0.0,2012-02-14 14:24:01
Case53,W_Afhandelen leads,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-14 14:36:13,309,1,0.0,2012-02-14 14:33:24
Case50,W_Afhandelen leads,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-14 14:37:04,310,2,0.030303030303030304,2012-02-14 14:34:17
Case48,W_Completeren aanvraag,res_186d0746-2752-4e06-a427-a9e204482254,Role 1,2012-02-14 14:41:46,309,1,0.0,2012-02-14 14:39:26
Case54,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 15:13:30,310,0,0.0,2012-02-14 15:10:39
Case55,W_Afhandelen leads,res_186d0746-2752-4e06-a427-a9e204482254,Role 1,2012-02-14 15:16:39,311,1,0.0,2012-02-14 15:13:51
Case52,W_Completeren aanvraag,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-14 15:25:30,311,1,0.0,2012-02-14 15:23:00
Case53,W_Completeren aanvraag,res_9785a0a3-6966-4856-ad2a-32e0f54077a7,Role 1,2012-02-14 15:32:32,310,1,0.0,2012-02-14 15:30:02
Case56,W_Beoordelen fraude,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 6,2012-02-14 15:49:19,310,0,0.0,2012-02-14 15:46:28
Case54,W_Afhandelen leads,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-14 15:50:44,310,1,0.0,2012-02-14 15:48:17
Case58,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 15:57:19,311,0,0.0,2012-02-14 15:54:28
Case55,W_Completeren aanvraag,res_9785a0a3-6966-4856-ad2a-32e0f54077a7,Role 1,2012-02-14 16:15:27,311,1,0.0,2012-02-14 16:12:57
Case57,W_Completeren aanvraag,res_f5a3170c-86a2-402a-91ca-ddc4351cb8b4,Role 1,2012-02-14 16:25:09,311,1,0.0,2012-02-14 16:22:23
Case56,W_Afhandelen leads,res_f5a3170c-86a2-402a-91ca-ddc4351cb8b4,Role 1,2012-02-14 16:26:33,311,1,0.030303030303030304,2012-02-14 16:24:06
Case58,W_Afhandelen leads,res_bec22305-778a-48e1-86d7-d0c7091368e7,Role 1,2012-02-14 16:34:34,310,1,0.0,2012-02-14 16:32:07
Case60,W_Beoordelen fraude,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 6,2012-02-14 16:47:37,311,0,0.0,2012-02-14 16:44:46
Case59,W_Completeren aanvraag,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-14 16:48:00,312,1,0.0,2012-02-14 16:45:14
Case61,W_Completeren aanvraag,res_1ccc35ad-3510-4be7-8326-f9e0d3ad34df,Role 1,2012-02-14 16:54:22,312,1,0.0,2012-02-14 16:51:36
Case54,W_Completeren aanvraag,res_9785a0a3-6966-4856-ad2a-32e0f54077a7,Role 1,2012-02-14 17:15:06,311,1,0.0,2012-02-14 17:12:49
Case60,W_Afhandelen leads,res_e13a5efd-4515-483c-acac-ed3de22f1df1,Role 1,2012-02-14 17:24:52,311,1,0.0,2012-02-14 17:22:26
Case66,W_Afhandelen leads,res_22bc2a0b-75ee-4210-975c-5e79b4912062,Role 1,2012-02-14 17:42:48,311,1,0.0,2012-02-14 17:40:00
Case58,W_Completeren aanvraag,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 1,2012-02-14 17:58:57,310,1,0.0,2012-02-14 17:56:41
Case65,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 18:00:45,311,0,0.0,2012-02-14 17:57:54
Case63,W_Completeren aanvraag,res_40a02db3-81de-48ac-a514-77ddd211faf5,Role 1,2012-02-14 18:20:44,312,1,0.0,2012-02-14 18:17:59
Case64,W_Afhandelen leads,res_f37450fc-5bbd-4928-bc5e-686c9be52df7,Role 1,2012-02-14 18:30:14,313,1,0.0,2012-02-14 18:27:27
Case62,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 18:35:31,313,0,0.0,2012-02-14 18:32:40
Case65,W_Afhandelen leads,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-14 18:37:57,313,1,0.0,2012-02-14 18:35:33
Case62,W_Afhandelen leads,res_3e1a9913-e7a6-4e8e-b4af-7f204055d3fe,Role 1,2012-02-14 19:12:44,313,1,0.0,2012-02-14 19:10:20
Case41,W_Nabellen offertes,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-14 19:23:48,312,0,0.0,2012-02-14 19:21:28
Case65,W_Completeren aanvraag,res_80a872d6-ec2e-41b3-9963-6c4f6726df24,Role 1,2012-02-14 20:02:30,312,1,0.0,2012-02-14 20:00:16
Case68,W_Completeren aanvraag,res_80a872d6-ec2e-41b3-9963-6c4f6726df24,Role 1,2012-02-14 20:10:59,313,1,0.0,2012-02-14 20:08:15
Case67,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-14 20:15:17,314,0,0.0,2012-02-14 20:12:25
Case46,W_Nabellen offertes,res_5d892d3d-45aa-406f-8cea-014c71f1f911,Role 1,2012-02-14 20:34:56,314,0,0.0,2012-02-14 20:32:38
Case67,W_Afhandelen leads,res_31ab9e81-aaca-4a6f-8d08-410b91a8c674,Role 1,2012-02-14 20:52:29,314,1,0.0,2012-02-14 20:50:07
Case69,W_Afhandelen leads,res_31ab9e81-aaca-4a6f-8d08-410b91a8c674,Role 1,2012-02-14 20:53:57,315,2,0.030303030303030304,2012-02-14 20:51:12
Case70,W_Afhandelen leads,res_a579ffd4-379e-4825-b8af-3c27bedd26fd,Role 1,2012-02-14 21:01:33,316,1,0.0,2012-02-14 20:58:47
Case69,W_Completeren aanvraag,res_bdc05766-962a-4037-943e-822146ddc908,Role 1,2012-02-14 21:52:49,315,1,0.0,2012-02-14 21:50:25
Case73,W_Completeren aanvraag,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-14 22:04:09,315,1,0.0,2012-02-14 22:01:25
Case71,W_Completeren aanvraag,res_53c8efa0-d998-4724-86a4-cd9ada8a958e,Role 1,2012-02-14 22:13:03,315,1,0.0,2012-02-14 22:10:20
Case67,W_Completeren aanvraag,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-14 22:15:20,314,1,0.0,2012-02-14 22:13:09
Case72,W_Completeren aanvraag,res_3161b064-2081-4326-b2e1-dc83e3525037,Role 1,2012-02-14 22:24:42,314,1,0.0,2012-02-14 22:21:59
Case57,W_Nabellen offertes,res_f37450fc-5bbd-4928-bc5e-686c9be52df7,Role 1,2012-02-14 23:42:11,313,0,0.0,2012-02-14 23:39:57
Case74,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-15 00:23:09,314,0,0.0,2012-02-15 00:20:18
Case74,W_Afhandelen leads,res_3161b064-2081-4326-b2e1-dc83e3525037,Role 1,2012-02-15 01:13:51,314,1,0.0,2012-02-15 01:10:59
Case75,W_Afhandelen leads,res_cc04e965-d49a-4b90-943c-1e651aaed6df,Role 1,2012-02-15 01:32:12,315,1,0.0,2012-02-15 01:29:04
Case75,W_Completeren aanvraag,res_80a872d6-ec2e-41b3-9963-6c4f6726df24,Role 1,2012-02-15 02:44:01,315,1,0.0,2012-02-15 02:41:08
Case74,W_Completeren aanvraag,res_5d892d3d-45aa-406f-8cea-014c71f1f911,Role 1,2012-02-15 02:52:24,315,1,0.0,2012-02-15 02:49:41
Case76,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-15 03:17:33,315,0,0.0,2012-02-15 03:14:42
Case76,W_Afhandelen leads,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-15 04:08:16,315,1,0.0,2012-02-15 04:05:25
Case76,W_Completeren aanvraag,res_3b9ca0c6-693d-4219-bba4-1f25a9d95d6c,Role 1,2012-02-15 05:46:50,315,1,0.0,2012-02-15 05:44:10
Case78,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-15 08:42:30,315,0,0.0,2012-02-15 08:39:39
Case80,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-15 09:00:30,316,0,0.0,2012-02-15 08:57:39
Case79,W_Afhandelen leads,res_5d892d3d-45aa-406f-8cea-014c71f1f911,Role 1,2012-02-15 09:13:50,317,1,0.0,2012-02-15 09:10:43
Case78,W_Afhandelen leads,res_22bc2a0b-75ee-4210-975c-5e79b4912062,Role 1,2012-02-15 09:33:11,316,1,0.0,2012-02-15 09:30:22
Case77,W_Completeren aanvraag,res_22bc2a0b-75ee-4210-975c-5e79b4912062,Role 1,2012-02-15 09:35:47,317,1,0.030303030303030304,2012-02-15 09:32:42
Case84,W_Afhandelen leads,res_0d551ca4-811a-4bc9-afb0-ec3fdd047e11,Role 1,2012-02-15 09:42:31,318,1,0.0,2012-02-15 09:39:24
Case88,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-15 09:47:21,319,1,0.0,2012-02-15 09:44:14
Case86,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-15 09:49:48,320,2,0.030303030303030304,2012-02-15 09:46:44
Case80,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-15 09:51:11,320,2,0.030303030303030304,2012-02-15 09:48:24
Case81,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-15 09:55:51,319,1,0.0,2012-02-15 09:52:44
Case85,W_Beoordelen fraude,res_f37450fc-5bbd-4928-bc5e-686c9be52df7,Role 6,2012-02-15 10:03:04,320,0,0.0,2012-02-15 10:00:12
Case82,W_Completeren aanvraag,res_f37450fc-5bbd-4928-bc5e-686c9be52df7,Role 1,2012-02-15 10:05:13,321,1,0.0,2012-02-15 10:02:08
Case83,W_Afhandelen leads,res_cc04e965-d49a-4b90-943c-1e651aaed6df,Role 1,2012-02-15 10:17:30,322,1,0.0,2012-02-15 10:14:23
Case87,W_Completeren aanvraag,res_a579ffd4-379e-4825-b8af-3c27bedd26fd,Role 1,2012-02-15 10:24:43,322,1,0.0,2012-02-15 10:21:38
Case97,W_Afhandelen leads,res_52109ad6-fe8e-4bdb-9579-26b5c2f62dc4,Role 1,2012-02-15 10:41:29,323,1,0.0,2012-02-15 10:38:22
Case85,W_Afhandelen leads,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-15 10:53:54,322,1,0.0,2012-02-15 10:51:06
Case84,W_Completeren aanvraag,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-15 10:54:24,322,1,0.030303030303030304,2012-02-15 10:51:36
Case88,W_Completeren aanvraag,res_354cee5e-e658-46a4-8449-be35fd6559d5,Role 1,2012-02-15 10:55:16,322,2,0.06060606060606061,2012-02-15 10:52:31
Case91,W_Beoordelen fraude,res_93fc39e2-cb8b-443f-9d3a-9c3de9ea6f8a,Role 6,2012-02-15 10:58:32,322,0,0.0,2012-02-15 10:55:40
Case90,W_Afhandelen leads,res_9eecee60-be58-488a-a4e8-4e3c82b8dc90,Role 1,2012-02-15 11:02:16,323,1,0.0,2012-02-15 10:59:09
Case96,W_Beoordelen fraude,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 6,2012-02-15 11:03:42,324,0,0.0,2012-02-15 11:00:50
Case93,W_Afhandelen leads,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-15 11:04:02,325,2,0.030303030303030304,2012-02-15 11:00:59
Case78,W_Completeren aanvraag,res_a579ffd4-379e-4825-b8af-3c27bedd26fd,Role 1,2012-02-15 11:05:32,324,1,0.030303030303030304,2012-02-15 11:02:56
Case81,W_Completeren aanvraag,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-15 11:07:44,324,2,0.030303030303030304,2012-02-15 11:04:59
Case94,W_Afhandelen leads,res_4700222f-7857-4a4d-9580-c1e2c644ec07,Role 1,2012-02-15 11:09:10,324,1,0.030303030303030304,2012-02-15 11:06:03
Case89,W_Completeren aanvraag,res_b2fcae4b-16ee-424f-b8ad-670de3d321a5,Role 1,2012-02-15 11:13:32,325,1,0.0,2012-02-15 11:10:28
Case92,W_Afhandelen leads,res_5d892d3d-45aa-406f-8cea-014c71f1f911,Role 1,2012-02-15 11:28:18,326,1,0.0,2012-02-15 11:25:11
Case95,W_Completeren aanvraag,res_bec22305-778a-48e1-86d7-d0c7091368e7,Role 1,2012-02-15 11:36:16,326,1,0.0,2012-02-15 11:33:12
Case91,W_Afhandelen leads,res_f5a3170c-86a2-402a-91ca-ddc4351cb8b4,Role 1,2012-02-15 11:49:23,325,1,0.0,2012-02-15 11:46:36
Case100,W_Beoordelen fraude,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 6,2012-02-15 11:53:04,326,0,0.0,2012-02-15 11:50:12
Case96,W_Afhandelen leads,res_8121b1e5-398c-4ab8-8887-b949844bd85e,Role 1,2012-02-15 11:54:37,326,1,0.0,2012-02-15 11:51:50
Case101,W_Completeren aanvraag,res_53c8efa0-d998-4724-86a4-cd9ada8a958e,Role 1,2012-02-15 11:59:04,326,1,0.0,2012-02-15 11:56:00
Case93,W_Completeren aanvraag,res_626eb78f-6bd2-4be0-be9e-dba918b965d3,Role 1,2012-02-15 12:12:08,326,1,0.0,2012-02-15 12:09:22
Case94,W_Completeren aanvraag,res_19f98e3f-c643-4daf-b5c7-6bd41ffbfb9e,Role 1,2012-02-15 12:21:19,326,1,0.0,2012-02-15 12:18:33
