caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case12,W_Completeren aanvraag,res_01a2e014-ac02-4592-bbc8-05492f109243,Role 1,2012-02-13 23:44:25,296,1,0.0,2012-02-13 23:41:37
Case13,W_Completeren aanvraag,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-13 23:47:52,297,1,0.0,2012-02-13 23:45:04
Case10,W_Completeren aanvraag,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-13 23:53:09,298,1,0.0,2012-02-13 23:50:21
Case8,W_Afhandelen leads,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-13 23:54:56,298,1,0.030303030303030304,2012-02-13 23:52:27
Case5,W_Completeren aanvraag,res_ddfb825d-e86f-4a52-b52d-b9f5ba7ee232,Role 1,2012-02-14 00:07:00,298,1,0.0,2012-02-14 00:04:33
Case3,W_Nabellen offertes,res_01a2e014-ac02-4592-bbc8-05492f109243,Role 1,2012-02-14 00:10:15,298,0,0.0,2012-02-14 00:07:43
Case11,W_Completeren aanvraag,res_4bb0c6da-daec-4050-9bef-d1a388d7cf93,Role 1,2012-02-14 00:17:16,299,1,0.0,2012-02-14 00:14:25
Case9,W_Afhandelen leads,res_4dd618c5-230d-47dd-9f18-704b488e0b18,Role 1,2012-02-14 00:20:40,299,1,0.0,2012-02-14 00:18:02
Case6,W_Nabellen offertes,res_f1a28f55-db66-4589-84b3-af7353c0dd63,Role 1,2012-02-14 00:31:04,298,0,0.0,2012-02-14 00:28:32
Case14,W_Completeren aanvraag,res_f1a28f55-db66-4589-84b3-af7353c0dd63,Role 1,2012-02-14 00:45:39,299,1,0.0,2012-02-14 00:42:49
Case10,W_Nabellen offertes,res_f1a28f55-db66-4589-84b3-af7353c0dd63,Role 1,2012-02-14 00:46:38,299,0,0.030303030303030304,2012-02-14 00:44:08
Case8,W_Completeren aanvraag,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 01:26:32,299,1,0.0,2012-02-14 01:24:06
Case15,W_Afhandelen leads,res_f90ee681-7d8b-4435-af9f-bf696f791abe,Role 1,2012-02-14 02:15:16,299,1,0.0,2012-02-14 02:12:25
Case12,W_Nabellen offertes,res_3f31a316-1a69-4393-9d27-0a93a6e640b3,Role 1,2012-02-14 02:29:07,298,0,0.0,2012-02-14 02:26:37
Case13,W_Nabellen offertes,res_4dd618c5-230d-47dd-9f18-704b488e0b18,Role 1,2012-02-14 02:33:11,298,0,0.0,2012-02-14 02:30:41
Case16,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 03:27:42,299,0,0.0,2012-02-14 03:24:52
Case17,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 03:55:55,300,0,0.0,2012-02-14 03:53:05
Case16,W_Afhandelen leads,res_3aa64fe8-54b9-44d7-b6ca-d3f990c9acc8,Role 1,2012-02-14 04:04:59,300,1,0.0,2012-02-14 04:02:22
Case19,W_Completeren aanvraag,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-14 04:12:37,301,1,0.0,2012-02-14 04:09:47
Case20,W_Completeren aanvraag,res_5510e8bb-8cd1-4b18-a575-36fa70df3222,Role 1,2012-02-14 04:16:00,302,1,0.0,2012-02-14 04:13:10
Case17,W_Afhandelen leads,res_ddfb825d-e86f-4a52-b52d-b9f5ba7ee232,Role 1,2012-02-14 04:33:12,302,1,0.0,2012-02-14 04:30:35
Case18,W_Afhandelen leads,res_f21e46c2-ce67-4630-aea2-fe124f5138bf,Role 1,2012-02-14 04:36:34,302,1,0.0,2012-02-14 04:33:43
Case16,W_Completeren aanvraag,res_3f31a316-1a69-4393-9d27-0a93a6e640b3,Role 1,2012-02-14 05:28:37,301,1,0.0,2012-02-14 05:26:08
Case21,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 07:42:33,301,0,0.0,2012-02-14 07:39:42
Case14,W_Nabellen offertes,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-14 07:53:28,301,0,0.0,2012-02-14 07:50:55
Case21,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 08:19:48,301,1,0.0,2012-02-14 08:17:14
Case22,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 08:20:55,302,0,0.0,2012-02-14 08:18:04
Case25,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 08:51:42,303,0,0.0,2012-02-14 08:48:51
Case23,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 08:52:13,304,1,1.0,2012-02-14 08:49:27
Case22,W_Afhandelen leads,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-14 08:58:11,304,1,0.0,2012-02-14 08:55:37
Case24,W_Completeren aanvraag,res_a4360263-21ab-45a7-b533-18be333bdedc,Role 1,2012-02-14 09:02:24,304,1,0.0,2012-02-14 08:59:36
Case25,W_Afhandelen leads,res_3f31a316-1a69-4393-9d27-0a93a6e640b3,Role 1,2012-02-14 09:23:22,304,1,0.0,2012-02-14 09:20:49
Case23,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 09:29:19,304,1,0.0,2012-02-14 09:26:56
Case28,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 09:41:48,305,1,0.0,2012-02-14 09:38:58
Case21,W_Completeren aanvraag,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 09:43:33,305,1,0.030303030303030304,2012-02-14 09:41:08
Case33,W_Afhandelen leads,res_3aa64fe8-54b9-44d7-b6ca-d3f990c9acc8,Role 1,2012-02-14 09:51:44,304,1,0.0,2012-02-14 09:48:54
Case30,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 10:00:00,304,0,0.0,2012-02-14 09:57:09
Case32,W_Afhandelen leads,res_4dd618c5-230d-47dd-9f18-704b488e0b18,Role 1,2012-02-14 10:14:31,305,1,0.0,2012-02-14 10:11:41
Case26,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 10:17:24,305,0,0.0,2012-02-14 10:14:33
Case31,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 10:28:46,306,0,0.0,2012-02-14 10:25:55
Case27,W_Afhandelen leads,res_861ba335-54f7-4548-b92d-eb76f3f8be67,Role 1,2012-02-14 10:33:12,307,1,0.0,2012-02-14 10:30:22
Case29,W_Beoordelen fraude,res_27a23d70-a4e0-4c2e-97fb-41bc8b6c34b0,Role 6,2012-02-14 10:36:37,308,0,0.0,2012-02-14 10:33:46
Case30,W_Afhandelen leads,res_27a23d70-a4e0-4c2e-97fb-41bc8b6c34b0,Role 1,2012-02-14 10:37:15,308,1,0.0,2012-02-14 10:34:43
Case23,W_Completeren aanvraag,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 10:53:13,308,1,0.0,2012-02-14 10:50:51
Case26,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 10:54:41,308,1,0.030303030303030304,2012-02-14 10:52:08
Case31,W_Afhandelen leads,res_74560b42-c3ba-4313-b26c-c5c992323b0f,Role 1,2012-02-14 11:06:02,306,1,0.0,2012-02-14 11:03:30
Case38,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 11:10:12,307,0,0.0,2012-02-14 11:07:21
Case39,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 11:10:22,308,1,1.0,2012-02-14 11:07:36
Case29,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 11:13:55,308,1,0.0,2012-02-14 11:11:23
Case34,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 11:15:38,309,0,0.0,2012-02-14 11:12:47
Case37,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 11:20:39,310,0,0.0,2012-02-14 11:17:48
Case40,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 11:30:25,311,1,0.0,2012-02-14 11:27:36
Case27,W_Completeren aanvraag,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 11:31:51,312,1,0.06060606060606061,2012-02-14 11:29:19
Case35,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 11:31:55,312,2,0.030303030303030304,2012-02-14 11:29:07
Case36,W_Afhandelen leads,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 11:33:04,313,3,0.09090909090909091,2012-02-14 11:30:17
Case38,W_Afhandelen leads,res_74ef008b-4cc2-4e6e-8d49-f45ba2a04c1a,Role 1,2012-02-14 11:41:40,310,1,0.0,2012-02-14 11:39:09
Case39,W_Afhandelen leads,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 11:47:29,310,1,0.0,2012-02-14 11:45:08
Case34,W_Afhandelen leads,res_27a23d70-a4e0-4c2e-97fb-41bc8b6c34b0,Role 1,2012-02-14 11:52:56,310,1,0.0,2012-02-14 11:50:25
Case37,W_Afhandelen leads,res_4bb0c6da-daec-4050-9bef-d1a388d7cf93,Role 1,2012-02-14 11:57:57,309,1,0.0,2012-02-14 11:55:26
Case30,W_Completeren aanvraag,res_255a2fba-9f84-488a-8a45-56c6513b4843,Role 1,2012-02-14 12:01:26,308,1,0.0,2012-02-14 11:59:03
Case45,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 12:08:21,308,0,0.0,2012-02-14 12:05:30
Case43,W_Beoordelen fraude,res_d426c43c-5865-4157-a984-52de1f1edf07,Role 6,2012-02-14 12:15:46,309,0,0.0,2012-02-14 12:12:55
Case44,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 12:16:56,310,1,0.0,2012-02-14 12:14:07
Case46,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 12:18:57,311,2,0.030303030303030304,2012-02-14 12:16:09
Case47,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 12:19:46,312,0,0.0,2012-02-14 12:16:55
Case48,W_Beoordelen fraude,res_dcfc2204-facf-49f0-bbeb-a837c3a490ac,Role 6,2012-02-14 12:24:59,313,0,0.0,2012-02-14 12:22:08
Case41,W_Completeren aanvraag,res_dcfc2204-facf-49f0-bbeb-a837c3a490ac,Role 1,2012-02-14 12:25:43,314,1,0.0,2012-02-14 12:22:56
Case40,W_Completeren aanvraag,res_dcfc2204-facf-49f0-bbeb-a837c3a490ac,Role 1,2012-02-14 12:25:52,314,2,0.030303030303030304,2012-02-14 12:23:21
Case31,W_Completeren aanvraag,res_861ba335-54f7-4548-b92d-eb76f3f8be67,Role 1,2012-02-14 12:30:07,313,1,0.0,2012-02-14 12:27:45
Case42,W_Completeren aanvraag,res_27a23d70-a4e0-4c2e-97fb-41bc8b6c34b0,Role 1,2012-02-14 12:33:36,314,1,0.0,2012-02-14 12:30:49
Case29,W_Completeren aanvraag,res_01a2e014-ac02-4592-bbc8-05492f109243,Role 1,2012-02-14 12:38:15,313,1,0.0,2012-02-14 12:35:53
Case51,W_Completeren aanvraag,res_01a2e014-ac02-4592-bbc8-05492f109243,Role 1,2012-02-14 12:40:56,314,2,0.030303030303030304,2012-02-14 12:38:10
Case45,W_Afhandelen leads,res_b6edec50-fe38-48b0-a6fc-2813d35a0848,Role 1,2012-02-14 12:45:37,312,1,0.0,2012-02-14 12:43:07
Case49,W_Completeren aanvraag,res_3aa64fe8-54b9-44d7-b6ca-d3f990c9acc8,Role 1,2012-02-14 12:51:50,312,1,0.0,2012-02-14 12:49:03
Case43,W_Afhandelen leads,res_3aa64fe8-54b9-44d7-b6ca-d3f990c9acc8,Role 1,2012-02-14 12:53:04,312,1,0.030303030303030304,2012-02-14 12:50:33
Case52,W_Completeren aanvraag,res_255a2fba-9f84-488a-8a45-56c6513b4843,Role 1,2012-02-14 12:56:38,312,1,0.0,2012-02-14 12:53:51
Case47,W_Afhandelen leads,res_255a2fba-9f84-488a-8a45-56c6513b4843,Role 1,2012-02-14 12:57:06,312,1,0.030303030303030304,2012-02-14 12:54:35
Case48,W_Afhandelen leads,res_27a23d70-a4e0-4c2e-97fb-41bc8b6c34b0,Role 1,2012-02-14 13:02:19,311,1,0.0,2012-02-14 12:59:49
Case39,W_Completeren aanvraag,res_dfe7a8f0-710e-4801-bd4a-e01f142f9da4,Role 1,2012-02-14 13:11:50,311,1,0.0,2012-02-14 13:09:31
Case44,W_Completeren aanvraag,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 13:13:20,311,2,0.030303030303030304,2012-02-14 13:10:50
Case53,W_Beoordelen fraude,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 6,2012-02-14 13:15:43,312,0,0.0,2012-02-14 13:12:52
Case50,W_Afhandelen leads,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-14 13:16:38,312,1,0.0,2012-02-14 13:13:49
Case46,W_Completeren aanvraag,res_73801705-f6c8-4733-9ae3-fd626ee1df6d,Role 1,2012-02-14 13:17:47,312,1,0.030303030303030304,2012-02-14 13:15:17
Case53,W_Afhandelen leads,res_f1a28f55-db66-4589-84b3-af7353c0dd63,Role 1,2012-02-14 13:53:01,311,1,0.0,2012-02-14 13:50:32
Case43,W_Completeren aanvraag,res_01a2e014-ac02-4592-bbc8-05492f109243,Role 1,2012-02-14 14:17:34,310,1,0.0,2012-02-14 14:15:13
Case54,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 14:22:00,311,0,0.0,2012-02-14 14:19:09
Case56,W_Afhandelen leads,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 1,2012-02-14 14:24:59,312,1,0.0,2012-02-14 14:22:10
Case55,W_Beoordelen fraude,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 6,2012-02-14 14:26:30,313,0,0.0,2012-02-14 14:23:39
Case48,W_Completeren aanvraag,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 1,2012-02-14 14:26:54,313,1,0.030303030303030304,2012-02-14 14:24:34
Case62,W_Completeren aanvraag,res_dcfc2204-facf-49f0-bbeb-a837c3a490ac,Role 1,2012-02-14 14:55:18,314,1,0.0,2012-02-14 14:52:32
Case57,W_Afhandelen leads,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 14:57:51,315,1,0.030303030303030304,2012-02-14 14:55:02
Case63,W_Afhandelen leads,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 14:59:14,315,2,0.030303030303030304,2012-02-14 14:56:27
Case54,W_Afhandelen leads,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 14:59:17,315,3,0.06060606060606061,2012-02-14 14:56:48
Case55,W_Afhandelen leads,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 1,2012-02-14 15:03:47,313,1,0.0,2012-02-14 15:01:19
Case59,W_Completeren aanvraag,res_04a5dc09-388e-4604-8095-90b119d8a7e8,Role 1,2012-02-14 15:10:28,314,1,0.0,2012-02-14 15:07:42
Case56,W_Completeren aanvraag,res_dfe7a8f0-710e-4801-bd4a-e01f142f9da4,Role 1,2012-02-14 15:21:25,313,1,0.0,2012-02-14 15:18:55
Case60,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 15:26:49,313,1,0.0,2012-02-14 15:24:01
Case58,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 15:28:45,314,0,0.0,2012-02-14 15:25:54
Case61,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 15:33:54,315,0,0.0,2012-02-14 15:31:03
Case63,W_Completeren aanvraag,res_e488ac2b-dd31-4e61-8040-c51ff3ae05a1,Role 1,2012-02-14 15:55:41,315,1,0.0,2012-02-14 15:53:12
Case58,W_Afhandelen leads,res_74ef008b-4cc2-4e6e-8d49-f45ba2a04c1a,Role 1,2012-02-14 16:06:02,314,1,0.0,2012-02-14 16:03:35
Case61,W_Afhandelen leads,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 1,2012-02-14 16:11:12,314,1,0.0,2012-02-14 16:08:45
Case64,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 16:13:48,315,0,0.0,2012-02-14 16:10:57
Case60,W_Completeren aanvraag,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 16:25:44,314,1,0.0,2012-02-14 16:23:14
Case55,W_Completeren aanvraag,res_38eb2762-acc2-4401-99ea-f48200db6473,Role 1,2012-02-14 16:28:27,313,1,0.0,2012-02-14 16:26:09
Case66,W_Afhandelen leads,res_38eb2762-acc2-4401-99ea-f48200db6473,Role 1,2012-02-14 16:30:38,314,1,0.030303030303030304,2012-02-14 16:27:50
Case65,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 16:34:39,314,0,0.0,2012-02-14 16:31:48
Case68,W_Beoordelen fraude,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 6,2012-02-14 16:49:42,315,0,0.0,2012-02-14 16:46:51
Case64,W_Afhandelen leads,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-14 16:51:04,315,1,0.0,2012-02-14 16:48:38
Case67,W_Afhandelen leads,res_3aa64fe8-54b9-44d7-b6ca-d3f990c9acc8,Role 1,2012-02-14 16:56:35,315,1,0.0,2012-02-14 16:53:47
Case69,W_Afhandelen leads,res_74560b42-c3ba-4313-b26c-c5c992323b0f,Role 1,2012-02-14 17:06:23,315,1,0.0,2012-02-14 17:03:35
Case65,W_Afhandelen leads,res_255a2fba-9f84-488a-8a45-56c6513b4843,Role 1,2012-02-14 17:11:55,314,1,0.0,2012-02-14 17:09:29
Case68,W_Afhandelen leads,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 1,2012-02-14 17:26:59,314,1,0.0,2012-02-14 17:24:33
Case58,W_Completeren aanvraag,res_f90ee681-7d8b-4435-af9f-bf696f791abe,Role 1,2012-02-14 17:30:46,314,1,0.0,2012-02-14 17:28:29
Case70,W_Completeren aanvraag,res_94222266-ce8c-444b-8ccc-a59627bcadae,Role 1,2012-02-14 17:46:40,315,1,0.0,2012-02-14 17:43:55
Case71,W_Completeren aanvraag,res_94222266-ce8c-444b-8ccc-a59627bcadae,Role 1,2012-02-14 17:47:27,316,2,0.030303030303030304,2012-02-14 17:44:43
Case72,W_Afhandelen leads,res_94222266-ce8c-444b-8ccc-a59627bcadae,Role 1,2012-02-14 17:47:53,317,1,0.06060606060606061,2012-02-14 17:45:05
Case65,W_Completeren aanvraag,res_4dd618c5-230d-47dd-9f18-704b488e0b18,Role 1,2012-02-14 18:36:38,315,1,0.0,2012-02-14 18:34:22
Case68,W_Completeren aanvraag,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-14 18:51:43,315,1,0.0,2012-02-14 18:49:28
Case75,W_Afhandelen leads,res_5510e8bb-8cd1-4b18-a575-36fa70df3222,Role 1,2012-02-14 18:55:05,315,1,0.0,2012-02-14 18:52:18
Case73,W_Completeren aanvraag,res_a4360263-21ab-45a7-b533-18be333bdedc,Role 1,2012-02-14 19:01:01,316,1,0.0,2012-02-14 18:58:16
Case76,W_Afhandelen leads,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-14 19:16:26,316,1,0.0,2012-02-14 19:13:39
Case70,W_Nabellen offertes,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-14 19:25:58,315,0,0.0,2012-02-14 19:23:41
Case74,W_Afhandelen leads,res_25f7f9ad-cb0e-45ff-9622-e65d6f34a9bd,Role 1,2012-02-14 19:31:15,316,1,0.0,2012-02-14 19:28:28
Case75,W_Completeren aanvraag,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-14 19:54:00,315,1,0.0,2012-02-14 19:51:33
Case52,W_Nabellen offertes,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-14 20:14:34,315,0,0.0,2012-02-14 20:12:15
Case77,W_Afhandelen leads,res_b6edec50-fe38-48b0-a6fc-2813d35a0848,Role 1,2012-02-14 21:10:58,316,1,0.0,2012-02-14 21:08:12
Case78,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-14 21:28:48,317,0,0.0,2012-02-14 21:25:56
Case79,W_Completeren aanvraag,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-14 22:05:59,318,1,0.0,2012-02-14 22:03:16
Case78,W_Afhandelen leads,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-14 22:06:01,318,1,0.030303030303030304,2012-02-14 22:03:40
Case77,W_Completeren aanvraag,res_f1a28f55-db66-4589-84b3-af7353c0dd63,Role 1,2012-02-14 22:09:54,317,1,0.0,2012-02-14 22:07:29
Case81,W_Completeren aanvraag,res_74ef008b-4cc2-4e6e-8d49-f45ba2a04c1a,Role 1,2012-02-14 23:08:17,318,1,0.0,2012-02-14 23:05:34
Case80,W_Completeren aanvraag,res_dfe7a8f0-710e-4801-bd4a-e01f142f9da4,Role 1,2012-02-14 23:20:06,318,1,0.0,2012-02-14 23:17:23
Case82,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-15 00:26:54,319,0,0.0,2012-02-15 00:24:03
Case82,W_Afhandelen leads,res_c75e8e9f-c8d7-40c2-94d6-a2657cd412a8,Role 1,2012-02-15 01:17:45,319,1,0.0,2012-02-15 01:14:53
Case82,W_Completeren aanvraag,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-15 02:56:38,319,1,0.0,2012-02-15 02:53:56
Case83,W_Completeren aanvraag,res_59cf848e-2897-407d-88d7-f9556100caf2,Role 1,2012-02-15 03:48:35,320,1,0.0,2012-02-15 03:45:29
Case84,W_Completeren aanvraag,res_b6edec50-fe38-48b0-a6fc-2813d35a0848,Role 1,2012-02-15 04:11:56,320,1,0.0,2012-02-15 04:08:50
Case79,W_Nabellen offertes,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-15 05:29:07,320,0,0.0,2012-02-15 05:26:28
Case85,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-15 05:41:55,321,0,0.0,2012-02-15 05:39:04
Case86,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-15 06:16:36,322,0,0.0,2012-02-15 06:13:45
Case10,W_Valideren aanvraag,res_28e8cbe9-5a56-430a-8d4c-9bbeab48fa59,Role 2,2012-02-15 06:28:06,322,1,0.0,2012-02-15 06:23:55
Case85,W_Afhandelen leads,res_25f7f9ad-cb0e-45ff-9622-e65d6f34a9bd,Role 1,2012-02-15 06:32:47,322,1,0.0,2012-02-15 06:29:57
Case86,W_Afhandelen leads,res_dcfc2204-facf-49f0-bbeb-a837c3a490ac,Role 1,2012-02-15 07:07:30,321,1,0.0,2012-02-15 07:04:40
Case10,W_Nabellen incomplete dossiers,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-15 07:10:20,321,1,0.0,2012-02-15 07:08:04
Case88,W_Afhandelen leads,res_55930cd1-8c0a-4361-b8fc-656bab7b4d42,Role 1,2012-02-15 07:45:37,322,1,0.0,2012-02-15 07:42:29
Case2,W_Valideren aanvraag,res_28e8cbe9-5a56-430a-8d4c-9bbeab48fa59,Role 2,2012-02-15 07:53:00,322,1,0.0,2012-02-15 07:49:28
Case10,W_Valideren aanvraag,res_28e8cbe9-5a56-430a-8d4c-9bbeab48fa59,Role 2,2012-02-15 07:56:51,322,2,0.1111111111111111,2012-02-15 07:50:40
Case87,W_Beoordelen fraude,res_778e5abf-b0d8-4d3b-b942-846c00e87651,Role 6,2012-02-15 08:29:46,321,0,0.0,2012-02-15 08:26:55
Case86,W_Completeren aanvraag,res_277101a2-8c68-4894-bfa0-5be254e8da8a,Role 1,2012-02-15 08:46:29,321,1,0.0,2012-02-15 08:43:51
Case90,W_Completeren aanvraag,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-15 08:56:10,321,1,0.0,2012-02-15 08:53:05
Case88,W_Completeren aanvraag,res_61602cd3-0ef3-4f97-a010-e8325551cdb1,Role 1,2012-02-15 08:57:41,321,2,0.030303030303030304,2012-02-15 08:54:54
