caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case9,Radicar Solicitud Homologacion,res_62217aa6-920d-4dd5-b4e6-d5f19b153a49,Role 1,2016-05-19 22:14:52,56,0,2016-05-19 22:07:59
Case15,Traer informacion estudiante - banner,res_70322ea3-335c-4c67-8ce9-7a98523946f1,Role 1,2016-05-19 22:34:35,57,0,2016-05-19 22:34:11
Case16,Traer informacion estudiante - banner,res_234e5ab0-03b8-487a-be1c-3812d634833a,Role 1,2016-05-19 22:56:49,58,0,2016-05-19 22:56:25
Case10,Radicar Solicitud Homologacion,res_9fb63bee-d01a-46fe-b937-28cff7eeaab6,Role 1,2016-05-19 23:08:26,58,0,2016-05-19 23:01:36
Case11,Radicar Solicitud Homologacion,res_9ba374f5-1273-4621-90a1-1de3a1b106f4,Role 1,2016-05-19 23:57:25,58,0,2016-05-19 23:50:37
Case1,Homologacion por grupo de cursos,res_26f500ed-e6bf-4ff3-8e82-d01a1948b1c1,Role 3,2016-05-20 00:18:19,58,1,2016-05-20 00:16:00
Case17,Traer informacion estudiante - banner,res_88e1aa28-847b-46b8-930b-224a06aeccb9,Role 1,2016-05-20 00:44:32,59,0,2016-05-20 00:43:26
Case2,Cancelar Solicitud,res_88e1aa28-847b-46b8-930b-224a06aeccb9,Role 2,2016-05-20 00:45:32,58,0,2016-05-20 00:42:18
Case18,Traer informacion estudiante - banner,res_4bd3b07f-35b4-4e12-a058-c4fbc2798bf7,Role 1,2016-05-20 01:16:21,60,0,2016-05-20 01:15:19
Case12,Radicar Solicitud Homologacion,res_4bd3b07f-35b4-4e12-a058-c4fbc2798bf7,Role 1,2016-05-20 01:23:13,59,0,2016-05-20 01:14:40
Case19,Traer informacion estudiante - banner,res_050f02c2-59ea-49d5-a5d5-de4948c2ca7a,Role 1,2016-05-20 02:09:16,61,0,2016-05-20 02:08:11
Case4,Validar solicitud,res_050f02c2-59ea-49d5-a5d5-de4948c2ca7a,Role 2,2016-05-20 02:31:39,60,0,2016-05-20 02:04:56
Case3,Cancelar Solicitud,res_61562738-9e5c-4755-8d75-3ecf3c0ae306,Role 2,2016-05-20 02:55:12,61,0,2016-05-20 02:52:34
Case13,Radicar Solicitud Homologacion,res_9da84f93-3f4b-4670-a592-30b9aacdc74e,Role 1,2016-05-20 03:15:59,61,0,2016-05-20 03:07:46
Case17,Radicar Solicitud Homologacion,res_9da84f93-3f4b-4670-a592-30b9aacdc74e,Role 1,2016-05-20 03:21:30,61,1,2016-05-20 03:11:04
Case20,Traer informacion estudiante - banner,res_115d32aa-5389-439d-954b-9a810c8c650e,Role 1,2016-05-20 03:31:42,62,0,2016-05-20 03:30:42
Case18,Radicar Solicitud Homologacion,res_fbba24cb-ab62-457a-baa5-ce32273b6168,Role 1,2016-05-20 03:57:37,62,0,2016-05-20 03:46:00
Case14,Radicar Solicitud Homologacion,res_050f02c2-59ea-49d5-a5d5-de4948c2ca7a,Role 1,2016-05-20 04:38:17,62,0,2016-05-20 04:30:19
Case19,Radicar Solicitud Homologacion,res_050f02c2-59ea-49d5-a5d5-de4948c2ca7a,Role 1,2016-05-20 04:41:47,62,1,2016-05-20 04:31:35
Case21,Traer informacion estudiante - banner,res_062a5648-dad9-4211-a93d-7ae2e4b25045,Role 1,2016-05-20 04:59:32,63,0,2016-05-20 04:58:34
Case15,Radicar Solicitud Homologacion,res_a8381077-7617-4821-8f23-8c67bdaa08da,Role 1,2016-05-20 05:13:36,63,0,2016-05-20 05:05:39
Case16,Radicar Solicitud Homologacion,res_b8eb9a4d-5ec7-4694-951d-3f84ca1a9f5b,Role 1,2016-05-20 05:31:11,63,0,2016-05-20 05:23:15
Case1,Revisar curso,res_9bc6c09f-1f93-4e73-89b0-e79add1a4134,Role 2,2016-05-20 05:32:47,63,0,2016-05-20 05:31:12
Case5,Cancelar Solicitud,res_8ef6e32e-cf63-4d7c-9326-423dc8a355ff,Role 2,2016-05-20 06:02:02,63,0,2016-05-20 06:00:01
Case20,Radicar Solicitud Homologacion,res_8ef6e32e-cf63-4d7c-9326-423dc8a355ff,Role 1,2016-05-20 06:07:46,63,0,2016-05-20 05:56:38
Case17,Cancelar Solicitud,res_c639d947-6ec5-4fb4-9351-898193c20527,Role 2,2016-05-20 06:13:07,63,0,2016-05-20 06:10:49
Case18,Validar solicitud,res_c639d947-6ec5-4fb4-9351-898193c20527,Role 2,2016-05-20 06:18:42,63,0,2016-05-20 05:58:27
Case22,Traer informacion estudiante - banner,res_9fb63bee-d01a-46fe-b937-28cff7eeaab6,Role 1,2016-05-20 06:53:27,64,0,2016-05-20 06:52:31
Case12,Cancelar Solicitud,res_9bc6c09f-1f93-4e73-89b0-e79add1a4134,Role 2,2016-05-20 07:04:44,64,0,2016-05-20 07:02:18
Case23,Traer informacion estudiante - banner,res_062a5648-dad9-4211-a93d-7ae2e4b25045,Role 1,2016-05-20 07:13:37,65,0,2016-05-20 07:12:41
Case19,Cancelar Solicitud,res_b1994dcd-7aed-4f85-9b53-aa427e50d8bd,Role 2,2016-05-20 07:26:31,65,0,2016-05-20 07:24:30
Case21,Radicar Solicitud Homologacion,res_b1994dcd-7aed-4f85-9b53-aa427e50d8bd,Role 1,2016-05-20 07:33:14,65,0,2016-05-20 07:22:22
Case1,Cancelar curso,res_37eeb9c6-1567-4f83-96c9-d3c3585a64eb,Role 1,2016-05-20 08:06:04,65,0,2016-05-20 08:05:23
Case20,Validar solicitud,res_c4b1c54b-54f6-4d45-a00c-eb843eee8e51,Role 2,2016-05-20 08:16:00,65,0,2016-05-20 07:57:08
Case13,Validar solicitud,res_ebef1400-8b4d-4530-b72e-7379b5680cc6,Role 2,2016-05-20 08:26:56,64,1,2016-05-20 08:07:56
Case18,Recepcion de documentos,res_966554c2-46e3-493b-ac23-ff4589c3f43e,Role 2,2016-05-20 08:30:54,64,0,2016-05-20 08:27:51
Case6,Validar solicitud,res_966554c2-46e3-493b-ac23-ff4589c3f43e,Role 2,2016-05-20 08:43:58,64,1,2016-05-20 08:22:44
Case22,Radicar Solicitud Homologacion,res_e345c4d8-0225-411d-aee6-be8ae8d393c8,Role 1,2016-05-20 09:24:33,64,0,2016-05-20 09:14:12
Case14,Validar solicitud,res_234e5ab0-03b8-487a-be1c-3812d634833a,Role 2,2016-05-20 09:42:14,64,0,2016-05-20 09:23:17
Case23,Radicar Solicitud Homologacion,res_234e5ab0-03b8-487a-be1c-3812d634833a,Role 1,2016-05-20 09:42:59,64,0,2016-05-20 09:32:19
Case18,Homologacion por grupo de cursos,res_afc4edf6-26e9-4f8e-8d0b-8ed2e92d6482,Role 3,2016-05-20 09:46:40,64,1,2016-05-20 09:45:07
Case18,Revisar curso,res_966554c2-46e3-493b-ac23-ff4589c3f43e,Role 2,2016-05-20 09:47:54,64,0,2016-05-20 09:46:44
Case18,Cancelar curso,res_777eea29-8809-4b76-b7fb-512953d9a1eb,Role 1,2016-05-20 09:48:54,64,0,2016-05-20 09:47:58
Case24,Traer informacion estudiante - banner,res_da5293e6-acb5-493c-bfc6-4d374ffe50e2,Role 1,2016-05-20 09:53:29,64,0,2016-05-20 09:52:36
Case20,Homologacion por grupo de cursos,res_eb95a932-db14-4e75-b41d-4519f177374e,Role 3,2016-05-20 09:57:15,64,1,2016-05-20 09:56:22
Case21,Cancelar Solicitud,res_e345c4d8-0225-411d-aee6-be8ae8d393c8,Role 2,2016-05-20 10:16:56,64,0,2016-05-20 10:14:31
Case16,Validar solicitud,res_966554c2-46e3-493b-ac23-ff4589c3f43e,Role 2,2016-05-20 10:19:16,64,0,2016-05-20 10:00:48
Case15,Cancelar Solicitud,res_b3b142c3-2b27-46f8-a24b-7d329b6b6429,Role 2,2016-05-20 10:21:49,64,0,2016-05-20 10:19:55
Case8,Validar solicitud,res_166b667d-d594-48c5-993c-6295a9bbe37f,Role 2,2016-05-20 10:37:41,64,1,2016-05-20 10:17:43
Case9,Validar solicitud,res_166b667d-d594-48c5-993c-6295a9bbe37f,Role 2,2016-05-20 10:43:19,64,1,2016-05-20 10:23:27
Case20,Revisar curso,res_c16f4fd8-6fe3-4c95-820e-ddf26f0f428e,Role 2,2016-05-20 10:46:46,64,0,2016-05-20 10:45:15
Case20,Cancelar curso,res_29570522-9b86-4e66-ac63-95bb7d98cee4,Role 1,2016-05-20 10:57:27,64,0,2016-05-20 10:56:35
Case7,Cancelar Solicitud,res_811c88fa-a5ce-494c-99d6-ad3190cf45fc,Role 2,2016-05-20 11:04:18,63,0,2016-05-20 11:03:15
Case13,Homologacion por grupo de cursos,res_a83c8429-0346-4129-85a3-6ed2ef74708a,Role 3,2016-05-20 11:12:00,63,1,2016-05-20 11:11:50
Case4,Recepcion de documentos,res_db89546a-51fb-46a9-9c03-00668553bc76,Role 2,2016-05-20 11:39:07,63,0,2016-05-20 11:35:31
Case23,Validar solicitud,res_db89546a-51fb-46a9-9c03-00668553bc76,Role 2,2016-05-20 11:45:44,63,0,2016-05-20 11:29:41
Case22,Cancelar Solicitud,res_166b667d-d594-48c5-993c-6295a9bbe37f,Role 2,2016-05-20 12:00:57,63,0,2016-05-20 11:59:00
Case13,Revisar curso,res_9bc6c09f-1f93-4e73-89b0-e79add1a4134,Role 2,2016-05-20 12:21:43,63,0,2016-05-20 12:20:34
Case13,Homologacion por grupo de cursos,res_8b1383f5-67bb-4e59-8cab-0da2166ad070,Role 3,2016-05-20 12:22:06,63,1,2016-05-20 12:21:47
Case24,Radicar Solicitud Homologacion,res_8ef6e32e-cf63-4d7c-9326-423dc8a355ff,Role 1,2016-05-20 12:23:43,63,0,2016-05-20 12:14:14
Case14,Recepcion de documentos,res_8ef6e32e-cf63-4d7c-9326-423dc8a355ff,Role 2,2016-05-20 12:24:07,62,0,2016-05-20 12:22:23
Case10,Cancelar Solicitud,res_d21f9570-ec90-4db8-8d73-266b78b1d6e8,Role 2,2016-05-20 12:41:18,62,0,2016-05-20 12:40:30
Case16,Recepcion de documentos,res_d21f9570-ec90-4db8-8d73-266b78b1d6e8,Role 2,2016-05-20 12:42:31,62,0,2016-05-20 12:40:49
Case11,Cancelar Solicitud,res_a81ef9b3-35a9-4ab1-9720-19909682c288,Role 2,2016-05-20 13:19:20,62,0,2016-05-20 13:18:38
Case23,Homologacion por grupo de cursos,res_2b009d10-5bb9-4327-846f-bd70b02e0e67,Role 3,2016-05-20 13:38:00,63,1,2016-05-20 13:37:33
Case25,Traer informacion estudiante - banner,res_2b009d10-5bb9-4327-846f-bd70b02e0e67,Role 1,2016-05-20 13:38:02,63,0,2016-05-20 13:37:14
Case14,Homologacion por grupo de cursos,res_a1ed12b0-cd1b-48fd-ab39-717a9b013799,Role 3,2016-05-20 13:47:34,62,1,2016-05-20 13:46:48
Case16,Homologacion por grupo de cursos,res_8b98aef0-66f7-4943-a2a3-f715558b3f0f,Role 3,2016-05-20 13:52:01,61,1,2016-05-20 13:51:21
Case16,Revisar curso,res_9bc6c09f-1f93-4e73-89b0-e79add1a4134,Role 2,2016-05-20 13:59:19,61,0,2016-05-20 13:58:48
Case16,Evaluacion curso,res_7e1a4c55-d57a-4706-83d8-a02b4dc4c50c,Role 4,2016-05-20 13:59:48,61,0,2016-05-20 13:59:23
Case16,Validar solicitud / pre-homologacion,res_094e843b-69d3-417a-a296-5e2f1a017fb9,Role 2,2016-05-20 14:00:18,61,0,2016-05-20 13:59:52
Case24,Validar solicitud,res_61562738-9e5c-4755-8d75-3ecf3c0ae306,Role 2,2016-05-20 14:25:21,60,0,2016-05-20 14:10:58
Case4,Homologacion por grupo de cursos,res_a83c8429-0346-4129-85a3-6ed2ef74708a,Role 3,2016-05-20 15:41:37,60,1,2016-05-20 15:40:20
Case25,Radicar Solicitud Homologacion,res_979e91ef-c51d-46b2-8765-0e188ad9b2dc,Role 1,2016-05-20 16:11:17,59,0,2016-05-20 16:02:58
Case24,Recepcion de documentos,res_c16f4fd8-6fe3-4c95-820e-ddf26f0f428e,Role 2,2016-05-20 16:26:57,59,0,2016-05-20 16:25:53
Case26,Traer informacion estudiante - banner,res_da3bf337-dc41-427d-abf6-b1da43a6cde4,Role 1,2016-05-20 16:33:32,60,0,2016-05-20 16:32:47
Case6,Homologacion por grupo de cursos,res_fca493ae-0b6a-481a-8edd-c24ca0b2752f,Role 3,2016-05-20 16:53:56,60,1,2016-05-20 16:53:56
Case24,Homologacion por grupo de cursos,res_8b98aef0-66f7-4943-a2a3-f715558b3f0f,Role 3,2016-05-20 17:53:04,60,1,2016-05-20 17:52:38
Case24,Revisar curso,res_61f67a82-6934-48f3-9338-c351fbcd41d8,Role 2,2016-05-20 18:00:42,60,0,2016-05-20 18:00:17
Case24,Cancelar curso,res_3b745993-fd1d-48ea-820c-93c2613c9f50,Role 1,2016-05-20 18:01:11,60,0,2016-05-20 18:00:46
Case8,Homologacion por grupo de cursos,res_ac16d276-67b3-46ab-8342-7ffd959fdd1a,Role 3,2016-05-20 18:09:02,59,1,2016-05-20 18:09:02
Case27,Traer informacion estudiante - banner,res_ee85c96b-3c4d-41e1-9cee-f03edc201ee1,Role 1,2016-05-20 18:17:59,59,0,2016-05-20 18:17:16
Case9,Homologacion por grupo de cursos,res_ee0dbfe4-4427-4e9d-9269-3d5069a23199,Role 3,2016-05-20 18:21:19,59,1,2016-05-20 18:21:19
Case25,Cancelar Solicitud,res_b3b142c3-2b27-46f8-a24b-7d329b6b6429,Role 2,2016-05-20 19:10:01,58,0,2016-05-20 19:09:09
Case26,Radicar Solicitud Homologacion,res_b3b142c3-2b27-46f8-a24b-7d329b6b6429,Role 1,2016-05-20 19:10:12,58,0,2016-05-20 19:02:45
Case28,Traer informacion estudiante - banner,res_f735193f-c89d-491a-81d4-2d03f9803988,Role 1,2016-05-20 19:42:16,59,0,2016-05-20 19:41:33
Case6,Revisar curso,res_b1994dcd-7aed-4f85-9b53-aa427e50d8bd,Role 2,2016-05-20 20:39:37,59,0,2016-05-20 20:38:57
Case29,Traer informacion estudiante - banner,res_8ec64c47-809b-4578-bb0f-093f27baa3a8,Role 1,2016-05-20 20:44:05,60,0,2016-05-20 20:43:23
Case27,Radicar Solicitud Homologacion,res_4a6b798b-097b-4e21-befa-5b31976b9a8c,Role 1,2016-05-20 20:56:30,60,0,2016-05-20 20:49:23
Case26,Validar solicitud,res_d6fed16c-6e76-403d-93fa-9c4b3184b26f,Role 2,2016-05-20 21:27:51,60,0,2016-05-20 21:17:27
Case6,Homologacion por grupo de cursos,res_2b009d10-5bb9-4327-846f-bd70b02e0e67,Role 3,2016-05-20 22:14:42,60,1,2016-05-20 22:14:41
Case28,Radicar Solicitud Homologacion,res_2b009d10-5bb9-4327-846f-bd70b02e0e67,Role 1,2016-05-20 22:20:30,60,0,2016-05-20 22:13:40
Case30,Traer informacion estudiante - banner,res_1bac52f4-716a-411b-b8bd-59f13d7850a2,Role 1,2016-05-20 22:53:19,60,0,2016-05-20 22:52:38
Case27,Validar solicitud,res_b1994dcd-7aed-4f85-9b53-aa427e50d8bd,Role 2,2016-05-20 23:11:54,60,0,2016-05-20 23:02:06
Case29,Radicar Solicitud Homologacion,res_3b745993-fd1d-48ea-820c-93c2613c9f50,Role 1,2016-05-20 23:20:00,60,0,2016-05-20 23:13:18
Case26,Homologacion por grupo de cursos,res_eb8dd6dc-1248-43b4-ae87-1e54af5381a8,Role 3,2016-05-20 23:41:13,60,1,2016-05-20 23:41:13
Case31,Traer informacion estudiante - banner,res_10e6f8f8-8a2a-489b-a2ad-eaba3bee3c23,Role 1,2016-05-21 01:16:14,60,0,2016-05-21 01:15:51
Case28,Cancelar Solicitud,res_a81ef9b3-35a9-4ab1-9720-19909682c288,Role 2,2016-05-21 01:25:23,60,0,2016-05-21 01:24:55
Case27,Recepcion de documentos,res_cf1bb6b3-5b55-4168-b649-afcaa070b80b,Role 2,2016-05-21 01:29:09,60,0,2016-05-21 01:28:49
Case30,Radicar Solicitud Homologacion,res_cf1bb6b3-5b55-4168-b649-afcaa070b80b,Role 1,2016-05-21 01:29:45,60,0,2016-05-21 01:22:32
Case29,Cancelar Solicitud,res_b3b142c3-2b27-46f8-a24b-7d329b6b6429,Role 2,2016-05-21 02:20:02,60,0,2016-05-21 02:19:39
Case32,Traer informacion estudiante - banner,res_a6ce0fc8-c95b-49b5-950a-dea0bb1936bd,Role 1,2016-05-21 03:44:45,61,0,2016-05-21 03:44:23
Case2,Notificacion estudiante cancelacion soli,res_d6fed16c-6e76-403d-93fa-9c4b3184b26f,Role 2,2016-05-21 04:01:11,61,0,2016-05-21 04:01:11
Case3,Notificacion estudiante cancelacion soli,res_c639d947-6ec5-4fb4-9351-898193c20527,Role 2,2016-05-21 05:32:24,60,0,2016-05-21 05:32:24
Case30,Validar solicitud,res_c639d947-6ec5-4fb4-9351-898193c20527,Role 2,2016-05-21 05:42:03,60,0,2016-05-21 05:31:53
Case31,Radicar Solicitud Homologacion,res_f305a6cd-0cbc-472b-af17-4f85c552bfd3,Role 1,2016-05-21 06:39:14,59,0,2016-05-21 06:34:20
Case5,Notificacion estudiante cancelacion soli,res_61f67a82-6934-48f3-9338-c351fbcd41d8,Role 2,2016-05-21 06:55:58,59,0,2016-05-21 06:55:58
Case33,Traer informacion estudiante - banner,res_e74cdfee-196e-4ccc-9f95-5ae3ba0cb678,Role 1,2016-05-21 07:42:47,59,0,2016-05-21 07:42:26
Case12,Notificacion estudiante cancelacion soli,res_966554c2-46e3-493b-ac23-ff4589c3f43e,Role 2,2016-05-21 08:02:10,59,0,2016-05-21 08:02:10
Case32,Radicar Solicitud Homologacion,res_fd676942-4110-4f28-8bf2-4997b0cb80b6,Role 1,2016-05-21 09:03:07,58,0,2016-05-21 08:58:36
Case34,Traer informacion estudiante - banner,res_b850742f-7aa2-4c59-b200-03e7aee7d4a6,Role 1,2016-05-21 10:12:14,59,0,2016-05-21 10:11:53
Case15,Notificacion estudiante cancelacion soli,res_166b667d-d594-48c5-993c-6295a9bbe37f,Role 2,2016-05-21 10:21:59,59,0,2016-05-21 10:21:59
Case7,Notificacion estudiante cancelacion soli,res_61f67a82-6934-48f3-9338-c351fbcd41d8,Role 2,2016-05-21 11:12:42,58,0,2016-05-21 11:12:42
Case35,Traer informacion estudiante - banner,res_d6d2b4eb-9210-42a8-bbdd-07711cff84c2,Role 1,2016-05-21 11:15:42,58,0,2016-05-21 11:15:21
Case10,Notificacion estudiante cancelacion soli,res_ebef1400-8b4d-4530-b72e-7379b5680cc6,Role 2,2016-05-21 11:19:44,58,0,2016-05-21 11:19:44
Case27,Homologacion por grupo de cursos,res_056a16c0-dbdc-4018-94af-e53f52ff5723,Role 3,2016-05-21 11:59:40,57,1,2016-05-21 11:59:40
Case11,Notificacion estudiante cancelacion soli,res_b1994dcd-7aed-4f85-9b53-aa427e50d8bd,Role 2,2016-05-21 12:24:23,57,0,2016-05-21 12:24:23
Case33,Radicar Solicitud Homologacion,res_0b9b821b-45fd-44a7-843f-173b4eef006a,Role 1,2016-05-21 13:09:00,56,0,2016-05-21 13:05:10
Case36,Traer informacion estudiante - banner,res_28fe730b-405c-4370-9a0a-0b49aa0af45e,Role 1,2016-05-21 15:16:31,57,0,2016-05-21 15:16:10
Case34,Radicar Solicitud Homologacion,res_b38fb9c8-ee58-400f-85e2-cc493e6c76da,Role 1,2016-05-21 15:38:11,57,0,2016-05-21 15:34:37
Case31,Cancelar Solicitud,res_dd6a8b48-45a4-43dd-b7f9-dce1d0c94011,Role 2,2016-05-21 15:54:35,57,0,2016-05-21 15:54:12
Case37,Traer informacion estudiante - banner,res_b62d1ffd-f9fc-4f32-ae59-ec5a662bcba1,Role 1,2016-05-21 16:33:32,58,0,2016-05-21 16:33:11
Case35,Radicar Solicitud Homologacion,res_10e6f8f8-8a2a-489b-a2ad-eaba3bee3c23,Role 1,2016-05-21 16:45:51,58,0,2016-05-21 16:42:25
Case38,Traer informacion estudiante - banner,res_38b2fbc2-f0ab-4467-85be-da7d213fbea2,Role 1,2016-05-21 17:15:24,59,0,2016-05-21 17:15:03
Case32,Validar solicitud,res_db89546a-51fb-46a9-9c03-00668553bc76,Role 2,2016-05-21 17:39:06,59,0,2016-05-21 17:23:36
Case39,Traer informacion estudiante - banner,res_8caf67f8-d76e-43e4-b5ad-de32547a06d5,Role 1,2016-05-21 18:58:05,60,0,2016-05-21 18:57:43
Case36,Radicar Solicitud Homologacion,res_93d4d7ee-59d8-41b7-8418-4c4681b31d0d,Role 1,2016-05-21 20:50:40,60,0,2016-05-21 20:47:36
Case37,Radicar Solicitud Homologacion,res_148a8438-e141-4703-896d-e0a2e93c3c7f,Role 1,2016-05-21 22:03:16,60,0,2016-05-21 22:00:15
Case40,Traer informacion estudiante - banner,res_93d4d7ee-59d8-41b7-8418-4c4681b31d0d,Role 1,2016-05-21 22:23:31,61,0,2016-05-21 22:23:09
Case38,Radicar Solicitud Homologacion,res_4217b2e9-894a-4fc8-9490-f20e56e0ecfa,Role 1,2016-05-21 22:40:47,61,0,2016-05-21 22:37:47
Case33,Cancelar Solicitud,res_9bc6c09f-1f93-4e73-89b0-e79add1a4134,Role 2,2016-05-21 22:52:36,61,0,2016-05-21 22:52:36
Case41,Traer informacion estudiante - banner,res_2899b0f5-b40c-408b-a293-b69c91e90aed,Role 1,2016-05-21 23:07:22,62,0,2016-05-21 23:07:00
Case30,Homologacion por grupo de cursos,res_b342b815-e35e-436e-9d84-de70abaa3503,Role 3,2016-05-21 23:19:38,62,1,2016-05-21 23:19:38
Case39,Radicar Solicitud Homologacion,res_37eeb9c6-1567-4f83-96c9-d3c3585a64eb,Role 1,2016-05-22 00:22:29,61,0,2016-05-22 00:16:11
Case42,Traer informacion estudiante - banner,res_9b5179d0-a548-4e4d-b7be-38e8ab49ae08,Role 1,2016-05-22 00:23:43,62,0,2016-05-22 00:23:19
Case34,Cancelar Solicitud,res_61562738-9e5c-4755-8d75-3ecf3c0ae306,Role 2,2016-05-22 01:14:44,62,0,2016-05-22 01:14:08
Case43,Traer informacion estudiante - banner,res_4119ebd3-f5e0-4b37-9159-a96db06f6605,Role 1,2016-05-22 01:43:51,63,0,2016-05-22 01:43:28
Case42,Radicar Solicitud Homologacion,res_2c34c88e-8a2f-40a4-b0db-bd0243edff8a,Role 1,2016-05-22 02:10:55,63,0,2016-05-22 01:56:01
Case35,Cancelar Solicitud,res_c639d947-6ec5-4fb4-9351-898193c20527,Role 2,2016-05-22 02:20:39,63,0,2016-05-22 02:20:08
Case17,Notificacion estudiante cancelacion soli,res_61562738-9e5c-4755-8d75-3ecf3c0ae306,Role 2,2016-05-22 02:38:21,63,0,2016-05-22 02:38:12
Case43,Radicar Solicitud Homologacion,res_16512672-a359-48e4-b553-981f9a55fa82,Role 1,2016-05-22 03:29:38,62,0,2016-05-22 03:15:13
Case40,Radicar Solicitud Homologacion,res_3107b63d-1508-4409-a769-94e5a870f957,Role 1,2016-05-22 03:43:09,62,0,2016-05-22 03:37:22
Case39,Cancelar Solicitud,res_7e1358da-1e5f-456b-b64a-8a432e8cf96d,Role 2,2016-05-22 03:58:30,62,0,2016-05-22 03:56:29
Case41,Radicar Solicitud Homologacion,res_8b5bf139-2735-464c-816a-4a238c3551a4,Role 1,2016-05-22 04:22:45,62,0,2016-05-22 04:17:01
Case19,Notificacion estudiante cancelacion soli,res_f89023bd-16a2-4617-964d-18f26e9d3c96,Role 2,2016-05-22 05:23:50,62,0,2016-05-22 05:23:45
Case42,Validar solicitud,res_f89023bd-16a2-4617-964d-18f26e9d3c96,Role 2,2016-05-22 05:55:59,62,0,2016-05-22 04:56:55
Case36,Cancelar Solicitud,res_a81ef9b3-35a9-4ab1-9720-19909682c288,Role 2,2016-05-22 06:15:55,61,0,2016-05-22 06:15:42
