caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case19,Traer informacion estudiante - banner,res_0899a4b7-7208-49fa-9991-172b32b11f0b,Role 1,2016-05-20 03:54:44,61,0,2016-05-20 03:53:46
Case8,Validar solicitud,res_39a7d785-0af0-44c7-90fe-fbe901c67340,Role 2,2016-05-20 04:49:37,61,0,2016-05-20 04:25:04
Case2,Revisar curso,res_bea78138-c0db-49d5-9b6e-1a619b39307a,Role 2,2016-05-20 05:16:27,61,0,2016-05-20 05:15:04
Case11,Validar solicitud,res_e7500d8b-8f8e-435a-8ff4-938eec035342,Role 2,2016-05-20 06:03:49,61,0,2016-05-20 05:42:25
Case17,Cancelar Solicitud,res_947d4dbc-bb97-4be8-b3db-7d3537e00585,Role 2,2016-05-20 06:20:17,61,0,2016-05-20 06:17:21
Case16,Radicar Solicitud Homologacion,res_733294ee-9069-4ccd-89bb-49001adeb392,Role 1,2016-05-20 06:28:16,61,0,2016-05-20 06:20:38
Case19,Radicar Solicitud Homologacion,res_733294ee-9069-4ccd-89bb-49001adeb392,Role 1,2016-05-20 06:31:35,61,1,2016-05-20 06:21:48
Case1,Homologacion por grupo de cursos,res_ba0aeda1-b356-46e9-aca0-e8c5a7f8552a,Role 3,2016-05-20 06:32:43,61,1,2016-05-20 06:32:15
Case18,Cancelar Solicitud,res_ec755ce1-5341-40ed-b828-c553dbf400bd,Role 2,2016-05-20 06:47:06,61,0,2016-05-20 06:44:03
Case12,Validar solicitud,res_ec755ce1-5341-40ed-b828-c553dbf400bd,Role 2,2016-05-20 06:54:04,61,0,2016-05-20 06:33:14
Case2,Evaluacion curso,res_f458713f-202d-426a-8b5f-015f5e8c866f,Role 4,2016-05-20 07:09:30,61,0,2016-05-20 07:09:00
Case13,Validar solicitud,res_f458713f-202d-426a-8b5f-015f5e8c866f,Role 2,2016-05-20 07:27:09,61,0,2016-05-20 07:06:49
Case2,Validar solicitud / pre-homologacion,res_697e1733-00c4-49c7-b0d9-53230b4c41b5,Role 2,2016-05-20 08:08:20,61,0,2016-05-20 08:08:01
Case14,Cancelar Solicitud,res_697e1733-00c4-49c7-b0d9-53230b4c41b5,Role 2,2016-05-20 08:10:19,61,0,2016-05-20 08:08:04
Case1,Revisar curso,res_ec755ce1-5341-40ed-b828-c553dbf400bd,Role 2,2016-05-20 08:53:13,60,0,2016-05-20 08:52:25
Case15,Cancelar Solicitud,res_ceaec967-e09c-4319-bca3-d56a7cff022a,Role 2,2016-05-20 09:06:46,60,0,2016-05-20 09:05:31
Case11,Homologacion por grupo de cursos,res_d8edb702-be02-4261-bf0c-d232f7172a35,Role 3,2016-05-20 09:20:14,60,1,2016-05-20 09:19:28
Case19,Cancelar Solicitud,res_9284be7a-4bf2-488e-a0ad-40bc2fd2f24e,Role 2,2016-05-20 09:28:12,59,0,2016-05-20 09:26:35
Case9,Cancelar Solicitud,res_a4721391-7691-4703-a478-5e03ec9ade76,Role 2,2016-05-20 09:35:02,59,0,2016-05-20 09:33:52
Case12,Homologacion por grupo de cursos,res_089201f7-2e0f-4237-8120-39bf2d5922b9,Role 3,2016-05-20 10:00:48,59,1,2016-05-20 10:00:10
Case1,Cancelar curso,res_749bc883-e99c-4e8b-9b66-135917b4bd90,Role 1,2016-05-20 10:03:21,58,0,2016-05-20 10:03:00
Case13,Recepcion de documentos,res_c14e96cb-3f70-4ad0-aee8-dcae2dedd451,Role 2,2016-05-20 10:24:14,57,0,2016-05-20 10:22:08
Case16,Validar solicitud,res_a4721391-7691-4703-a478-5e03ec9ade76,Role 2,2016-05-20 11:23:43,57,0,2016-05-20 11:06:22
Case20,Traer informacion estudiante - banner,res_9bcf5cc8-a8cf-4556-8a14-7208629c3d1a,Role 1,2016-05-20 11:52:04,58,0,2016-05-20 11:51:16
Case10,Cancelar Solicitud,res_ec755ce1-5341-40ed-b828-c553dbf400bd,Role 2,2016-05-20 11:54:11,58,0,2016-05-20 11:53:20
Case13,Homologacion por grupo de cursos,res_ce87d9ad-22ae-41d6-9d37-a4d91bcaaaa1,Role 3,2016-05-20 12:08:17,58,1,2016-05-20 12:07:21
Case7,Homologacion por grupo de cursos,res_1d2c458a-ed68-4d4b-a6cb-d0b358275367,Role 3,2016-05-20 12:13:11,58,1,2016-05-20 12:12:26
Case13,Revisar curso,res_499e2010-0b15-4868-a085-fd4875065620,Role 2,2016-05-20 12:47:25,58,0,2016-05-20 12:46:47
Case13,Homologacion por grupo de cursos,res_199b9c37-a830-4bfd-bd84-46de90857c21,Role 3,2016-05-20 12:47:51,58,1,2016-05-20 12:47:29
Case8,Homologacion por grupo de cursos,res_e474e877-a2a9-4d75-897d-33216e8f6eb7,Role 3,2016-05-20 13:19:34,57,1,2016-05-20 13:19:02
Case21,Traer informacion estudiante - banner,res_d70c7574-67ba-43d7-ab2d-1dfb3e44dc2b,Role 1,2016-05-20 13:45:32,57,0,2016-05-20 13:44:46
Case16,Recepcion de documentos,res_69999ac2-9abb-4a42-a2e2-c9abb9ace774,Role 2,2016-05-20 14:19:28,57,0,2016-05-20 14:18:17
Case20,Radicar Solicitud Homologacion,res_bf779d67-6e16-4f32-9054-6cdf736fcd08,Role 1,2016-05-20 14:34:00,57,0,2016-05-20 14:25:40
Case22,Traer informacion estudiante - banner,res_1dd16e54-24f9-4ce6-86be-d795b7020ae0,Role 1,2016-05-20 15:26:54,58,0,2016-05-20 15:26:09
Case16,Homologacion por grupo de cursos,res_4e586dbf-8658-44a3-8f60-53b3a54244fd,Role 3,2016-05-20 16:05:27,58,1,2016-05-20 16:05:00
Case21,Radicar Solicitud Homologacion,res_4cd11903-5a4f-42b4-9d59-43bbdf08369d,Role 1,2016-05-20 16:29:14,58,0,2016-05-20 16:21:22
Case7,Revisar curso,res_947d4dbc-bb97-4be8-b3db-7d3537e00585,Role 2,2016-05-20 16:32:39,58,0,2016-05-20 16:31:17
Case16,Revisar curso,res_efa230a5-689d-453d-bc43-be8d9eb5c607,Role 2,2016-05-20 16:46:31,58,0,2016-05-20 16:46:10
Case16,Homologacion por grupo de cursos,res_8b75b38f-ae3d-4d90-962c-8303678d1f66,Role 3,2016-05-20 16:46:49,58,1,2016-05-20 16:46:35
Case20,Validar solicitud,res_9284be7a-4bf2-488e-a0ad-40bc2fd2f24e,Role 2,2016-05-20 16:59:51,57,0,2016-05-20 16:47:24
Case23,Traer informacion estudiante - banner,res_0e5cb663-6aa9-4e23-9346-6378301e0021,Role 1,2016-05-20 17:36:31,58,0,2016-05-20 17:35:48
Case22,Radicar Solicitud Homologacion,res_4126feec-aa73-4304-8730-8d90ee3c403e,Role 1,2016-05-20 18:08:04,58,0,2016-05-20 18:00:30
Case7,Evaluacion curso,res_4126feec-aa73-4304-8730-8d90ee3c403e,Role 4,2016-05-20 18:08:18,58,0,2016-05-20 18:07:57
Case4,Homologacion por grupo de cursos,res_1fa2f6e9-706a-481a-af1f-3533cd03ae52,Role 3,2016-05-20 18:58:49,58,1,2016-05-20 18:58:49
Case7,Validar solicitud / pre-homologacion,res_e7500d8b-8f8e-435a-8ff4-938eec035342,Role 2,2016-05-20 18:59:52,58,0,2016-05-20 18:59:30
Case20,Homologacion por grupo de cursos,res_a1e4cab9-b2dc-4e5d-8225-4e3e6bf2eb59,Role 3,2016-05-20 19:23:18,58,1,2016-05-20 19:23:18
Case7,Avanzar recepcion documentos,res_9d66b619-89bf-4a30-a80c-e083738f87d8,Role 8,2016-05-20 19:26:39,57,0,2016-05-20 19:26:25
Case24,Traer informacion estudiante - banner,res_fe69830f-ac17-4212-a7af-3b8b31d93e65,Role 1,2016-05-20 19:35:16,58,0,2016-05-20 19:34:34
Case7,Validacion final,res_69999ac2-9abb-4a42-a2e2-c9abb9ace774,Role 2,2016-05-20 19:37:05,58,0,2016-05-20 19:36:44
Case7,Visto Bueno Cierre Proceso,res_1fa2f6e9-706a-481a-af1f-3533cd03ae52,Role 3,2016-05-20 19:37:24,58,0,2016-05-20 19:37:09
Case21,Cancelar Solicitud,res_c14e96cb-3f70-4ad0-aee8-dcae2dedd451,Role 2,2016-05-20 19:41:39,58,0,2016-05-20 19:40:51
Case7,Transferir Creditos,res_0d6f52af-5301-420f-85f1-8f270cd4b499,Role 3,2016-05-20 19:43:29,58,0,2016-05-20 19:43:11
Case7,Transferir creditos homologables,res_de4ebefe-b42d-4466-ad05-d076722ff55b,Role 3,2016-05-20 19:52:13,58,0,2016-05-20 19:51:55
Case23,Radicar Solicitud Homologacion,res_6eed3f36-ca1c-4d6f-9b1f-49cfa170b92b,Role 1,2016-05-20 20:17:12,57,0,2016-05-20 20:10:07
Case22,Cancelar Solicitud,res_3d4e586b-1e49-4b48-a0f0-c5b59429b1b5,Role 2,2016-05-20 20:42:41,57,0,2016-05-20 20:42:02
Case25,Traer informacion estudiante - banner,res_e010c72c-22ca-4252-a28e-d844305b89ce,Role 1,2016-05-20 20:59:29,58,0,2016-05-20 20:58:47
Case26,Traer informacion estudiante - banner,res_27d1a251-6155-48ec-a15a-08de06b26f63,Role 1,2016-05-20 21:56:52,59,0,2016-05-20 21:56:10
Case24,Radicar Solicitud Homologacion,res_0d2741fd-f228-4949-ade8-c3d5a535001d,Role 1,2016-05-20 22:15:38,59,0,2016-05-20 22:08:52
Case23,Validar solicitud,res_3d4e586b-1e49-4b48-a0f0-c5b59429b1b5,Role 2,2016-05-20 22:40:26,59,0,2016-05-20 22:30:36
Case25,Radicar Solicitud Homologacion,res_40ae7f40-abba-493d-975d-724b935b157a,Role 1,2016-05-20 23:39:36,59,0,2016-05-20 23:33:05
Case27,Traer informacion estudiante - banner,res_28dc1494-59a3-49b7-bb90-85d0a617cb2e,Role 1,2016-05-21 00:10:50,60,0,2016-05-21 00:10:27
Case26,Radicar Solicitud Homologacion,res_2176929c-b0cd-4938-9d86-78c7ce8d1173,Role 1,2016-05-21 00:35:37,60,0,2016-05-21 00:28:16
Case23,Homologacion por grupo de cursos,res_a1e4cab9-b2dc-4e5d-8225-4e3e6bf2eb59,Role 3,2016-05-21 01:00:07,60,1,2016-05-21 01:00:07
Case24,Cancelar Solicitud,res_e70d1e79-0fb5-4665-a023-229173f175d8,Role 2,2016-05-21 01:22:45,59,0,2016-05-21 01:22:18
Case28,Traer informacion estudiante - banner,res_a28dd886-414a-4511-a22c-18db8b589506,Role 1,2016-05-21 01:28:49,60,0,2016-05-21 01:28:26
Case25,Validar solicitud,res_ceaec967-e09c-4319-bca3-d56a7cff022a,Role 2,2016-05-21 02:01:55,60,0,2016-05-21 01:49:11
Case3,Notificacion estudiante cancelacion soli,res_0caab4b2-323d-4b5d-a3c0-90b055dbb9f9,Role 2,2016-05-21 03:26:41,60,0,2016-05-21 03:26:41
Case5,Notificacion estudiante cancelacion soli,res_e70d1e79-0fb5-4665-a023-229173f175d8,Role 2,2016-05-21 03:30:19,59,0,2016-05-21 03:30:19
Case29,Traer informacion estudiante - banner,res_7000de64-15a2-4566-929c-e11233fcc7f4,Role 1,2016-05-21 03:48:43,59,0,2016-05-21 03:48:21
Case26,Validar solicitud,res_a4721391-7691-4703-a478-5e03ec9ade76,Role 2,2016-05-21 04:51:57,59,0,2016-05-21 04:41:24
Case6,Notificacion estudiante cancelacion soli,res_3a1ab4c5-f15c-4223-89b2-616c1e7bea84,Role 2,2016-05-21 05:14:16,59,0,2016-05-21 05:14:16
Case27,Radicar Solicitud Homologacion,res_630ae6da-45a0-4f26-b05f-e2fc5e90d208,Role 1,2016-05-21 05:34:00,58,0,2016-05-21 05:28:56
Case4,Revisar curso,res_c2e838e8-e549-4ef0-b909-dabe30e85efe,Role 2,2016-05-21 05:43:14,58,0,2016-05-21 05:40:59
Case28,Radicar Solicitud Homologacion,res_2a991cbe-35e3-49eb-b132-3ee7e7fa59e9,Role 1,2016-05-21 06:51:45,58,0,2016-05-21 06:46:55
Case29,Radicar Solicitud Homologacion,res_cc575c59-5e3c-4d6d-ba27-19c0c61009e5,Role 1,2016-05-21 09:15:30,58,0,2016-05-21 09:11:06
Case14,Notificacion estudiante cancelacion soli,res_69999ac2-9abb-4a42-a2e2-c9abb9ace774,Role 2,2016-05-21 09:42:05,58,0,2016-05-21 09:42:05
Case9,Notificacion estudiante cancelacion soli,res_77ab3afe-550e-4d15-aa8b-57fb47113bbf,Role 2,2016-05-21 10:07:45,57,0,2016-05-21 10:07:45
Case25,Homologacion por grupo de cursos,res_d8edb702-be02-4261-bf0c-d232f7172a35,Role 3,2016-05-21 10:26:45,56,1,2016-05-21 10:26:45
Case15,Notificacion estudiante cancelacion soli,res_3d4e586b-1e49-4b48-a0f0-c5b59429b1b5,Role 2,2016-05-21 10:48:51,56,0,2016-05-21 10:48:51
Case30,Traer informacion estudiante - banner,res_12adf155-cfae-4bcc-bf26-effab7d311bf,Role 1,2016-05-21 11:22:43,56,0,2016-05-21 11:22:23
Case10,Notificacion estudiante cancelacion soli,res_e7500d8b-8f8e-435a-8ff4-938eec035342,Role 2,2016-05-21 12:08:54,56,0,2016-05-21 12:08:54
Case31,Traer informacion estudiante - banner,res_dd26bfa6-8237-44ae-a2b1-a4b8fef89d46,Role 1,2016-05-21 14:03:39,56,0,2016-05-21 14:03:19
Case27,Cancelar Solicitud,res_77ab3afe-550e-4d15-aa8b-57fb47113bbf,Role 2,2016-05-21 14:56:55,56,0,2016-05-21 14:56:28
Case32,Traer informacion estudiante - banner,res_5e04c1b0-3d81-4b41-9927-edccc5157f53,Role 1,2016-05-21 15:32:36,57,0,2016-05-21 15:32:15
Case28,Cancelar Solicitud,res_0eace775-cc81-46ee-9680-e9437ae89d3f,Role 2,2016-05-21 16:14:34,57,0,2016-05-21 16:14:13
Case33,Traer informacion estudiante - banner,res_f43101fd-34e5-4882-86a8-559b5c9eda75,Role 1,2016-05-21 16:35:58,58,0,2016-05-21 16:35:37
Case30,Radicar Solicitud Homologacion,res_710ba927-b3a8-48f6-83e6-7d5dbd51acbe,Role 1,2016-05-21 17:01:33,58,0,2016-05-21 16:58:12
Case34,Traer informacion estudiante - banner,res_2856b313-bf12-4e2a-9d33-b0d0c1022418,Role 1,2016-05-21 17:09:35,59,0,2016-05-21 17:09:14
Case4,Homologacion por grupo de cursos,res_4d8c8e06-dc66-4a90-a956-706746614410,Role 3,2016-05-21 17:55:38,59,1,2016-05-21 17:55:38
Case29,Cancelar Solicitud,res_77ab3afe-550e-4d15-aa8b-57fb47113bbf,Role 2,2016-05-21 18:44:02,58,0,2016-05-21 18:43:51
Case31,Radicar Solicitud Homologacion,res_721ab4ec-a7eb-4ed8-adcb-beebe9730952,Role 1,2016-05-21 19:42:14,58,0,2016-05-21 19:39:08
Case32,Radicar Solicitud Homologacion,res_cb58a3ad-9ca7-41b4-97fa-1fdc7c01aac1,Role 1,2016-05-21 21:06:42,58,0,2016-05-21 21:03:41
Case33,Radicar Solicitud Homologacion,res_2b535210-85e0-48dc-94ee-3533244b653a,Role 1,2016-05-21 22:05:40,58,0,2016-05-21 22:02:41
Case26,Homologacion por grupo de cursos,res_de4ebefe-b42d-4466-ad05-d076722ff55b,Role 3,2016-05-21 22:30:08,58,1,2016-05-21 22:30:08
Case34,Radicar Solicitud Homologacion,res_59f18136-1935-43ba-a555-be7e61782c3a,Role 1,2016-05-21 22:34:56,58,0,2016-05-21 22:31:58
Case35,Traer informacion estudiante - banner,res_4d89f5dd-fff8-4b6a-a75a-d47ac337f1e1,Role 1,2016-05-21 23:58:03,59,0,2016-05-21 23:57:41
Case30,Cancelar Solicitud,res_ceaec967-e09c-4319-bca3-d56a7cff022a,Role 2,2016-05-22 02:48:24,59,0,2016-05-22 02:47:55
Case17,Notificacion estudiante cancelacion soli,res_efa230a5-689d-453d-bc43-be8d9eb5c607,Role 2,2016-05-22 04:20:13,59,0,2016-05-22 04:20:05
Case18,Notificacion estudiante cancelacion soli,res_27ef2aa5-99ef-4060-aea9-9d2a57dcb227,Role 2,2016-05-22 04:39:53,58,0,2016-05-22 04:39:47
Case35,Radicar Solicitud Homologacion,res_99c1a9b2-9986-423a-af56-909b7f9eff2a,Role 1,2016-05-22 05:25:42,57,0,2016-05-22 05:20:26
Case31,Cancelar Solicitud,res_69999ac2-9abb-4a42-a2e2-c9abb9ace774,Role 2,2016-05-22 05:28:53,57,0,2016-05-22 05:28:36
Case22,Notificacion estudiante cancelacion soli,res_0eace775-cc81-46ee-9680-e9437ae89d3f,Role 2,2016-05-22 05:33:19,57,0,2016-05-22 05:33:19
Case32,Cancelar Solicitud,res_9284be7a-4bf2-488e-a0ad-40bc2fd2f24e,Role 2,2016-05-22 06:47:11,56,0,2016-05-22 06:47:00
Case34,Validar solicitud,res_386d7f9c-c8c0-487a-99f8-2732b537ca56,Role 2,2016-05-22 07:29:50,56,0,2016-05-22 07:08:16
Case33,Cancelar Solicitud,res_0c1b741b-e9a2-4f1e-9387-e0f110c52acd,Role 2,2016-05-22 07:40:05,56,0,2016-05-22 07:39:57
Case19,Notificacion estudiante cancelacion soli,res_6cc5d856-3fa9-495e-8840-1c2b126ecdaf,Role 2,2016-05-22 09:07:27,56,0,2016-05-22 09:07:27
Case35,Cancelar Solicitud,res_c2e838e8-e549-4ef0-b909-dabe30e85efe,Role 2,2016-05-22 09:13:41,55,0,2016-05-22 09:12:38
Case36,Traer informacion estudiante - banner,res_2f410a12-9b21-4775-9482-de1dcafac546,Role 1,2016-05-22 10:22:27,56,0,2016-05-22 10:22:09
Case36,Radicar Solicitud Homologacion,res_9afbcf4c-d003-453a-89e4-3bbcb871df6c,Role 1,2016-05-22 12:11:05,56,0,2016-05-22 12:00:37
Case25,Revisar curso,res_0eace775-cc81-46ee-9680-e9437ae89d3f,Role 2,2016-05-22 12:26:08,56,0,2016-05-22 12:25:55
Case37,Traer informacion estudiante - banner,res_29753165-df0a-4982-bfca-830648ee1223,Role 1,2016-05-22 13:00:50,57,0,2016-05-22 13:00:32
Case34,Homologacion por grupo de cursos,res_056e5d90-559b-458e-b5c8-0de799fa46a7,Role 3,2016-05-22 14:41:35,57,1,2016-05-22 14:41:13
Case37,Radicar Solicitud Homologacion,res_056e5d90-559b-458e-b5c8-0de799fa46a7,Role 1,2016-05-22 14:48:27,57,0,2016-05-22 14:38:00
Case36,Validar solicitud,res_056e5d90-559b-458e-b5c8-0de799fa46a7,Role 2,2016-05-22 15:25:58,57,0,2016-05-22 14:35:18
Case38,Traer informacion estudiante - banner,res_77241d91-1e8a-4d39-98fd-3697d066d3a0,Role 1,2016-05-22 16:31:02,57,0,2016-05-22 16:30:44
Case39,Traer informacion estudiante - banner,res_3c03c0f3-7199-4062-83b5-c170338b460c,Role 1,2016-05-22 17:54:08,58,0,2016-05-22 17:53:50
Case37,Validar solicitud,res_3c03c0f3-7199-4062-83b5-c170338b460c,Role 2,2016-05-22 18:07:11,57,0,2016-05-22 17:19:29
Case38,Radicar Solicitud Homologacion,res_28dc1494-59a3-49b7-bb90-85d0a617cb2e,Role 1,2016-05-22 18:17:30,58,0,2016-05-22 18:08:12
Case21,Notificacion estudiante cancelacion soli,res_e70d1e79-0fb5-4665-a023-229173f175d8,Role 2,2016-05-22 18:55:06,58,0,2016-05-22 18:55:06
Case39,Radicar Solicitud Homologacion,res_59f18136-1935-43ba-a555-be7e61782c3a,Role 1,2016-05-22 19:38:23,57,0,2016-05-22 19:29:33
Case25,Cancelar curso,res_2176929c-b0cd-4938-9d86-78c7ce8d1173,Role 1,2016-05-22 20:43:44,57,0,2016-05-22 20:43:27
Case40,Traer informacion estudiante - banner,res_55d2b5c5-28f2-4b96-9d84-f022ab588a7b,Role 1,2016-05-22 21:06:17,57,0,2016-05-22 21:05:59
Case38,Validar solicitud,res_55d2b5c5-28f2-4b96-9d84-f022ab588a7b,Role 2,2016-05-22 21:33:32,56,0,2016-05-22 20:46:40
Case41,Traer informacion estudiante - banner,res_08faf245-d96b-4a82-9b8b-3bbb4b585a8a,Role 1,2016-05-22 22:22:58,58,0,2016-05-22 22:22:39
Case39,Cancelar Solicitud,res_e70d1e79-0fb5-4665-a023-229173f175d8,Role 2,2016-05-22 22:33:22,58,0,2016-05-22 22:32:24
Case40,Radicar Solicitud Homologacion,res_98072bba-dbe0-42de-b1e9-0f4c1cf460c6,Role 1,2016-05-22 22:50:57,58,0,2016-05-22 22:42:40
