caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,rp_start_oc,start_timestamp
Case6,Laser Marking,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 4,2012-03-13 15:05:41,20,1,0.5,2012-03-13 12:58:52
Case9,Rework Milling,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 1,2012-03-13 15:51:27,20,0,0.2727272727272727,2012-03-13 12:30:20
Case10,Rework Milling,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 1,2012-03-13 17:58:14,21,1,0.09090909090909091,2012-03-13 14:26:12
Case7,Turning & Milling,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 1,2012-03-13 17:58:36,22,1,0.18181818181818182,2012-03-13 15:26:27
Case11,Turning & Milling,res_0cb72b46-12c5-4384-abfb-ddd1ea85ab14,Role 1,2012-03-13 18:35:37,22,2,0.2727272727272727,2012-03-13 15:26:27
Case8,Turning & Milling Q.C.,res_0cb72b46-12c5-4384-abfb-ddd1ea85ab14,Role 3,2012-03-13 18:36:02,22,0,0.0,2012-03-13 16:00:58
Case2,Milling,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 1,2012-03-13 19:00:01,24,0,0.45454545454545453,2012-03-13 17:25:33
Case1,Laser Marking,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-13 19:06:10,23,0,0.0,2012-03-13 16:47:42
Case12,Turning & Milling,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 1,2012-03-13 19:14:18,23,3,0.2727272727272727,2012-03-13 16:08:53
Case5,Flat Grinding,res_47d91e9f-d045-4038-be58-24155c790088,Role 4,2012-03-13 19:42:55,24,0,0.5,2012-03-13 18:20:00
Case4,Final Inspection Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 3,2012-03-13 19:47:18,24,0,0.3333333333333333,2012-03-13 18:11:15
Case3,Flat Grinding,res_47d91e9f-d045-4038-be58-24155c790088,Role 4,2012-03-13 19:51:26,24,1,1.0,2012-03-13 18:22:41
Case13,Rework Milling,res_47d91e9f-d045-4038-be58-24155c790088,Role 1,2012-03-13 20:06:01,24,1,0.36363636363636365,2012-03-13 17:10:22
Case6,Final Inspection Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 3,2012-03-13 20:12:24,25,1,0.3333333333333333,2012-03-13 18:46:41
Case9,Turning & Milling Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 3,2012-03-13 20:46:17,25,0,0.6666666666666666,2012-03-13 19:05:29
Case14,Milling Q.C.,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 1,2012-03-13 21:17:45,25,0,0.36363636363636365,2012-03-13 18:22:43
Case15,Change Version,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 1,2012-03-13 22:34:46,26,0,0.18181818181818182,2012-03-13 19:21:31
Case7,Turning & Milling Q.C.,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 3,2012-03-13 23:08:46,27,0,0.0,2012-03-13 21:28:37
Case10,Change Version,res_1690cfcf-49f1-4899-a11a-00bac8dba7ce,Role 1,2012-03-13 23:22:39,27,1,0.2727272727272727,2012-03-13 21:14:01
Case16,Turning & Milling,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 1,2012-03-13 23:47:23,27,1,0.18181818181818182,2012-03-13 20:38:49
Case8,Nitration Q.C.,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 3,2012-03-13 23:48:47,27,0,0.3333333333333333,2012-03-13 22:20:49
Case11,Turning,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 1,2012-03-13 23:51:02,27,0,0.2727272727272727,2012-03-13 21:52:19
Case12,Turning & Milling Q.C.,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 3,2012-03-13 23:55:05,28,1,0.6666666666666666,2012-03-13 22:25:13
Case2,Final Inspection Q.C.,res_e4dc506d-c0df-4786-9a8f-a2c01cd957ed,Role 3,2012-03-14 00:02:09,28,0,1.0,2012-03-13 23:08:29
Case1,Round Grinding,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 2,2012-03-14 00:49:59,28,0,0.0,2012-03-13 23:20:25
Case17,Turning,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 1,2012-03-14 01:08:20,28,1,0.36363636363636365,2012-03-13 22:24:01
Case13,Change Version,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 1,2012-03-14 01:15:58,28,0,0.2727272727272727,2012-03-13 23:23:08
Case5,Lapping,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-14 01:52:24,29,0,0.5,2012-03-14 00:09:40
Case4,Round Grinding,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 2,2012-03-14 01:59:14,29,1,0.14285714285714285,2012-03-14 00:00:05
Case6,Round Grinding,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 2,2012-03-14 02:02:42,29,2,0.2857142857142857,2012-03-14 00:23:12
Case3,Laser Marking,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 4,2012-03-14 02:16:37,29,0,0.0,2012-03-14 00:09:39
Case9,Nitration Q.C.,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 3,2012-03-14 02:44:43,29,0,0.0,2012-03-14 00:31:09
Case18,Rework Milling,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 1,2012-03-14 03:01:35,29,0,0.18181818181818182,2012-03-13 23:59:36
Case14,Packing,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 5,2012-03-14 03:36:15,29,0,0.0,2012-03-14 00:14:42
Case15,Final Inspection Q.C.,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 3,2012-03-14 04:39:31,29,0,0.3333333333333333,2012-03-14 01:41:36
Case10,Final Inspection Q.C.,res_cca877db-581c-4a28-af9e-38f56b02144e,Role 3,2012-03-14 05:03:27,30,1,0.3333333333333333,2012-03-14 02:59:47
Case7,Turn & Mill. & Screw Assem,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 1,2012-03-14 05:09:03,31,0,0.18181818181818182,2012-03-14 03:17:12
Case12,Flat Grinding,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 4,2012-03-14 05:18:34,30,0,0.5,2012-03-14 03:37:04
Case11,Turning Q.C.,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 1,2012-03-14 05:40:41,31,0,0.2727272727272727,2012-03-14 03:34:40
Case8,Laser Marking,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 4,2012-03-14 05:46:33,30,1,1.0,2012-03-14 04:19:14
Case2,Round Grinding,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 2,2012-03-14 06:09:19,31,0,0.0,2012-03-14 04:50:22
Case16,Laser Marking,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-14 06:19:47,30,0,0.0,2012-03-14 02:53:58
Case19,Change Version,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 1,2012-03-14 06:47:47,30,0,0.09090909090909091,2012-03-14 02:07:22
Case1,Turning & Milling Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 3,2012-03-14 06:58:25,31,0,0.3333333333333333,2012-03-14 05:19:17
Case17,Turning Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 06:58:52,30,1,0.36363636363636365,2012-03-14 04:25:09
Case13,Final Inspection Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 3,2012-03-14 07:16:16,31,0,0.0,2012-03-14 05:07:32
Case20,Turning & Milling,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 07:43:25,31,1,0.09090909090909091,2012-03-14 03:11:16
Case21,Change Version,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 1,2012-03-14 08:15:58,31,1,0.45454545454545453,2012-03-14 04:27:40
Case6,Turning & Milling Q.C.,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 3,2012-03-14 08:21:10,32,2,1.0,2012-03-14 06:51:05
Case4,Final Inspection Q.C.,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 3,2012-03-14 08:23:27,32,1,1.0,2012-03-14 06:43:02
Case18,Turning & Milling Q.C.,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 3,2012-03-14 08:28:06,31,1,0.6666666666666666,2012-03-14 06:10:37
Case5,Laser Marking,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 4,2012-03-14 08:59:06,32,0,0.0,2012-03-14 06:57:26
Case9,Laser Marking,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 4,2012-03-14 09:19:32,32,1,1.0,2012-03-14 07:25:44
Case3,Lapping,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 4,2012-03-14 09:23:13,32,0,0.5,2012-03-14 07:12:34
Case22,Turning & Milling,res_b809cac1-a8f8-4b04-8670-077d16c99fd1,Role 1,2012-03-14 10:21:57,32,2,0.36363636363636365,2012-03-14 06:33:04
Case15,Packing,res_d59af97a-887f-4a1a-987a-a7582870cbd3,Role 5,2012-03-14 11:00:52,32,0,0.0,2012-03-14 08:08:45
Case7,Turning & Milling Q.C.,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 3,2012-03-14 11:34:51,33,0,0.0,2012-03-14 09:44:48
Case12,Laser Marking,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-14 11:46:54,33,0,0.0,2012-03-14 09:51:02
Case10,Round Grinding,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 2,2012-03-14 11:47:04,33,0,0.0,2012-03-14 09:40:05
Case11,Turning & Milling,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 12:14:31,33,2,0.18181818181818182,2012-03-14 10:15:41
Case8,Round Grinding,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 2,2012-03-14 12:31:55,34,1,0.14285714285714285,2012-03-14 10:53:16
Case23,Milling Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 12:33:38,33,0,0.09090909090909091,2012-03-14 08:16:01
Case16,Lapping,res_cca877db-581c-4a28-af9e-38f56b02144e,Role 4,2012-03-14 12:58:45,33,0,0.5,2012-03-14 10:08:45
Case19,Final Inspection Q.C.,res_cca877db-581c-4a28-af9e-38f56b02144e,Role 3,2012-03-14 13:17:01,33,0,0.3333333333333333,2012-03-14 09:45:49
Case17,Turning & Milling,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 1,2012-03-14 13:27:23,34,3,0.2727272727272727,2012-03-14 11:14:36
Case21,Final Inspection Q.C.,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 3,2012-03-14 13:32:30,35,1,1.0,2012-03-14 11:24:07
Case2,Packing,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 5,2012-03-14 13:35:36,35,0,0.0,2012-03-14 11:55:10
Case20,Turning & Milling Q.C.,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 3,2012-03-14 13:37:00,34,1,0.6666666666666666,2012-03-14 10:45:48
Case13,Packing,res_e4dc506d-c0df-4786-9a8f-a2c01cd957ed,Role 5,2012-03-14 13:59:56,35,1,0.5,2012-03-14 12:06:25
Case1,Flat Grinding,res_e4dc506d-c0df-4786-9a8f-a2c01cd957ed,Role 4,2012-03-14 14:00:13,35,0,0.5,2012-03-14 12:06:28
Case24,Turning & Milling,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 1,2012-03-14 14:36:11,34,2,0.18181818181818182,2012-03-14 10:40:15
Case25,Turning & Milling,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 14:48:28,35,4,0.36363636363636365,2012-03-14 11:20:21
Case18,Round Grinding,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 2,2012-03-14 15:09:15,35,0,0.0,2012-03-14 12:46:49
Case4,Round Grinding,res_b187ce3d-19bc-4984-8cde-4805f93c65f0,Role 2,2012-03-14 15:47:06,36,1,0.14285714285714285,2012-03-14 13:58:36
Case6,Flat Grinding,res_a289504e-3293-414c-9e33-9da011e8dbcc,Role 4,2012-03-14 15:58:22,35,0,0.0,2012-03-14 14:14:19
Case22,Turning & Milling,res_a289504e-3293-414c-9e33-9da011e8dbcc,Role 1,2012-03-14 16:09:30,35,4,0.2727272727272727,2012-03-14 13:25:16
Case5,Lapping,res_4bfb18dd-50e1-4f85-bf8f-040e2f9f390a,Role 4,2012-03-14 16:55:36,36,0,0.5,2012-03-14 14:43:04
Case9,Round Grinding,res_4bfb18dd-50e1-4f85-bf8f-040e2f9f390a,Role 2,2012-03-14 17:08:49,36,1,0.14285714285714285,2012-03-14 15:15:43
Case26,Turning & Milling,res_4bfb18dd-50e1-4f85-bf8f-040e2f9f390a,Role 1,2012-03-14 17:11:13,36,4,0.2727272727272727,2012-03-14 13:40:10
Case3,Final Inspection Q.C.,res_d59af97a-887f-4a1a-987a-a7582870cbd3,Role 3,2012-03-14 17:24:19,36,0,0.0,2012-03-14 15:10:44
Case15,Round  Q.C.,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 1,2012-03-14 18:00:07,37,0,0.36363636363636365,2012-03-14 15:51:29
Case27,Turning & Milling,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 1,2012-03-14 18:06:27,36,4,0.2727272727272727,2012-03-14 14:37:26
Case7,Round Grinding,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 2,2012-03-14 18:37:23,37,1,0.14285714285714285,2012-03-14 16:43:11
Case23,Packing,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 5,2012-03-14 18:51:50,36,0,0.0,2012-03-14 15:20:08
Case21,Packing,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 5,2012-03-14 19:13:30,38,1,0.5,2012-03-14 17:32:26
Case12,Lapping,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 4,2012-03-14 19:22:32,38,0,0.0,2012-03-14 17:26:00
Case28,Milling Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-14 19:25:19,37,0,0.2727272727272727,2012-03-14 15:47:01
Case10,Final Inspection Q.C.,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 3,2012-03-14 19:35:21,38,0,0.0,2012-03-14 17:42:13
Case20,Stress Relief,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 1,2012-03-14 19:38:47,38,0,0.36363636363636365,2012-03-14 17:39:06
Case11,Laser Marking,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 4,2012-03-14 19:42:14,38,1,1.0,2012-03-14 18:04:16
Case19,Grinding Rework,res_ec07296d-66bc-4bd9-9f69-dafba98b4300,Role 2,2012-03-14 19:52:07,38,0,0.14285714285714285,2012-03-14 17:14:23
Case8,Laser Marking,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 4,2012-03-14 20:03:46,38,3,1.0,2012-03-14 18:26:42
Case16,Laser Marking,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 4,2012-03-14 20:04:33,38,2,1.0,2012-03-14 18:07:43
Case29,Turning & Milling,res_4bfb18dd-50e1-4f85-bf8f-040e2f9f390a,Role 1,2012-03-14 20:05:33,38,3,0.36363636363636365,2012-03-14 16:46:05
Case25,Turning,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 1,2012-03-14 20:15:02,38,0,0.45454545454545453,2012-03-14 17:52:09
Case24,Laser Marking,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 4,2012-03-14 20:15:35,38,0,0.5,2012-03-14 17:30:21
Case17,Milling,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 1,2012-03-14 21:16:58,38,0,0.2727272727272727,2012-03-14 19:30:11
Case26,Laser Marking,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-14 21:53:18,37,3,1.0,2012-03-14 19:57:41
Case1,Lapping,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 4,2012-03-14 21:57:33,38,0,1.0,2012-03-14 20:10:14
Case22,Turning & Milling Q.C.,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 3,2012-03-14 22:03:54,38,0,0.0,2012-03-14 20:05:34
Case2,Final Inspection Q.C.,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 3,2012-03-14 22:09:42,38,0,0.3333333333333333,2012-03-14 20:24:38
Case18,Turning & Milling Q.C.,res_a289504e-3293-414c-9e33-9da011e8dbcc,Role 3,2012-03-14 22:57:31,38,1,0.6666666666666666,2012-03-14 21:14:09
Case30,Turning & Milling,res_604b90e0-7b0c-410e-9d9c-d7515b428b25,Role 1,2012-03-14 23:28:57,38,2,0.2727272727272727,2012-03-14 20:04:58
Case27,Turning,res_604b90e0-7b0c-410e-9d9c-d7515b428b25,Role 1,2012-03-14 23:35:13,38,0,0.18181818181818182,2012-03-14 21:03:49
Case4,Lapping,res_0cb72b46-12c5-4384-abfb-ddd1ea85ab14,Role 4,2012-03-15 00:22:01,38,0,0.0,2012-03-14 22:34:17
Case6,Lapping,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 4,2012-03-15 00:32:19,38,1,0.5,2012-03-14 22:52:57
Case23,Fix,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 1,2012-03-15 00:39:30,38,0,0.18181818181818182,2012-03-14 22:19:55
Case28,Packing,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 5,2012-03-15 00:59:29,38,0,0.0,2012-03-14 22:07:16
Case29,Milling Q.C.,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 1,2012-03-15 01:01:33,38,0,0.2727272727272727,2012-03-14 22:42:01
Case5,Round Grinding,res_47d91e9f-d045-4038-be58-24155c790088,Role 2,2012-03-15 01:22:29,40,0,0.0,2012-03-14 23:12:33
Case24,Final Inspection Q.C.,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 3,2012-03-15 01:52:32,40,0,0.0,2012-03-14 23:46:47
Case31,Turning & Milling,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 1,2012-03-15 02:07:01,39,2,0.36363636363636365,2012-03-14 22:57:16
Case9,Lapping,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 4,2012-03-15 02:10:12,40,2,1.0,2012-03-15 00:09:41
Case15,Packing,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 5,2012-03-15 02:12:36,40,1,0.5,2012-03-15 00:11:18
Case32,Rework Milling,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 1,2012-03-15 02:13:52,40,0,0.45454545454545453,2012-03-14 23:06:31
Case7,Packing,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 5,2012-03-15 02:24:38,41,3,1.0,2012-03-15 00:37:04
Case3,Packing,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 5,2012-03-15 02:32:46,41,2,1.0,2012-03-15 00:24:20
Case25,Turning Q.C.,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 1,2012-03-15 02:57:15,41,0,0.45454545454545453,2012-03-15 00:35:59
Case21,Final Inspection Q.C.,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 3,2012-03-15 03:00:46,41,1,0.3333333333333333,2012-03-15 01:08:19
Case20,Turning & Milling,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 1,2012-03-15 03:19:59,42,3,0.45454545454545453,2012-03-15 01:25:02
Case19,Final Inspection Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 3,2012-03-15 03:56:54,42,2,0.6666666666666666,2012-03-15 01:49:52
Case26,Round Grinding,res_47d91e9f-d045-4038-be58-24155c790088,Role 2,2012-03-15 03:58:57,42,1,0.14285714285714285,2012-03-15 01:41:55
Case16,Final Inspection Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 3,2012-03-15 04:06:21,40,2,1.0,2012-03-15 02:22:06
Case33,Milling Q.C.,res_47d91e9f-d045-4038-be58-24155c790088,Role 1,2012-03-15 04:07:37,41,1,0.36363636363636365,2012-03-15 00:21:35
Case12,Round Grinding,res_47d91e9f-d045-4038-be58-24155c790088,Role 2,2012-03-15 04:08:36,42,0,0.0,2012-03-15 01:37:15
Case11,Round Grinding,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 2,2012-03-15 04:16:44,40,2,0.2857142857142857,2012-03-15 02:21:01
Case30,Turning & Milling Q.C.,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 3,2012-03-15 04:44:54,41,0,0.6666666666666666,2012-03-15 02:09:17
Case34,Turning & Milling,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 1,2012-03-15 04:50:34,42,2,0.36363636363636365,2012-03-15 01:08:22
Case8,Lapping,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 4,2012-03-15 04:50:53,41,0,0.0,2012-03-15 02:47:19
Case31,Turning & Milling Q.C.,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 3,2012-03-15 05:03:11,41,1,1.0,2012-03-15 02:57:17
Case28,Fix,res_63baf683-a4ea-46c5-a3e4-4bcc3e3d8039,Role 1,2012-03-15 05:05:05,41,0,0.45454545454545453,2012-03-15 02:38:21
Case29,Packing,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 5,2012-03-15 05:19:47,41,0,0.0,2012-03-15 02:52:40
Case22,Round Grinding,res_6f64de87-93b0-4cb4-b458-1be7c6cf14db,Role 2,2012-03-15 05:36:06,41,3,0.42857142857142855,2012-03-15 03:38:50
Case32,Change Version,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 1,2012-03-15 05:58:44,41,0,0.45454545454545453,2012-03-15 03:12:00
Case27,Turning Q.C.,res_cca877db-581c-4a28-af9e-38f56b02144e,Role 1,2012-03-15 06:03:03,41,0,0.45454545454545453,2012-03-15 03:44:30
Case35,Milling Q.C.,res_cca877db-581c-4a28-af9e-38f56b02144e,Role 1,2012-03-15 06:04:09,41,1,0.36363636363636365,2012-03-15 02:22:16
Case23,Packing,res_e83402c2-795d-417a-961c-fc8ede7b35a5,Role 5,2012-03-15 06:14:38,41,1,0.5,2012-03-15 04:15:36
Case17,Final Inspection Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 3,2012-03-15 06:46:39,41,0,0.3333333333333333,2012-03-15 04:58:52
Case33,Packing,res_ac8ca49f-9405-4f77-bda5-23a4462345e4,Role 5,2012-03-15 07:12:51,41,2,1.0,2012-03-15 04:43:29
Case36,Turning,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 1,2012-03-15 07:17:01,42,0,0.5454545454545454,2012-03-15 03:47:37
Case1,Laser Marking,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 4,2012-03-15 07:25:10,41,0,0.5,2012-03-15 05:25:40
Case31,Flat Grinding,res_6b61c9ab-fad0-4172-838a-56300c5d61c0,Role 4,2012-03-15 07:44:26,41,0,0.0,2012-03-15 05:15:25
Case2,Round Grinding,res_95d193d8-1b4b-4bfc-8908-a54daf70f447,Role 2,2012-03-15 08:07:15,41,0,0.0,2012-03-15 06:01:46
Case4,Final Inspection Q.C.,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 3,2012-03-15 08:09:09,42,2,0.6666666666666666,2012-03-15 06:20:33
Case6,Laser Marking,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 4,2012-03-15 08:23:22,42,1,1.0,2012-03-15 06:36:15
Case28,Packing,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 5,2012-03-15 08:27:05,42,1,0.5,2012-03-15 06:22:59
Case32,Final Inspection Q.C.,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 3,2012-03-15 08:35:11,41,1,0.3333333333333333,2012-03-15 06:07:40
Case18,Turning & Milling,res_a16293a6-823d-4929-af8d-6a47c1007a77,Role 1,2012-03-15 08:36:46,42,2,0.45454545454545453,2012-03-15 06:53:33
Case34,Milling,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 1,2012-03-15 08:55:09,41,0,0.45454545454545453,2012-03-15 05:49:23
Case5,Turning & Milling Q.C.,res_6eb3cc4b-d893-405e-a1b1-f3c6cd3079ae,Role 3,2012-03-15 08:56:36,42,0,0.6666666666666666,2012-03-15 06:57:20
Case37,Milling Q.C.,res_a6b112b5-5a06-4130-aa60-e4f1b0ae99ec,Role 1,2012-03-15 08:58:26,41,1,0.36363636363636365,2012-03-15 05:22:44
Case35,Packing,res_6cf0deea-abd9-4d04-beed-994e00c5dec1,Role 5,2012-03-15 09:12:19,42,2,1.0,2012-03-15 06:47:23
Case30,Stress Relief,res_b187ce3d-19bc-4984-8cde-4805f93c65f0,Role 1,2012-03-15 09:13:32,42,0,0.36363636363636365,2012-03-15 06:50:02
Case7,Final Inspection Q.C.,res_ddb331b8-8b69-4370-ae9b-9defdccc4722,Role 3,2012-03-15 09:20:03,43,2,1.0,2012-03-15 07:46:39
