caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case16,W_Complete application,res_a92f7e1d-115c-4bc8-8a04-ba39f1645387,Role 1,2016-10-24 10:41:51,1042,1,2016-10-24 10:39:06
Case19,W_Complete application,res_0aef5088-60a2-4cb3-b21d-b53bcac0de5f,Role 1,2016-10-24 10:46:52,1042,1,2016-10-24 10:44:28
Case19,W_Handle leads,res_38a27f97-2cd5-494d-9147-19da838fcd79,Role 1,2016-10-24 10:47:12,1043,0,2016-10-24 10:46:57
Case18,W_Complete application,res_38a27f97-2cd5-494d-9147-19da838fcd79,Role 1,2016-10-24 10:47:54,1043,2,2016-10-24 10:45:42
Case8,W_Complete application,res_fe23bcb3-8114-4924-b975-fa1f404120c9,Role 1,2016-10-24 10:51:45,1044,1,2016-10-24 10:49:33
Case14,W_Complete application,res_64ab1943-bb24-4110-ae31-c98fb133b68b,Role 1,2016-10-24 10:55:45,1045,1,2016-10-24 10:53:34
Case12,W_Complete application,res_aa9b1b43-da58-4c83-b57e-1f5d25dcad2f,Role 1,2016-10-24 11:03:13,1046,1,2016-10-24 11:01:02
Case17,W_Call after offers,res_aa9b1b43-da58-4c83-b57e-1f5d25dcad2f,Role 1,2016-10-24 11:04:36,1047,1,2016-10-24 11:02:26
Case17,W_Shortened completion,res_fe23bcb3-8114-4924-b975-fa1f404120c9,Role 1,2016-10-24 11:05:44,1047,0,2016-10-24 11:04:41
Case15,W_Call after offers,res_b7790bdb-0545-4539-bcf6-344390f1b0be,Role 1,2016-10-24 11:12:36,1047,1,2016-10-24 11:11:54
Case9,W_Call after offers,res_ed27b2cd-fc69-42b4-b9bf-7477679962d7,Role 1,2016-10-24 11:15:50,1046,1,2016-10-24 11:15:09
Case14,W_Complete application,res_78024d8f-434e-42f2-875d-22b23822746b,Role 1,2016-10-24 11:17:34,1045,1,2016-10-24 11:16:50
Case11,W_Call after offers,res_78024d8f-434e-42f2-875d-22b23822746b,Role 1,2016-10-24 11:17:58,1045,1,2016-10-24 11:17:18
Case23,W_Complete application,res_fed7611e-3eff-4217-99c7-77ad11462b90,Role 1,2016-10-24 11:19:35,1046,2,2016-10-24 11:17:23
Case20,W_Complete application,res_fed7611e-3eff-4217-99c7-77ad11462b90,Role 1,2016-10-24 11:21:24,1047,2,2016-10-24 11:19:12
Case12,W_Complete application,res_494df3bf-6203-47d0-ad5a-0e6784b5493d,Role 1,2016-10-24 11:23:50,1049,3,2016-10-24 11:23:01
Case25,W_Complete application,res_494df3bf-6203-47d0-ad5a-0e6784b5493d,Role 1,2016-10-24 11:24:19,1048,1,2016-10-24 11:22:08
Case26,W_Complete application,res_494df3bf-6203-47d0-ad5a-0e6784b5493d,Role 1,2016-10-24 11:24:39,1049,2,2016-10-24 11:22:27
Case22,W_Complete application,res_e4266baa-1fa2-4dd5-9dc4-b37564e7291e,Role 1,2016-10-24 11:28:45,1050,1,2016-10-24 11:26:34
Case18,W_Call after offers,res_c546633e-2192-49c7-9624-f26d9375402a,Role 1,2016-10-24 11:31:36,1050,1,2016-10-24 11:30:55
Case19,W_Complete application,res_c546633e-2192-49c7-9624-f26d9375402a,Role 1,2016-10-24 11:31:49,1050,1,2016-10-24 11:29:33
Case8,W_Call after offers,res_dac0d0d8-4428-4e32-81b4-c8ed74b03256,Role 1,2016-10-24 11:35:26,1049,1,2016-10-24 11:34:44
Case24,W_Call after offers,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 11:41:19,1049,1,2016-10-24 11:39:09
Case24,W_Shortened completion,res_857ba2af-293e-4aed-86b8-69c97e59df30,Role 1,2016-10-24 11:42:27,1049,0,2016-10-24 11:41:24
Case20,W_Complete application,res_820499a5-647e-4ab9-8c2d-a1ef8b59b511,Role 1,2016-10-24 11:43:10,1049,1,2016-10-24 11:42:28
Case25,W_Complete application,res_aa9b1b43-da58-4c83-b57e-1f5d25dcad2f,Role 1,2016-10-24 11:44:50,1049,1,2016-10-24 11:44:06
Case19,W_Handle leads,res_4cf1a096-1a43-4030-8795-2d4b940fa795,Role 1,2016-10-24 11:59:54,1049,0,2016-10-24 11:59:31
Case23,W_Call after offers,res_b935294b-1932-4c19-97d9-a8540ba4821d,Role 1,2016-10-24 12:00:47,1049,1,2016-10-24 12:00:07
Case21,W_Complete application,res_45bf9001-94be-4800-9305-462677949bed,Role 1,2016-10-24 12:07:23,1050,1,2016-10-24 12:05:12
Case26,W_Call after offers,res_836736f2-64b2-4399-8dbb-81b5eea16cea,Role 1,2016-10-24 12:08:09,1050,1,2016-10-24 12:07:29
Case28,W_Handle leads,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 12:10:28,1050,0,2016-10-24 12:10:19
Case22,W_Call after offers,res_ed27b2cd-fc69-42b4-b9bf-7477679962d7,Role 1,2016-10-24 12:12:16,1050,1,2016-10-24 12:11:34
Case31,W_Call after offers,res_78a36bf2-c1dd-41cc-a37f-aeba1123f439,Role 1,2016-10-24 12:21:46,1051,1,2016-10-24 12:19:37
Case32,W_Complete application,res_4c7bbd2a-ead6-464e-9716-bf98c36c7283,Role 1,2016-10-24 12:26:54,1051,1,2016-10-24 12:24:43
Case33,W_Complete application,res_4c7bbd2a-ead6-464e-9716-bf98c36c7283,Role 1,2016-10-24 12:27:28,1052,2,2016-10-24 12:25:16
Case27,W_Complete application,res_a4cb9fdd-f9ef-4bf0-8771-0ead9d2774d7,Role 1,2016-10-24 12:30:41,1053,1,2016-10-24 12:28:30
Case28,W_Complete application,res_be818fb2-37a0-4a4a-a650-79ae0a3c515b,Role 1,2016-10-24 12:33:51,1053,1,2016-10-24 12:31:29
Case36,W_Complete application,res_3a254332-52eb-4387-bc0e-071557357fce,Role 1,2016-10-24 12:37:47,1054,1,2016-10-24 12:35:36
Case30,W_Handle leads,res_80661665-5113-431a-b894-28c92818debc,Role 1,2016-10-24 12:39:19,1056,0,2016-10-24 12:39:10
Case34,W_Complete application,res_80661665-5113-431a-b894-28c92818debc,Role 1,2016-10-24 12:40:10,1055,1,2016-10-24 12:37:59
Case34,W_Handle leads,res_82a09ebd-55d1-47bc-86a4-9b5c9f6c74c2,Role 1,2016-10-24 12:40:30,1056,0,2016-10-24 12:40:15
Case34,W_Complete application,res_49ea9f1f-c95e-4fbe-9955-c76fee8a8754,Role 1,2016-10-24 12:43:17,1056,1,2016-10-24 12:40:35
Case19,W_Complete application,res_286ad14a-24cd-40f6-817e-4040cf1f179a,Role 1,2016-10-24 12:50:33,1056,1,2016-10-24 12:48:24
Case21,W_Call after offers,res_286ad14a-24cd-40f6-817e-4040cf1f179a,Role 1,2016-10-24 12:50:54,1056,1,2016-10-24 12:50:12
Case29,W_Handle leads,res_075880f6-fddd-48d1-9c82-4a9da372ce15,Role 1,2016-10-24 12:55:58,1057,0,2016-10-24 12:55:49
Case36,W_Complete application,res_a92f7e1d-115c-4bc8-8a04-ba39f1645387,Role 1,2016-10-24 12:59:28,1057,1,2016-10-24 12:58:45
Case36,W_Handle leads,res_286ad14a-24cd-40f6-817e-4040cf1f179a,Role 1,2016-10-24 12:59:50,1057,0,2016-10-24 12:59:33
Case30,W_Complete application,res_96dff7c5-ae8f-463b-8cef-04d2d3d70f3e,Role 1,2016-10-24 13:01:24,1057,2,2016-10-24 12:59:00
Case35,W_Call after offers,res_96dff7c5-ae8f-463b-8cef-04d2d3d70f3e,Role 1,2016-10-24 13:03:10,1058,1,2016-10-24 13:01:01
Case32,W_Call after offers,res_d6dc53f7-f2e8-4c26-b7a0-16f8ecaff009,Role 1,2016-10-24 13:08:00,1058,1,2016-10-24 13:07:18
Case19,W_Handle leads,res_4c7bbd2a-ead6-464e-9716-bf98c36c7283,Role 1,2016-10-24 13:10:10,1058,0,2016-10-24 13:09:47
Case33,W_Call after offers,res_79b64031-7fca-4993-954d-51f6e924e8b3,Role 1,2016-10-24 13:10:53,1058,1,2016-10-24 13:10:13
Case27,W_Call after offers,res_68276ed3-a8a9-4c80-987a-c29f8611086e,Role 1,2016-10-24 13:14:06,1057,1,2016-10-24 13:13:24
Case44,W_Handle leads,res_48bc8379-9324-4a45-96d9-c6ed9cd07ec1,Role 1,2016-10-24 13:16:50,1058,0,2016-10-24 13:16:42
Case29,W_Complete application,res_0154db9b-2ec5-456f-981a-55162673e1f7,Role 1,2016-10-24 13:19:14,1058,1,2016-10-24 13:16:53
Case45,W_Complete application,res_820499a5-647e-4ab9-8c2d-a1ef8b59b511,Role 1,2016-10-24 13:22:58,1059,1,2016-10-24 13:20:48
Case45,W_Handle leads,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 13:23:18,1059,0,2016-10-24 13:23:03
Case45,W_Complete application,res_d172145b-18c8-4c2d-9f2a-8d565bd1f971,Role 1,2016-10-24 13:26:03,1059,1,2016-10-24 13:23:23
Case40,W_Complete application,res_b8693b69-d982-46af-a5aa-b47f1d19c90f,Role 1,2016-10-24 13:36:45,1060,1,2016-10-24 13:34:35
Case39,W_Complete application,res_ec25d2c2-403f-4a97-9b53-542630b75c1f,Role 1,2016-10-24 13:38:11,1061,2,2016-10-24 13:36:00
Case44,W_Complete application,res_ec25d2c2-403f-4a97-9b53-542630b75c1f,Role 1,2016-10-24 13:40:08,1061,2,2016-10-24 13:37:45
Case36,W_Complete application,res_fb053c41-b1e1-476c-b198-fb940f8a0405,Role 1,2016-10-24 13:44:50,1061,1,2016-10-24 13:42:44
Case41,W_Call after offers,res_a62980ff-ed0f-4a74-8df3-9f4b2b118ce4,Role 1,2016-10-24 13:57:37,1062,1,2016-10-24 13:55:28
Case19,W_Complete application,res_a62980ff-ed0f-4a74-8df3-9f4b2b118ce4,Role 1,2016-10-24 13:57:41,1062,1,2016-10-24 13:55:36
Case42,W_Handle leads,res_c546633e-2192-49c7-9624-f26d9375402a,Role 1,2016-10-24 14:00:43,1063,0,2016-10-24 14:00:35
Case43,W_Handle leads,res_f8efa6d1-d144-4733-b413-591dd10a07ae,Role 1,2016-10-24 14:00:57,1064,0,2016-10-24 14:00:49
Case38,W_Complete application,res_ec25d2c2-403f-4a97-9b53-542630b75c1f,Role 1,2016-10-24 14:05:21,1065,1,2016-10-24 14:03:11
Case37,W_Complete application,res_ec25d2c2-403f-4a97-9b53-542630b75c1f,Role 1,2016-10-24 14:06:30,1066,2,2016-10-24 14:04:19
Case48,W_Complete application,res_d3a66be5-a5c8-47be-b80f-b76771fb118c,Role 1,2016-10-24 14:14:18,1067,1,2016-10-24 14:12:08
Case40,W_Call after offers,res_820499a5-647e-4ab9-8c2d-a1ef8b59b511,Role 1,2016-10-24 14:17:35,1067,1,2016-10-24 14:16:54
Case39,W_Call after offers,res_011ed4dc-35f7-4e85-822f-87b49ac8545c,Role 1,2016-10-24 14:19:00,1067,1,2016-10-24 14:18:20
Case42,W_Complete application,res_203692bc-9bce-4af1-bee2-865e403161ee,Role 1,2016-10-24 14:23:54,1067,1,2016-10-24 14:21:34
Case43,W_Complete application,res_203692bc-9bce-4af1-bee2-865e403161ee,Role 1,2016-10-24 14:24:10,1067,2,2016-10-24 14:21:47
Case38,W_Complete application,res_8d694e3c-15e0-476b-96b1-5ecd90c91121,Role 1,2016-10-24 14:25:38,1067,1,2016-10-24 14:24:55
Case52,W_Complete application,res_a4cb9fdd-f9ef-4bf0-8771-0ead9d2774d7,Role 1,2016-10-24 14:42:44,1068,1,2016-10-24 14:40:34
Case49,W_Call after offers,res_3214f72d-f65b-4e8b-aecf-337ae84f373f,Role 1,2016-10-24 14:45:06,1069,1,2016-10-24 14:42:58
Case37,W_Call after offers,res_efad9a21-a09c-4a7d-af7e-92a4d2bf9e18,Role 1,2016-10-24 14:49:31,1069,1,2016-10-24 14:48:51
Case50,W_Handle leads,res_9073c7fc-6a8f-4348-8da1-961fa587f19b,Role 1,2016-10-24 14:55:34,1069,0,2016-10-24 14:55:26
Case48,W_Call after offers,res_3a254332-52eb-4387-bc0e-071557357fce,Role 1,2016-10-24 14:57:18,1070,1,2016-10-24 14:56:37
Case51,W_Complete application,res_3a254332-52eb-4387-bc0e-071557357fce,Role 1,2016-10-24 14:58:11,1070,1,2016-10-24 14:56:01
Case47,W_Complete application,res_a4cb9fdd-f9ef-4bf0-8771-0ead9d2774d7,Role 1,2016-10-24 15:00:38,1070,1,2016-10-24 14:58:28
Case46,W_Handle leads,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 15:06:15,1071,0,2016-10-24 15:06:07
Case50,W_Complete application,res_d3a66be5-a5c8-47be-b80f-b76771fb118c,Role 1,2016-10-24 15:18:39,1071,1,2016-10-24 15:16:20
Case53,W_Handle leads,res_51caf043-a22d-4c28-9b6e-77ec84fc3644,Role 1,2016-10-24 15:19:06,1072,0,2016-10-24 15:18:58
Case57,W_Complete application,res_cdcc04bc-f974-482a-8323-40b7fa225ee8,Role 1,2016-10-24 15:22:07,1073,1,2016-10-24 15:19:57
Case47,W_Complete application,res_cdcc04bc-f974-482a-8323-40b7fa225ee8,Role 1,2016-10-24 15:22:08,1073,2,2016-10-24 15:21:23
Case56,W_Complete application,res_79b64031-7fca-4993-954d-51f6e924e8b3,Role 1,2016-10-24 15:25:07,1074,1,2016-10-24 15:22:57
Case52,W_Call after offers,res_183615fb-ef45-421d-a0d1-beafb53b44cf,Role 1,2016-10-24 15:25:43,1074,1,2016-10-24 15:25:02
Case59,W_Complete application,res_85f1746d-7883-439e-92bc-7c95d7b73b86,Role 1,2016-10-24 15:27:45,1075,1,2016-10-24 15:25:36
Case55,W_Complete application,res_85f1746d-7883-439e-92bc-7c95d7b73b86,Role 1,2016-10-24 15:28:49,1076,2,2016-10-24 15:26:38
Case46,W_Complete application,res_85f1746d-7883-439e-92bc-7c95d7b73b86,Role 1,2016-10-24 15:29:22,1076,3,2016-10-24 15:26:59
Case61,W_Complete application,res_96dff7c5-ae8f-463b-8cef-04d2d3d70f3e,Role 1,2016-10-24 15:38:59,1077,1,2016-10-24 15:36:50
Case51,W_Call after offers,res_ef7d1b2a-f55a-4fdf-aeb3-bc1392f020c2,Role 1,2016-10-24 15:41:08,1077,1,2016-10-24 15:40:27
Case53,W_Complete application,res_ef7d1b2a-f55a-4fdf-aeb3-bc1392f020c2,Role 1,2016-10-24 15:42:07,1077,1,2016-10-24 15:39:49
Case53,W_Handle leads,res_51caf043-a22d-4c28-9b6e-77ec84fc3644,Role 1,2016-10-24 15:42:28,1077,0,2016-10-24 15:42:12
Case54,W_Complete application,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 16:02:37,1078,1,2016-10-24 16:00:28
Case57,W_Call after offers,res_73e8ca98-b35e-4be3-9427-ea5d05b03af3,Role 1,2016-10-24 16:02:38,1078,1,2016-10-24 16:01:57
Case58,W_Complete application,res_efad9a21-a09c-4a7d-af7e-92a4d2bf9e18,Role 1,2016-10-24 16:04:49,1079,1,2016-10-24 16:02:40
Case60,W_Call after offers,res_efad9a21-a09c-4a7d-af7e-92a4d2bf9e18,Role 1,2016-10-24 16:04:50,1080,1,2016-10-24 16:02:43
Case56,W_Call after offers,res_4ed51862-a058-4ed1-ad9e-fda683390236,Role 1,2016-10-24 16:05:36,1079,1,2016-10-24 16:04:55
Case59,W_Call after offers,res_4ed51862-a058-4ed1-ad9e-fda683390236,Role 1,2016-10-24 16:05:56,1079,2,2016-10-24 16:05:13
Case55,W_Call after offers,res_a4cb9fdd-f9ef-4bf0-8771-0ead9d2774d7,Role 1,2016-10-24 16:09:13,1079,1,2016-10-24 16:08:34
Case61,W_Call after offers,res_5651b04f-8806-44ed-9285-3f669efecc48,Role 1,2016-10-24 16:21:42,1080,1,2016-10-24 16:21:01
Case66,W_Complete application,res_5651b04f-8806-44ed-9285-3f669efecc48,Role 1,2016-10-24 16:22:08,1080,1,2016-10-24 16:19:59
Case62,W_Complete application,res_64abe17c-eb8d-4f15-90e9-340141a50448,Role 1,2016-10-24 16:27:05,1080,1,2016-10-24 16:24:56
Case53,W_Complete application,res_64abe17c-eb8d-4f15-90e9-340141a50448,Role 1,2016-10-24 16:28:19,1080,2,2016-10-24 16:26:08
Case70,W_Complete application,res_64abe17c-eb8d-4f15-90e9-340141a50448,Role 1,2016-10-24 16:28:51,1081,3,2016-10-24 16:26:40
Case63,W_Complete application,res_820499a5-647e-4ab9-8c2d-a1ef8b59b511,Role 1,2016-10-24 16:34:48,1082,1,2016-10-24 16:32:39
Case68,W_Complete application,res_820499a5-647e-4ab9-8c2d-a1ef8b59b511,Role 1,2016-10-24 16:36:12,1083,2,2016-10-24 16:34:02
Case67,W_Complete application,res_aa9b1b43-da58-4c83-b57e-1f5d25dcad2f,Role 1,2016-10-24 16:39:37,1084,1,2016-10-24 16:37:28
Case67,W_Handle leads,res_286ad14a-24cd-40f6-817e-4040cf1f179a,Role 1,2016-10-24 16:39:57,1085,0,2016-10-24 16:39:42
Case65,W_Complete application,res_be818fb2-37a0-4a4a-a650-79ae0a3c515b,Role 1,2016-10-24 16:40:28,1085,2,2016-10-24 16:38:18
Case65,W_Handle leads,res_3bea7253-e006-4a17-94ed-0b4a145646f2,Role 1,2016-10-24 16:40:49,1085,0,2016-10-24 16:40:33
Case67,W_Complete application,res_6b83f55f-4fea-4a58-8c17-3a9e1d35e0a8,Role 1,2016-10-24 16:42:38,1085,2,2016-10-24 16:40:02
Case54,W_Call after offers,res_6b83f55f-4fea-4a58-8c17-3a9e1d35e0a8,Role 1,2016-10-24 16:43:00,1085,1,2016-10-24 16:42:19
Case65,W_Complete application,res_6b83f55f-4fea-4a58-8c17-3a9e1d35e0a8,Role 1,2016-10-24 16:43:29,1085,2,2016-10-24 16:40:54
Case58,W_Call after offers,res_ef7d1b2a-f55a-4fdf-aeb3-bc1392f020c2,Role 1,2016-10-24 16:45:09,1085,1,2016-10-24 16:44:28
Case62,W_Complete application,res_aea70cfa-2f52-4cf0-ba6b-124dbafd324f,Role 1,2016-10-24 16:45:59,1084,1,2016-10-24 16:45:17
Case64,W_Complete application,res_d172145b-18c8-4c2d-9f2a-8d565bd1f971,Role 1,2016-10-24 16:52:39,1085,1,2016-10-24 16:50:30
Case69,W_Complete application,res_d172145b-18c8-4c2d-9f2a-8d565bd1f971,Role 1,2016-10-24 16:54:22,1086,2,2016-10-24 16:52:12
Case65,W_Handle leads,res_9c30141c-1171-4f55-a014-1a3fc1f4f7fd,Role 1,2016-10-24 16:57:50,1086,0,2016-10-24 16:57:29
Case66,W_Call after offers,res_aadddb91-1be4-4f40-a6bd-8e430a83e5b0,Role 1,2016-10-24 17:04:48,1086,1,2016-10-24 17:04:07
Case70,W_Call after offers,res_b7790bdb-0545-4539-bcf6-344390f1b0be,Role 1,2016-10-24 17:11:27,1087,2,2016-10-24 17:10:47
Case74,W_Call after offers,res_b7790bdb-0545-4539-bcf6-344390f1b0be,Role 1,2016-10-24 17:11:35,1087,1,2016-10-24 17:09:28
Case74,W_Shortened completion,res_088ca9f2-95c5-453f-971d-3c58d8635377,Role 1,2016-10-24 17:12:35,1087,0,2016-10-24 17:11:40
Case72,W_Complete application,res_088ca9f2-95c5-453f-971d-3c58d8635377,Role 1,2016-10-24 17:13:00,1088,1,2016-10-24 17:10:52
Case63,W_Call after offers,res_fb053c41-b1e1-476c-b198-fb940f8a0405,Role 1,2016-10-24 17:15:02,1087,1,2016-10-24 17:14:22
Case69,W_Complete application,res_fb053c41-b1e1-476c-b198-fb940f8a0405,Role 1,2016-10-24 17:15:34,1087,1,2016-10-24 17:14:54
Case68,W_Call after offers,res_7dea1a00-6f0c-47ae-b1e0-8ddd7caa0449,Role 1,2016-10-24 17:18:43,1087,1,2016-10-24 17:18:04
Case71,W_Complete application,res_7dea1a00-6f0c-47ae-b1e0-8ddd7caa0449,Role 1,2016-10-24 17:20:50,1088,1,2016-10-24 17:18:42
Case71,W_Handle leads,res_d6dc53f7-f2e8-4c26-b7a0-16f8ecaff009,Role 1,2016-10-24 17:21:10,1088,0,2016-10-24 17:20:55
Case71,W_Complete application,res_45bf9001-94be-4800-9305-462677949bed,Role 1,2016-10-24 17:23:47,1088,1,2016-10-24 17:21:15
Case73,W_Call after offers,res_ef7d1b2a-f55a-4fdf-aeb3-bc1392f020c2,Role 1,2016-10-24 17:25:55,1089,1,2016-10-24 17:23:48
Case73,W_Shortened completion,res_072fb68e-5d23-4341-9c6d-506f4af34969,Role 1,2016-10-24 17:26:55,1089,0,2016-10-24 17:26:00
Case75,W_Complete application,res_072fb68e-5d23-4341-9c6d-506f4af34969,Role 1,2016-10-24 17:28:23,1090,1,2016-10-24 17:26:15
Case64,W_Call after offers,res_be818fb2-37a0-4a4a-a650-79ae0a3c515b,Role 1,2016-10-24 17:32:48,1090,1,2016-10-24 17:32:08
Case65,W_Complete application,res_be818fb2-37a0-4a4a-a650-79ae0a3c515b,Role 1,2016-10-24 17:34:31,1090,1,2016-10-24 17:32:39
Case76,W_Call after offers,res_a73e09df-9df3-4fb5-8dac-f580970df141,Role 1,2016-10-24 17:38:46,1091,1,2016-10-24 17:36:39
Case75,W_Complete application,res_ffa27cd5-aed8-4069-84e1-2f4029ff02a1,Role 1,2016-10-24 17:49:33,1091,1,2016-10-24 17:48:52
Case72,W_Call after offers,res_5136d9e1-7456-4a06-896a-a4fb8890dd86,Role 1,2016-10-24 17:55:26,1091,1,2016-10-24 17:54:46
Case78,W_Complete application,res_286ad14a-24cd-40f6-817e-4040cf1f179a,Role 1,2016-10-24 18:41:41,1091,1,2016-10-24 18:39:33
Case80,W_Complete application,res_e4266baa-1fa2-4dd5-9dc4-b37564e7291e,Role 1,2016-10-24 18:47:20,1092,1,2016-10-24 18:45:12
Case81,W_Complete application,res_a92f7e1d-115c-4bc8-8a04-ba39f1645387,Role 1,2016-10-24 18:56:53,1093,1,2016-10-24 18:54:45
Case77,W_Complete application,res_a92f7e1d-115c-4bc8-8a04-ba39f1645387,Role 1,2016-10-24 18:57:33,1094,2,2016-10-24 18:55:24
Case79,W_Complete application,res_4c7bbd2a-ead6-464e-9716-bf98c36c7283,Role 1,2016-10-24 19:04:23,1095,1,2016-10-24 19:02:15
Case79,W_Handle leads,res_5538f3fa-72fb-4fc0-8413-cba146b7f57c,Role 1,2016-10-24 19:04:43,1095,0,2016-10-24 19:04:28
Case79,W_Complete application,res_82a09ebd-55d1-47bc-86a4-9b5c9f6c74c2,Role 1,2016-10-24 19:07:16,1095,1,2016-10-24 19:04:48
Case87,W_Complete application,res_075880f6-fddd-48d1-9c82-4a9da372ce15,Role 1,2016-10-24 19:22:46,1096,1,2016-10-24 19:20:39
Case78,W_Call after offers,res_c546633e-2192-49c7-9624-f26d9375402a,Role 1,2016-10-24 19:24:00,1096,1,2016-10-24 19:23:20
Case84,W_Complete application,res_b3e2c6b9-defc-4bee-ab61-b91042f2b315,Role 1,2016-10-24 19:29:33,1097,1,2016-10-24 19:27:26
Case80,W_Call after offers,res_b3e2c6b9-defc-4bee-ab61-b91042f2b315,Role 1,2016-10-24 19:29:37,1097,1,2016-10-24 19:28:57
Case88,W_Complete application,res_b99db4fa-782b-4980-9b62-8c6081decb5c,Role 1,2016-10-24 19:36:06,1097,1,2016-10-24 19:33:59
Case81,W_Call after offers,res_d172145b-18c8-4c2d-9f2a-8d565bd1f971,Role 1,2016-10-24 19:36:50,1097,1,2016-10-24 19:36:10
Case77,W_Call after offers,res_fed7611e-3eff-4217-99c7-77ad11462b90,Role 1,2016-10-24 19:39:45,1097,1,2016-10-24 19:39:07
Case88,W_Complete application,res_3c5ee344-e31f-4ad0-98e2-f0cfc0390ff1,Role 1,2016-10-24 19:57:10,1097,1,2016-10-24 19:56:29
