caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case14,W_Complete application,res_704a9f7d-cea9-41ac-982a-68dd1ccedf64,Role 1,2016-10-24 10:37:05,1040,1,2016-10-24 10:34:53
Case9,W_Complete application,res_02af5736-8630-4fe6-9a48-30c11e10e30b,Role 1,2016-10-24 10:39:45,1041,1,2016-10-24 10:37:33
Case7,W_Complete application,res_acac3e8a-9939-45d2-902f-d6f392bcac6e,Role 1,2016-10-24 10:44:34,1041,1,2016-10-24 10:42:19
Case12,W_Handle leads,res_cc069d01-47f6-4bef-a24e-3f5d47ad63c4,Role 1,2016-10-24 10:55:04,1042,0,2016-10-24 10:54:55
Case8,W_Complete application,res_ed366c18-f8d1-4d74-9136-7ee7c4b18aac,Role 1,2016-10-24 10:58:48,1043,1,2016-10-24 10:56:37
Case13,W_Call after offers,res_5bfb3ea3-05a5-4e85-a1c5-59c3cdf21d6f,Role 1,2016-10-24 11:08:47,1043,1,2016-10-24 11:08:05
Case11,W_Call after offers,res_547fd484-53cb-4704-a4b9-5e603f920903,Role 1,2016-10-24 11:11:35,1043,1,2016-10-24 11:10:53
Case12,W_Complete application,res_b537728d-cc89-45dc-8a0a-f7d5c513802f,Role 1,2016-10-24 11:18:36,1042,1,2016-10-24 11:16:12
Case12,W_Handle leads,res_a7903a7d-432e-47dc-a7e7-c0443e6302e7,Role 1,2016-10-24 11:18:56,1043,0,2016-10-24 11:18:41
Case18,W_Complete application,res_a7903a7d-432e-47dc-a7e7-c0443e6302e7,Role 1,2016-10-24 11:19:09,1043,2,2016-10-24 11:16:57
Case14,W_Call after offers,res_0d773306-b88e-4cc5-b14a-308edcf80fd4,Role 1,2016-10-24 11:20:53,1043,1,2016-10-24 11:20:11
Case9,W_Call after offers,res_f55f0ce2-c165-4621-8c10-2943954c65bf,Role 1,2016-10-24 11:23:31,1043,1,2016-10-24 11:22:49
Case23,W_Handle leads,res_1f7ea65f-cd37-494c-acad-4ddd016a9239,Role 1,2016-10-24 11:27:41,1045,0,2016-10-24 11:27:32
Case22,W_Call after offers,res_1f7ea65f-cd37-494c-acad-4ddd016a9239,Role 1,2016-10-24 11:29:09,1044,1,2016-10-24 11:26:59
Case16,W_Call after offers,res_eebea2ef-3810-41ed-94e4-784b055a041f,Role 1,2016-10-24 11:32:44,1045,1,2016-10-24 11:30:34
Case21,W_Complete application,res_eebea2ef-3810-41ed-94e4-784b055a041f,Role 1,2016-10-24 11:34:33,1046,1,2016-10-24 11:32:22
Case8,W_Call after offers,res_71da602d-0bc2-4fa2-8770-1553c3de05a0,Role 1,2016-10-24 11:42:31,1045,1,2016-10-24 11:41:49
Case15,W_Complete application,res_b29763cf-1c14-44ce-b0fe-c33eddb36e78,Role 1,2016-10-24 11:49:00,1046,1,2016-10-24 11:46:49
Case17,W_Complete application,res_b29763cf-1c14-44ce-b0fe-c33eddb36e78,Role 1,2016-10-24 11:49:22,1047,2,2016-10-24 11:47:10
Case17,W_Handle leads,res_3114add3-d216-4969-880e-4240275088dc,Role 1,2016-10-24 11:49:42,1047,0,2016-10-24 11:49:27
Case23,W_Complete application,res_bac05891-f8b5-4e4d-8925-3ec700d7f71d,Role 1,2016-10-24 11:49:58,1047,3,2016-10-24 11:47:31
Case17,W_Complete application,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 11:52:32,1047,2,2016-10-24 11:49:47
Case19,W_Complete application,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 11:52:34,1048,2,2016-10-24 11:50:22
Case18,W_Call after offers,res_af93178c-c88e-4552-9fb8-9142963f7e4c,Role 1,2016-10-24 12:02:51,1048,1,2016-10-24 12:02:10
Case12,W_Complete application,res_af93178c-c88e-4552-9fb8-9142963f7e4c,Role 1,2016-10-24 12:03:36,1048,1,2016-10-24 12:01:21
Case20,W_Complete application,res_704a9f7d-cea9-41ac-982a-68dd1ccedf64,Role 1,2016-10-24 12:08:07,1048,1,2016-10-24 12:05:56
Case20,W_Handle leads,res_dda7649c-c985-48b3-a436-a39e8c9744f7,Role 1,2016-10-24 12:08:27,1048,0,2016-10-24 12:08:12
Case20,W_Complete application,res_caf1ce19-fa68-4f43-8d07-6ce4dfd73b2e,Role 1,2016-10-24 12:11:15,1048,1,2016-10-24 12:08:32
Case19,W_Complete application,res_d13f87d0-657c-45e6-b2af-e46cf5054170,Role 1,2016-10-24 12:14:19,1048,1,2016-10-24 12:13:37
Case21,W_Call after offers,res_6aa30185-8e8a-4f59-b874-b10c60d991ea,Role 1,2016-10-24 12:18:12,1048,1,2016-10-24 12:17:30
Case30,W_Complete application,res_a7903a7d-432e-47dc-a7e7-c0443e6302e7,Role 1,2016-10-24 12:20:49,1048,1,2016-10-24 12:18:38
Case33,W_Complete application,res_a7903a7d-432e-47dc-a7e7-c0443e6302e7,Role 1,2016-10-24 12:21:07,1049,2,2016-10-24 12:18:55
Case15,W_Call after offers,res_acac3e8a-9939-45d2-902f-d6f392bcac6e,Role 1,2016-10-24 12:27:54,1049,1,2016-10-24 12:27:12
Case29,W_Complete application,res_71da602d-0bc2-4fa2-8770-1553c3de05a0,Role 1,2016-10-24 12:31:31,1050,1,2016-10-24 12:29:20
Case31,W_Complete application,res_71da602d-0bc2-4fa2-8770-1553c3de05a0,Role 1,2016-10-24 12:32:29,1051,2,2016-10-24 12:30:17
Case26,W_Complete application,res_846c0bbe-d959-48d3-b85f-d3ad44a52ffb,Role 1,2016-10-24 12:34:49,1052,1,2016-10-24 12:32:38
Case26,W_Handle leads,res_27f059ce-756b-4514-83e9-f9135de97ef4,Role 1,2016-10-24 12:35:09,1052,0,2016-10-24 12:34:54
Case26,W_Complete application,res_54b0ebed-ce7a-4499-ae4a-3377fc7b9399,Role 1,2016-10-24 12:37:56,1052,1,2016-10-24 12:35:14
Case24,W_Complete application,res_00727f5d-d364-40f8-8b00-28be0040d390,Role 1,2016-10-24 12:49:33,1053,1,2016-10-24 12:47:22
Case27,W_Complete application,res_130e413e-8abf-4316-b311-e4497bb7321b,Role 1,2016-10-24 12:54:25,1054,1,2016-10-24 12:52:14
Case32,W_Complete application,res_cc069d01-47f6-4bef-a24e-3f5d47ad63c4,Role 1,2016-10-24 13:00:57,1055,1,2016-10-24 12:58:46
Case30,W_Call after offers,res_1f859df6-9d76-49b9-92dd-1755d2094d99,Role 1,2016-10-24 13:02:00,1055,1,2016-10-24 13:01:18
Case25,W_Call after offers,res_1f859df6-9d76-49b9-92dd-1755d2094d99,Role 1,2016-10-24 13:03:53,1056,2,2016-10-24 13:01:43
Case33,W_Call after offers,res_59354585-5065-44b0-86a3-5b0690904cad,Role 1,2016-10-24 13:04:37,1055,1,2016-10-24 13:03:57
Case28,W_Call after offers,res_4768c488-afdb-4fae-8518-8f1c77c231c4,Role 1,2016-10-24 13:08:07,1055,1,2016-10-24 13:05:58
Case29,W_Call after offers,res_c999878f-16cb-4caa-82ac-9df5013668d5,Role 1,2016-10-24 13:12:39,1055,1,2016-10-24 13:11:57
Case31,W_Call after offers,res_453e3d32-2640-4bdd-84e6-cbbdf1757f8f,Role 1,2016-10-24 13:15:56,1054,1,2016-10-24 13:15:16
Case37,W_Complete application,res_ed366c18-f8d1-4d74-9136-7ee7c4b18aac,Role 1,2016-10-24 13:21:37,1055,1,2016-10-24 13:19:27
Case39,W_Complete application,res_ed366c18-f8d1-4d74-9136-7ee7c4b18aac,Role 1,2016-10-24 13:23:39,1056,2,2016-10-24 13:21:28
Case24,W_Call after offers,res_656b6a93-2fa6-4f0b-bafb-2ae336a9fe64,Role 1,2016-10-24 13:32:58,1056,1,2016-10-24 13:32:16
Case44,W_Complete application,res_5bfb3ea3-05a5-4e85-a1c5-59c3cdf21d6f,Role 1,2016-10-24 13:36:14,1057,1,2016-10-24 13:34:04
Case27,W_Call after offers,res_22cbd7e5-2795-42e8-b7d6-ad72c9021b2b,Role 1,2016-10-24 13:37:49,1058,1,2016-10-24 13:37:07
Case34,W_Complete application,res_22cbd7e5-2795-42e8-b7d6-ad72c9021b2b,Role 1,2016-10-24 13:38:28,1058,1,2016-10-24 13:36:18
Case35,W_Complete application,res_22cbd7e5-2795-42e8-b7d6-ad72c9021b2b,Role 1,2016-10-24 13:39:51,1059,2,2016-10-24 13:37:40
Case42,W_Handle leads,res_61d5fb68-28e0-41f7-8ddb-4fc145e298fe,Role 1,2016-10-24 13:41:58,1060,0,2016-10-24 13:41:49
Case41,W_Complete application,res_cc069d01-47f6-4bef-a24e-3f5d47ad63c4,Role 1,2016-10-24 13:43:49,1059,1,2016-10-24 13:41:39
Case41,W_Handle leads,res_7b772b48-e3e5-41c5-8d05-29a6b6e3814b,Role 1,2016-10-24 13:44:09,1060,0,2016-10-24 13:43:54
Case32,W_Call after offers,res_70bb4940-a30a-49b6-b5c7-76d17c797005,Role 1,2016-10-24 13:44:19,1060,1,2016-10-24 13:43:37
Case41,W_Complete application,res_defe81e4-3735-4427-a38c-8e11634d494c,Role 1,2016-10-24 13:46:54,1060,1,2016-10-24 13:44:14
Case38,W_Complete application,res_defe81e4-3735-4427-a38c-8e11634d494c,Role 1,2016-10-24 13:48:09,1061,2,2016-10-24 13:45:58
Case36,W_Complete application,res_defe81e4-3735-4427-a38c-8e11634d494c,Role 1,2016-10-24 13:48:20,1062,3,2016-10-24 13:46:09
Case44,W_Complete application,res_d13f87d0-657c-45e6-b2af-e46cf5054170,Role 1,2016-10-24 13:57:52,1062,1,2016-10-24 13:57:09
Case44,W_Handle leads,res_fe085390-71f7-4af2-98bd-b224a824df8b,Role 1,2016-10-24 13:58:14,1062,0,2016-10-24 13:57:57
Case43,W_Complete application,res_fe085390-71f7-4af2-98bd-b224a824df8b,Role 1,2016-10-24 14:00:09,1063,1,2016-10-24 13:57:59
Case35,W_Complete application,res_b9b3fec3-3cf2-4b7a-a479-4b763686443b,Role 1,2016-10-24 14:01:27,1063,1,2016-10-24 14:00:46
Case37,W_Call after offers,res_704a9f7d-cea9-41ac-982a-68dd1ccedf64,Role 1,2016-10-24 14:02:37,1063,1,2016-10-24 14:01:55
Case42,W_Complete application,res_704a9f7d-cea9-41ac-982a-68dd1ccedf64,Role 1,2016-10-24 14:03:56,1063,1,2016-10-24 14:01:36
Case40,W_Complete application,res_fe28df0d-b059-4fa9-9516-d8296bd963f3,Role 1,2016-10-24 14:06:20,1064,1,2016-10-24 14:04:10
Case39,W_Call after offers,res_fe28df0d-b059-4fa9-9516-d8296bd963f3,Role 1,2016-10-24 14:06:57,1064,1,2016-10-24 14:06:17
Case45,W_Call after offers,res_4cdecdf1-7fe0-45cb-afbc-e53952a10f30,Role 1,2016-10-24 14:10:20,1065,1,2016-10-24 14:08:11
Case54,W_Call after offers,res_622a60d4-59a7-4a76-acd4-82bc6244e822,Role 1,2016-10-24 14:14:17,1065,1,2016-10-24 14:12:08
Case47,W_Complete application,res_c8a3aa07-343e-4003-9564-1498e63b3c2d,Role 1,2016-10-24 14:17:57,1065,1,2016-10-24 14:15:47
Case34,W_Call after offers,res_c5599aa0-0527-40f0-a2a8-30d9a7c5709a,Role 1,2016-10-24 14:19:23,1065,1,2016-10-24 14:18:42
Case50,W_Complete application,res_130e413e-8abf-4316-b311-e4497bb7321b,Role 1,2016-10-24 14:23:06,1066,1,2016-10-24 14:20:56
Case38,W_Call after offers,res_def45cdf-4cba-429d-8e18-5c281970733b,Role 1,2016-10-24 14:28:57,1066,1,2016-10-24 14:28:17
Case36,W_Call after offers,res_41bbab64-15e5-421d-94c7-62923b9930b5,Role 1,2016-10-24 14:31:26,1066,1,2016-10-24 14:30:48
Case52,W_Complete application,res_c8ad565d-b4f6-408c-94bf-8306ea007b0f,Role 1,2016-10-24 14:41:07,1067,1,2016-10-24 14:38:57
Case52,W_Handle leads,res_26770748-8a05-415d-b801-0affe2b65245,Role 1,2016-10-24 14:41:27,1067,0,2016-10-24 14:41:12
Case44,W_Complete application,res_f4b3f828-eaae-414b-8cfc-f85ef0959109,Role 1,2016-10-24 14:43:05,1067,2,2016-10-24 14:40:57
Case43,W_Call after offers,res_f4b3f828-eaae-414b-8cfc-f85ef0959109,Role 1,2016-10-24 14:43:16,1067,1,2016-10-24 14:42:35
Case52,W_Complete application,res_99b44fbf-b9f9-4582-9394-ccd1f4f3757d,Role 1,2016-10-24 14:44:12,1067,2,2016-10-24 14:41:32
Case48,W_Handle leads,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 14:45:04,1069,0,2016-10-24 14:44:56
Case49,W_Complete application,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 14:45:42,1068,2,2016-10-24 14:43:31
Case40,W_Call after offers,res_4602488a-39f8-4a74-96d8-6e4ed88816bd,Role 1,2016-10-24 14:47:06,1069,1,2016-10-24 14:46:25
Case53,W_Complete application,res_29905b03-77fa-4b48-9a9d-7728855a2d2f,Role 1,2016-10-24 14:54:26,1070,1,2016-10-24 14:52:16
Case53,W_Handle leads,res_7b495f76-a517-4ed8-8f1f-08f676bcabe2,Role 1,2016-10-24 14:54:46,1070,0,2016-10-24 14:54:31
Case53,W_Complete application,res_d13f87d0-657c-45e6-b2af-e46cf5054170,Role 1,2016-10-24 14:57:28,1070,1,2016-10-24 14:54:51
Case51,W_Call after offers,res_d13f87d0-657c-45e6-b2af-e46cf5054170,Role 1,2016-10-24 14:59:11,1071,1,2016-10-24 14:57:03
Case51,W_Shortened completion,res_4b088943-15e7-4cfe-b25c-2247f31eee27,Role 1,2016-10-24 15:00:14,1071,0,2016-10-24 14:59:16
Case47,W_Call after offers,res_21cd8878-9e1a-424c-ba28-68bc8e60cb94,Role 1,2016-10-24 15:01:01,1072,1,2016-10-24 15:00:20
Case46,W_Complete application,res_21cd8878-9e1a-424c-ba28-68bc8e60cb94,Role 1,2016-10-24 15:01:48,1072,1,2016-10-24 14:59:38
Case50,W_Call after offers,res_b9b3fec3-3cf2-4b7a-a479-4b763686443b,Role 1,2016-10-24 15:06:08,1072,1,2016-10-24 15:05:27
Case48,W_Complete application,res_b9b3fec3-3cf2-4b7a-a479-4b763686443b,Role 1,2016-10-24 15:06:55,1072,1,2016-10-24 15:04:36
Case56,W_Call after offers,res_e205132c-fbef-48bb-bd8a-fce851cc40bf,Role 1,2016-10-24 15:14:16,1073,1,2016-10-24 15:12:08
Case56,W_Shortened completion,res_aca46721-dd5c-431b-928b-1c9baaa7b683,Role 1,2016-10-24 15:15:18,1073,0,2016-10-24 15:14:21
Case63,W_Complete application,res_f447297d-b5ba-41b9-b4de-96ca41c8ccfc,Role 1,2016-10-24 15:23:57,1074,1,2016-10-24 15:21:47
Case61,W_Call after offers,res_f93478b0-e1b1-43c4-8a0e-923107217e1b,Role 1,2016-10-24 15:28:13,1075,1,2016-10-24 15:26:05
Case49,W_Call after offers,res_b88cacb8-61b9-4c68-801e-a426c86d1eb9,Role 1,2016-10-24 15:28:40,1075,2,2016-10-24 15:27:58
Case61,W_Shortened completion,res_b88cacb8-61b9-4c68-801e-a426c86d1eb9,Role 1,2016-10-24 15:29:15,1075,0,2016-10-24 15:28:18
Case58,W_Call after offers,res_fa383f3f-37a2-4667-88b8-d3cfe354cbdd,Role 1,2016-10-24 15:36:23,1076,1,2016-10-24 15:34:15
Case57,W_Handle leads,res_29905b03-77fa-4b48-9a9d-7728855a2d2f,Role 1,2016-10-24 15:41:02,1077,0,2016-10-24 15:40:54
Case46,W_Call after offers,res_8d7f913d-1879-4589-adf5-b956b9bed7e5,Role 1,2016-10-24 15:44:40,1077,1,2016-10-24 15:43:59
Case63,W_Complete application,res_8d7f913d-1879-4589-adf5-b956b9bed7e5,Role 1,2016-10-24 15:45:21,1077,1,2016-10-24 15:44:39
Case55,W_Complete application,res_8d7f913d-1879-4589-adf5-b956b9bed7e5,Role 1,2016-10-24 15:46:49,1078,2,2016-10-24 15:44:39
Case62,W_Complete application,res_00727f5d-d364-40f8-8b00-28be0040d390,Role 1,2016-10-24 15:59:49,1079,1,2016-10-24 15:57:40
Case57,W_Complete application,res_c5599aa0-0527-40f0-a2a8-30d9a7c5709a,Role 1,2016-10-24 16:03:58,1079,1,2016-10-24 16:01:41
Case60,W_Complete application,res_c5599aa0-0527-40f0-a2a8-30d9a7c5709a,Role 1,2016-10-24 16:05:02,1080,2,2016-10-24 16:02:52
Case59,W_Call after offers,res_387d4060-7688-46fc-b4b5-e5002a1d6e28,Role 1,2016-10-24 16:07:41,1081,1,2016-10-24 16:05:33
Case66,W_Handle leads,res_828efc57-827a-424c-8ee1-dff7f8180740,Role 1,2016-10-24 16:08:56,1082,0,2016-10-24 16:08:48
Case65,W_Complete application,res_15d05767-9a83-4284-94e1-2187486dae07,Role 1,2016-10-24 16:24:46,1083,1,2016-10-24 16:22:37
Case69,W_Complete application,res_15d05767-9a83-4284-94e1-2187486dae07,Role 1,2016-10-24 16:25:29,1084,2,2016-10-24 16:23:19
Case60,W_Complete application,res_5bfb3ea3-05a5-4e85-a1c5-59c3cdf21d6f,Role 1,2016-10-24 16:26:19,1084,1,2016-10-24 16:25:39
Case55,W_Call after offers,res_f6bbed61-6816-4ef8-a007-dea73f847824,Role 1,2016-10-24 16:29:29,1084,1,2016-10-24 16:28:50
Case66,W_Complete application,res_3ce9a52f-5f15-4310-90fa-7bb85166d434,Role 1,2016-10-24 16:31:48,1083,1,2016-10-24 16:29:31
Case67,W_Complete application,res_3ce9a52f-5f15-4310-90fa-7bb85166d434,Role 1,2016-10-24 16:32:19,1084,2,2016-10-24 16:30:09
Case70,W_Call after offers,res_1f7ea65f-cd37-494c-acad-4ddd016a9239,Role 1,2016-10-24 16:40:12,1085,1,2016-10-24 16:38:05
Case70,W_Shortened completion,res_4b088943-15e7-4cfe-b25c-2247f31eee27,Role 1,2016-10-24 16:41:13,1085,0,2016-10-24 16:40:17
Case62,W_Call after offers,res_f83d37e6-b7a8-4f87-8dc7-841ef4b3e9b6,Role 1,2016-10-24 16:42:29,1085,1,2016-10-24 16:41:48
Case72,W_Handle leads,res_b42c2dfa-24cd-455b-8227-faed3be7bff4,Role 1,2016-10-24 16:50:57,1086,0,2016-10-24 16:50:49
Case64,W_Complete application,res_54b0ebed-ce7a-4499-ae4a-3377fc7b9399,Role 1,2016-10-24 16:55:16,1087,1,2016-10-24 16:53:07
Case71,W_Complete application,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 16:58:20,1088,1,2016-10-24 16:56:11
Case68,W_Complete application,res_c448276b-d0dd-425b-8161-817fd0919ca9,Role 1,2016-10-24 16:59:00,1089,2,2016-10-24 16:56:50
Case65,W_Call after offers,res_2bf03c5e-9d76-4e3b-ad78-9cb4f28230ac,Role 1,2016-10-24 17:04:59,1089,1,2016-10-24 17:04:18
Case69,W_Call after offers,res_8d7f913d-1879-4589-adf5-b956b9bed7e5,Role 1,2016-10-24 17:07:59,1089,1,2016-10-24 17:07:20
Case72,W_Complete application,res_e9ea1240-4a02-48b0-996f-7964549f12f4,Role 1,2016-10-24 17:13:45,1088,1,2016-10-24 17:11:29
Case72,W_Handle leads,res_3d625960-f308-406c-abd6-8a7f2624e7cd,Role 1,2016-10-24 17:14:06,1088,0,2016-10-24 17:13:50
Case67,W_Call after offers,res_dea08778-1fa9-46aa-9244-e8e22e45a2d7,Role 1,2016-10-24 17:14:49,1088,1,2016-10-24 17:14:10
Case64,W_Complete application,res_29905b03-77fa-4b48-9a9d-7728855a2d2f,Role 1,2016-10-24 17:16:29,1088,1,2016-10-24 17:15:47
Case74,W_Complete application,res_eebea2ef-3810-41ed-94e4-784b055a041f,Role 1,2016-10-24 17:19:14,1089,1,2016-10-24 17:17:05
Case76,W_Complete application,res_eebea2ef-3810-41ed-94e4-784b055a041f,Role 1,2016-10-24 17:19:50,1090,2,2016-10-24 17:17:40
Case78,W_Complete application,res_93e506fb-6de1-4a38-85d9-322bb5181435,Role 1,2016-10-24 17:26:13,1091,1,2016-10-24 17:24:04
Case79,W_Complete application,res_3d625960-f308-406c-abd6-8a7f2624e7cd,Role 1,2016-10-24 17:32:04,1092,1,2016-10-24 17:29:56
Case81,W_Call after offers,res_acac3e8a-9939-45d2-902f-d6f392bcac6e,Role 1,2016-10-24 17:35:05,1093,1,2016-10-24 17:32:58
Case71,W_Call after offers,res_d577fd1c-dca6-41bc-acdd-a33a379ea82c,Role 1,2016-10-24 17:38:24,1092,1,2016-10-24 17:37:44
Case68,W_Call after offers,res_e205132c-fbef-48bb-bd8a-fce851cc40bf,Role 1,2016-10-24 17:41:21,1093,1,2016-10-24 17:40:42
Case75,W_Complete application,res_e205132c-fbef-48bb-bd8a-fce851cc40bf,Role 1,2016-10-24 17:42:00,1093,1,2016-10-24 17:39:52
Case80,W_Handle leads,res_7b772b48-e3e5-41c5-8d05-29a6b6e3814b,Role 1,2016-10-24 17:42:12,1094,0,2016-10-24 17:42:04
Case77,W_Call after offers,res_61d5fb68-28e0-41f7-8ddb-4fc145e298fe,Role 1,2016-10-24 17:52:28,1095,1,2016-10-24 17:50:22
Case79,W_Complete application,res_e9ea1240-4a02-48b0-996f-7964549f12f4,Role 1,2016-10-24 17:53:13,1094,1,2016-10-24 17:52:31
Case74,W_Call after offers,res_4b31fd68-82e6-448e-88ab-b1cd160649ad,Role 1,2016-10-24 17:59:17,1094,1,2016-10-24 17:58:37
Case72,W_Complete application,res_4b31fd68-82e6-448e-88ab-b1cd160649ad,Role 1,2016-10-24 18:00:18,1094,1,2016-10-24 17:58:16
Case76,W_Call after offers,res_0d773306-b88e-4cc5-b14a-308edcf80fd4,Role 1,2016-10-24 18:02:09,1094,1,2016-10-24 18:01:30
Case80,W_Complete application,res_01964a90-3aa7-4bec-b930-d1733042e3c6,Role 1,2016-10-24 18:04:52,1094,1,2016-10-24 18:02:38
Case78,W_Call after offers,res_118eff9a-666a-4fc4-a4c7-bd7a984444e2,Role 1,2016-10-24 18:08:32,1094,1,2016-10-24 18:07:52
Case73,W_Call after offers,res_e9ea1240-4a02-48b0-996f-7964549f12f4,Role 1,2016-10-24 18:10:46,1095,1,2016-10-24 18:08:40
Case73,W_Shortened completion,res_41bbab64-15e5-421d-94c7-62923b9930b5,Role 1,2016-10-24 18:11:45,1095,0,2016-10-24 18:10:51
Case89,W_Complete application,res_9a0761d1-5c5f-44ea-8a66-09403d632bbd,Role 1,2016-10-24 18:17:08,1096,1,2016-10-24 18:15:00
Case87,W_Complete application,res_9a0761d1-5c5f-44ea-8a66-09403d632bbd,Role 1,2016-10-24 18:17:26,1097,2,2016-10-24 18:15:17
Case87,W_Handle leads,res_68a45af9-b459-4e97-a196-4f52c82bed40,Role 1,2016-10-24 18:17:46,1097,0,2016-10-24 18:17:31
Case87,W_Complete application,res_c999878f-16cb-4caa-82ac-9df5013668d5,Role 1,2016-10-24 18:20:21,1097,1,2016-10-24 18:17:51
Case84,W_Complete application,res_bac05891-f8b5-4e4d-8925-3ec700d7f71d,Role 1,2016-10-24 18:23:12,1098,1,2016-10-24 18:21:04
Case75,W_Call after offers,res_cc069d01-47f6-4bef-a24e-3f5d47ad63c4,Role 1,2016-10-24 18:24:15,1098,1,2016-10-24 18:23:35
Case88,W_Complete application,res_93e506fb-6de1-4a38-85d9-322bb5181435,Role 1,2016-10-24 18:26:56,1099,1,2016-10-24 18:24:48
Case85,W_Complete application,res_93e506fb-6de1-4a38-85d9-322bb5181435,Role 1,2016-10-24 18:27:09,1100,2,2016-10-24 18:25:00
Case72,W_Handle leads,res_ed366c18-f8d1-4d74-9136-7ee7c4b18aac,Role 1,2016-10-24 18:28:07,1100,0,2016-10-24 18:27:45
Case83,W_Handle leads,res_fe28df0d-b059-4fa9-9516-d8296bd963f3,Role 1,2016-10-24 18:29:51,1101,0,2016-10-24 18:29:43
Case87,W_Handle leads,res_3ce9a52f-5f15-4310-90fa-7bb85166d434,Role 1,2016-10-24 18:34:28,1101,0,2016-10-24 18:34:07
Case84,W_Complete application,res_ec052b4c-e4a3-4265-ae07-9005c0582c61,Role 1,2016-10-24 18:44:15,1101,1,2016-10-24 18:43:34
Case84,W_Handle leads,res_3d625960-f308-406c-abd6-8a7f2624e7cd,Role 1,2016-10-24 18:44:37,1101,0,2016-10-24 18:44:20
Case82,W_Complete application,res_4b31fd68-82e6-448e-88ab-b1cd160649ad,Role 1,2016-10-24 18:51:15,1102,1,2016-10-24 18:49:07
Case83,W_Complete application,res_4b31fd68-82e6-448e-88ab-b1cd160649ad,Role 1,2016-10-24 18:52:28,1102,2,2016-10-24 18:50:11
Case83,W_Handle leads,res_d577fd1c-dca6-41bc-acdd-a33a379ea82c,Role 1,2016-10-24 18:52:49,1102,0,2016-10-24 18:52:33
