caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case4,W_Complete application,res_923f1370-8494-47e9-8d61-8b281490adbc,Role 1,2016-10-24 10:14:01,1038,1,2016-10-24 10:11:36
Case4,W_Handle leads,res_3d3b0df9-719a-4edd-bcad-7bc03efab644,Role 1,2016-10-24 10:14:21,1038,0,2016-10-24 10:14:06
Case5,W_Complete application,res_3d3b0df9-719a-4edd-bcad-7bc03efab644,Role 1,2016-10-24 10:14:34,1038,2,2016-10-24 10:12:07
Case9,W_Call after offers,res_bfef2c26-2f3b-4df1-82a3-42f2a9e2f379,Role 1,2016-10-24 10:20:52,1038,1,2016-10-24 10:20:09
Case11,W_Complete application,res_b988dfc8-ef58-413b-9d0a-603f7f221e17,Role 1,2016-10-24 10:24:57,1039,1,2016-10-24 10:22:45
Case14,W_Complete application,res_d9fb5efb-6de9-40e0-af26-a97467a56efa,Role 1,2016-10-24 10:30:43,1040,1,2016-10-24 10:28:31
Case13,W_Call after offers,res_5760ff51-4cf6-4405-bf57-42f8a86dd083,Role 1,2016-10-24 10:33:37,1041,1,2016-10-24 10:31:27
Case15,W_Handle leads,res_792a50bd-dc8d-4830-aad9-b69017bec985,Role 1,2016-10-24 10:36:39,1041,0,2016-10-24 10:36:30
Case11,W_Complete application,res_792a50bd-dc8d-4830-aad9-b69017bec985,Role 1,2016-10-24 10:46:51,1041,1,2016-10-24 10:46:07
Case3,W_Call after offers,res_792a50bd-dc8d-4830-aad9-b69017bec985,Role 1,2016-10-24 10:47:23,1042,2,2016-10-24 10:46:38
Case12,W_Call after offers,res_792a50bd-dc8d-4830-aad9-b69017bec985,Role 1,2016-10-24 10:48:43,1042,1,2016-10-24 10:46:33
Case12,W_Shortened completion,res_792a50bd-dc8d-4830-aad9-b69017bec985,Role 1,2016-10-24 10:49:52,1042,0,2016-10-24 10:48:48
Case7,W_Call after offers,res_6970628a-59e7-4cbf-b601-a94d79456ac9,Role 1,2016-10-24 10:50:58,1043,1,2016-10-24 10:50:17
Case17,W_Complete application,res_50ca9ad1-77dd-48bb-9f2f-573919073465,Role 1,2016-10-24 10:52:10,1043,1,2016-10-24 10:49:58
Case16,W_Complete application,res_50ca9ad1-77dd-48bb-9f2f-573919073465,Role 1,2016-10-24 10:53:28,1043,2,2016-10-24 10:51:16
Case16,W_Handle leads,res_dfbe340b-24dd-4d01-9730-596574a8a439,Role 1,2016-10-24 10:53:48,1043,0,2016-10-24 10:53:33
Case16,W_Complete application,res_db503bc4-2b92-4db0-8fca-c5f91b54acd0,Role 1,2016-10-24 10:56:38,1043,1,2016-10-24 10:53:53
Case4,W_Complete application,res_1c5f0647-7b53-40f6-ae48-e5424e3d558c,Role 1,2016-10-24 10:58:52,1043,2,2016-10-24 10:56:32
Case15,W_Complete application,res_1c5f0647-7b53-40f6-ae48-e5424e3d558c,Role 1,2016-10-24 11:00:14,1043,2,2016-10-24 10:57:48
Case15,W_Handle leads,res_4d507aa0-0013-4fa3-bdd4-96c834616954,Role 1,2016-10-24 11:00:34,1043,0,2016-10-24 11:00:19
Case10,W_Call after offers,res_67193862-b4ff-4dd7-9243-c63ff378e7e4,Role 1,2016-10-24 11:07:05,1044,1,2016-10-24 11:04:55
Case10,W_Shortened completion,res_46276726-b325-4ca7-9f11-911bb1e8e18a,Role 1,2016-10-24 11:08:14,1044,0,2016-10-24 11:07:10
Case14,W_Call after offers,res_e9b86865-372e-4a84-bee6-91954fbdabaf,Role 1,2016-10-24 11:14:31,1044,1,2016-10-24 11:13:49
Case26,W_Complete application,res_0697b806-14ee-4b48-b851-c0d2843e14e6,Role 1,2016-10-24 11:21:04,1044,1,2016-10-24 11:18:53
Case22,W_Complete application,res_00d999c5-dad9-4217-a858-d0ded7099ca9,Role 1,2016-10-24 11:26:54,1045,1,2016-10-24 11:24:43
Case22,W_Handle leads,res_d9fb5efb-6de9-40e0-af26-a97467a56efa,Role 1,2016-10-24 11:27:14,1045,0,2016-10-24 11:26:59
Case22,W_Complete application,res_2ea9ea2f-1db8-4f9c-934f-492bd9e25a3d,Role 1,2016-10-24 11:30:03,1045,1,2016-10-24 11:27:19
Case17,W_Call after offers,res_90c14fd3-11ed-42ec-99b8-35e7d8321140,Role 1,2016-10-24 11:33:31,1045,1,2016-10-24 11:32:49
Case19,W_Complete application,res_cb9ddcdc-fa8b-4df6-9e6e-6a677a0dc7e9,Role 1,2016-10-24 11:40:04,1045,1,2016-10-24 11:37:53
Case19,W_Handle leads,res_681c253f-2381-43fb-ab4c-582c0100da57,Role 1,2016-10-24 11:40:25,1047,0,2016-10-24 11:40:09
Case25,W_Complete application,res_3d2789f9-27af-4adb-84ca-0939256109c8,Role 1,2016-10-24 11:41:54,1046,2,2016-10-24 11:39:42
Case20,W_Handle leads,res_3d2789f9-27af-4adb-84ca-0939256109c8,Role 1,2016-10-24 11:42:00,1048,0,2016-10-24 11:41:51
Case23,W_Complete application,res_3d2789f9-27af-4adb-84ca-0939256109c8,Role 1,2016-10-24 11:42:06,1047,3,2016-10-24 11:39:54
Case19,W_Complete application,res_dfbe340b-24dd-4d01-9730-596574a8a439,Role 1,2016-10-24 11:43:16,1047,3,2016-10-24 11:40:30
Case15,W_Complete application,res_dfbe340b-24dd-4d01-9730-596574a8a439,Role 1,2016-10-24 11:45:19,1048,2,2016-10-24 11:43:00
Case18,W_Complete application,res_6970628a-59e7-4cbf-b601-a94d79456ac9,Role 1,2016-10-24 11:50:33,1049,1,2016-10-24 11:48:22
Case24,W_Complete application,res_d9fb5efb-6de9-40e0-af26-a97467a56efa,Role 1,2016-10-24 11:54:20,1050,1,2016-10-24 11:52:09
Case21,W_Complete application,res_0cbbf266-7b9d-434c-86eb-4f077043efd3,Role 1,2016-10-24 11:58:25,1051,1,2016-10-24 11:56:14
Case23,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 12:02:36,1051,2,2016-10-24 12:01:53
Case20,W_Complete application,res_960c79ad-e577-4f32-bc92-3f4c7fa276bb,Role 1,2016-10-24 12:02:58,1051,1,2016-10-24 12:00:35
Case23,W_Handle leads,res_960c79ad-e577-4f32-bc92-3f4c7fa276bb,Role 1,2016-10-24 12:02:58,1051,0,2016-10-24 12:02:41
Case20,W_Handle leads,res_dc2092b4-49a4-4a5e-b85a-d7edc389d0e3,Role 1,2016-10-24 12:03:18,1051,0,2016-10-24 12:03:03
Case26,W_Call after offers,res_7be8f58d-5a9b-48fe-ba8c-68cccdbf3dcc,Role 1,2016-10-24 12:04:45,1051,1,2016-10-24 12:04:03
Case37,W_Complete application,res_69bc59f5-9a9b-42c3-a0a1-748d00c84a3f,Role 1,2016-10-24 12:16:43,1052,1,2016-10-24 12:14:32
Case31,W_Call after offers,res_69bc59f5-9a9b-42c3-a0a1-748d00c84a3f,Role 1,2016-10-24 12:16:51,1053,1,2016-10-24 12:14:42
Case25,W_Call after offers,res_fdd7db55-7267-461d-bf95-2e00bc7abc0e,Role 1,2016-10-24 12:18:27,1053,1,2016-10-24 12:17:47
Case21,W_Complete application,res_755cb3c6-7d13-48ab-8947-ada61500905b,Role 1,2016-10-24 12:20:08,1052,1,2016-10-24 12:19:25
Case18,W_Call after offers,res_fdd7db55-7267-461d-bf95-2e00bc7abc0e,Role 1,2016-10-24 12:34:05,1053,1,2016-10-24 12:33:23
Case34,W_Complete application,res_fdd7db55-7267-461d-bf95-2e00bc7abc0e,Role 1,2016-10-24 12:34:50,1053,1,2016-10-24 12:32:39
Case37,W_Complete application,res_923f1370-8494-47e9-8d61-8b281490adbc,Role 1,2016-10-24 12:37:10,1053,1,2016-10-24 12:36:27
Case24,W_Call after offers,res_923f1370-8494-47e9-8d61-8b281490adbc,Role 1,2016-10-24 12:37:51,1053,1,2016-10-24 12:37:09
Case36,W_Handle leads,res_5062e277-caaa-42de-91f8-44297de3d2db,Role 1,2016-10-24 12:39:22,1055,0,2016-10-24 12:39:13
Case30,W_Complete application,res_5062e277-caaa-42de-91f8-44297de3d2db,Role 1,2016-10-24 12:40:52,1054,1,2016-10-24 12:38:41
Case30,W_Handle leads,res_90ed273b-00c7-4d32-a6ae-04f8323c047b,Role 1,2016-10-24 12:41:12,1055,0,2016-10-24 12:40:57
Case30,W_Complete application,res_5aa8e1b2-bf57-435d-849a-32ba6decbe76,Role 1,2016-10-24 12:43:59,1055,1,2016-10-24 12:41:17
Case23,W_Complete application,res_d0e9e753-9dc3-4663-9e87-f18a7606289a,Role 1,2016-10-24 12:48:18,1055,1,2016-10-24 12:46:10
Case20,W_Complete application,res_d0e9e753-9dc3-4663-9e87-f18a7606289a,Role 1,2016-10-24 12:48:55,1055,2,2016-10-24 12:46:38
Case27,W_Complete application,res_50ca9ad1-77dd-48bb-9f2f-573919073465,Role 1,2016-10-24 12:52:29,1056,1,2016-10-24 12:50:18
Case29,W_Call after offers,res_73f4d9ec-7b19-4c78-bf7f-e3139fe8b357,Role 1,2016-10-24 12:56:00,1057,1,2016-10-24 12:53:51
Case36,W_Complete application,res_72aa5073-de82-4ced-abf4-ffebad9b8974,Role 1,2016-10-24 13:01:26,1056,1,2016-10-24 12:59:04
Case32,W_Complete application,res_48bf467d-17a6-42f1-8cdf-8dca9df3cdde,Role 1,2016-10-24 13:04:40,1057,1,2016-10-24 13:02:29
Case33,W_Complete application,res_48bf467d-17a6-42f1-8cdf-8dca9df3cdde,Role 1,2016-10-24 13:04:42,1058,2,2016-10-24 13:02:31
Case35,W_Complete application,res_48bf467d-17a6-42f1-8cdf-8dca9df3cdde,Role 1,2016-10-24 13:06:32,1059,3,2016-10-24 13:04:20
Case28,W_Complete application,res_70ba1e2b-8104-459e-b267-b9ef2450e191,Role 1,2016-10-24 13:08:56,1060,1,2016-10-24 13:06:45
Case40,W_Complete application,res_cb93a939-b27a-4fda-8e59-17cf7a801c20,Role 1,2016-10-24 13:13:57,1061,1,2016-10-24 13:11:46
Case48,W_Complete application,res_cb93a939-b27a-4fda-8e59-17cf7a801c20,Role 1,2016-10-24 13:14:31,1062,2,2016-10-24 13:12:20
Case48,W_Handle leads,res_5760ff51-4cf6-4405-bf57-42f8a86dd083,Role 1,2016-10-24 13:14:51,1062,0,2016-10-24 13:14:36
Case48,W_Complete application,res_652cc26f-1b1b-4e4e-a4f0-6cab92a41058,Role 1,2016-10-24 13:17:37,1062,1,2016-10-24 13:14:56
Case34,W_Call after offers,res_652cc26f-1b1b-4e4e-a4f0-6cab92a41058,Role 1,2016-10-24 13:18:15,1062,1,2016-10-24 13:17:33
Case45,W_Complete application,res_26afcd9a-5817-4bd8-9dcb-51f141f3e6ef,Role 1,2016-10-24 13:20:46,1063,1,2016-10-24 13:18:36
Case46,W_Complete application,res_361f1bc0-dc66-49d3-86ac-387ee93ef0e0,Role 1,2016-10-24 13:22:59,1064,1,2016-10-24 13:20:49
Case28,W_Complete application,res_11354fa3-b562-452c-917d-ae1154d16827,Role 1,2016-10-24 13:30:32,1064,1,2016-10-24 13:29:49
Case27,W_Call after offers,res_3d3b0df9-719a-4edd-bcad-7bc03efab644,Role 1,2016-10-24 13:35:51,1065,2,2016-10-24 13:35:07
Case41,W_Call after offers,res_3d3b0df9-719a-4edd-bcad-7bc03efab644,Role 1,2016-10-24 13:37:04,1065,1,2016-10-24 13:34:55
Case42,W_Complete application,res_39e51ebb-6efb-483c-b204-257ddbb0df21,Role 1,2016-10-24 13:39:25,1065,1,2016-10-24 13:37:15
Case32,W_Call after offers,res_fc6d01d0-729b-45a7-9c58-1b591104c386,Role 1,2016-10-24 13:43:16,1065,1,2016-10-24 13:42:34
Case33,W_Call after offers,res_c2ae1bdb-471d-484a-b062-17988fce772b,Role 1,2016-10-24 13:45:35,1066,1,2016-10-24 13:44:55
Case47,W_Complete application,res_c2ae1bdb-471d-484a-b062-17988fce772b,Role 1,2016-10-24 13:45:48,1066,1,2016-10-24 13:43:38
Case35,W_Call after offers,res_1c5f0647-7b53-40f6-ae48-e5424e3d558c,Role 1,2016-10-24 13:49:44,1065,1,2016-10-24 13:49:05
Case40,W_Call after offers,res_26afcd9a-5817-4bd8-9dcb-51f141f3e6ef,Role 1,2016-10-24 13:54:47,1065,1,2016-10-24 13:54:05
Case43,W_Complete application,res_26afcd9a-5817-4bd8-9dcb-51f141f3e6ef,Role 1,2016-10-24 13:55:53,1065,1,2016-10-24 13:53:43
Case43,W_Handle leads,res_5f2111df-bc46-4982-acba-6b6d831b2beb,Role 1,2016-10-24 13:56:13,1064,0,2016-10-24 13:55:58
Case43,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 13:58:57,1064,1,2016-10-24 13:56:18
Case45,W_Call after offers,res_fc6d01d0-729b-45a7-9c58-1b591104c386,Role 1,2016-10-24 14:03:53,1064,1,2016-10-24 14:03:12
Case46,W_Call after offers,res_46276726-b325-4ca7-9f11-911bb1e8e18a,Role 1,2016-10-24 14:06:05,1064,1,2016-10-24 14:05:24
Case44,W_Complete application,res_576a3668-67a8-44a5-b81e-653b9e014f67,Role 1,2016-10-24 14:09:39,1064,1,2016-10-24 14:07:29
Case39,W_Complete application,res_576a3668-67a8-44a5-b81e-653b9e014f67,Role 1,2016-10-24 14:09:54,1065,2,2016-10-24 14:07:43
Case38,W_Complete application,res_576a3668-67a8-44a5-b81e-653b9e014f67,Role 1,2016-10-24 14:10:54,1066,3,2016-10-24 14:08:43
Case57,W_Complete application,res_576a3668-67a8-44a5-b81e-653b9e014f67,Role 1,2016-10-24 14:11:49,1067,4,2016-10-24 14:09:38
Case42,W_Call after offers,res_7f581f6a-02eb-45f0-a07b-bec533eb1265,Role 1,2016-10-24 14:22:29,1067,1,2016-10-24 14:21:48
Case56,W_Complete application,res_7f581f6a-02eb-45f0-a07b-bec533eb1265,Role 1,2016-10-24 14:24:11,1068,1,2016-10-24 14:22:01
Case47,W_Call after offers,res_53b6c27c-244e-494f-8024-e5428fc313e7,Role 1,2016-10-24 14:28:52,1067,1,2016-10-24 14:28:11
Case38,W_Complete application,res_099ba5bc-f47c-4cc0-bbbf-1e04ab7384cc,Role 1,2016-10-24 14:31:09,1068,2,2016-10-24 14:30:27
Case58,W_Complete application,res_67ddb9eb-17ee-4b8b-b396-a8a8ed50ca71,Role 1,2016-10-24 14:32:12,1068,1,2016-10-24 14:30:02
Case57,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 14:33:19,1070,3,2016-10-24 14:32:36
Case52,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 14:34:00,1069,2,2016-10-24 14:31:49
Case53,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 14:34:06,1070,3,2016-10-24 14:31:55
Case50,W_Complete application,res_03cd3512-43e1-43b9-9d99-011d67630d56,Role 1,2016-10-24 14:38:01,1071,1,2016-10-24 14:35:51
Case51,W_Call after offers,res_03cd3512-43e1-43b9-9d99-011d67630d56,Role 1,2016-10-24 14:38:27,1072,1,2016-10-24 14:36:19
Case44,W_Call after offers,res_a9e0da6d-9dec-43d9-8fac-f73b9d4981af,Role 1,2016-10-24 14:45:46,1071,1,2016-10-24 14:45:05
Case49,W_Complete application,res_e9b86865-372e-4a84-bee6-91954fbdabaf,Role 1,2016-10-24 14:48:03,1071,1,2016-10-24 14:45:53
Case39,W_Call after offers,res_43103241-5974-4943-98fa-39c2b295c9ca,Role 1,2016-10-24 14:48:16,1071,1,2016-10-24 14:47:36
Case54,W_Complete application,res_43103241-5974-4943-98fa-39c2b295c9ca,Role 1,2016-10-24 14:50:23,1072,1,2016-10-24 14:48:13
Case55,W_Call after offers,res_a4bf2207-e4dc-4523-ad16-4c744c28278b,Role 1,2016-10-24 14:52:34,1073,1,2016-10-24 14:50:26
Case50,W_Complete application,res_e9b86865-372e-4a84-bee6-91954fbdabaf,Role 1,2016-10-24 14:58:12,1073,1,2016-10-24 14:57:30
Case50,W_Handle leads,res_a084c35e-9abf-4eaf-b223-2f6f397ac870,Role 1,2016-10-24 14:58:34,1073,0,2016-10-24 14:58:17
Case56,W_Call after offers,res_b8b931f7-f438-49b3-81a8-e9fa45315f7f,Role 1,2016-10-24 15:07:11,1073,1,2016-10-24 15:06:30
Case58,W_Call after offers,res_72aa5073-de82-4ced-abf4-ffebad9b8974,Role 1,2016-10-24 15:10:30,1073,1,2016-10-24 15:09:49
Case66,W_Complete application,res_72aa5073-de82-4ced-abf4-ffebad9b8974,Role 1,2016-10-24 15:11:42,1073,1,2016-10-24 15:09:32
Case64,W_Complete application,res_56667154-a854-403f-a6f3-6ee3df43ce90,Role 1,2016-10-24 15:13:58,1074,1,2016-10-24 15:11:48
Case52,W_Call after offers,res_56667154-a854-403f-a6f3-6ee3df43ce90,Role 1,2016-10-24 15:14:35,1074,1,2016-10-24 15:13:55
Case53,W_Call after offers,res_67193862-b4ff-4dd7-9243-c63ff378e7e4,Role 1,2016-10-24 15:16:58,1074,1,2016-10-24 15:16:20
Case63,W_Handle leads,res_acd3bda0-55b3-4dec-90e7-acb783d58535,Role 1,2016-10-24 15:18:13,1075,0,2016-10-24 15:18:05
Case62,W_Complete application,res_08b6429a-6d37-4454-9023-c9531e3c16e9,Role 1,2016-10-24 15:24:16,1076,1,2016-10-24 15:22:06
Case65,W_Call after offers,res_c2ae1bdb-471d-484a-b062-17988fce772b,Role 1,2016-10-24 15:28:08,1077,1,2016-10-24 15:26:00
Case49,W_Call after offers,res_c2ae1bdb-471d-484a-b062-17988fce772b,Role 1,2016-10-24 15:28:40,1077,2,2016-10-24 15:27:56
Case61,W_Complete application,res_739ea93f-f7fe-4d5e-857e-7476fc356ca2,Role 1,2016-10-24 15:33:08,1076,1,2016-10-24 15:30:59
Case54,W_Call after offers,res_739ea93f-f7fe-4d5e-857e-7476fc356ca2,Role 1,2016-10-24 15:33:15,1076,1,2016-10-24 15:32:34
Case60,W_Complete application,res_53b6c27c-244e-494f-8024-e5428fc313e7,Role 1,2016-10-24 15:40:29,1076,1,2016-10-24 15:38:20
Case63,W_Complete application,res_53b6c27c-244e-494f-8024-e5428fc313e7,Role 1,2016-10-24 15:41:15,1076,2,2016-10-24 15:38:54
Case50,W_Complete application,res_edbb9226-0907-4391-b2f8-6f38ada27032,Role 1,2016-10-24 15:44:18,1076,1,2016-10-24 15:42:18
Case62,W_Complete application,res_de30fcfb-f212-45b3-b023-4067753fe42a,Role 1,2016-10-24 15:45:38,1076,1,2016-10-24 15:44:56
Case64,W_Call after offers,res_9f963a8b-420f-45e1-9e04-712830d16ea0,Role 1,2016-10-24 15:54:27,1076,1,2016-10-24 15:53:46
Case66,W_Call after offers,res_9f963a8b-420f-45e1-9e04-712830d16ea0,Role 1,2016-10-24 15:54:34,1076,2,2016-10-24 15:53:51
Case59,W_Complete application,res_f5613b18-bd3b-4fa4-9059-da507ba7bc62,Role 1,2016-10-24 16:01:12,1076,1,2016-10-24 15:59:03
Case61,W_Call after offers,res_08b6429a-6d37-4454-9023-c9531e3c16e9,Role 1,2016-10-24 16:13:34,1077,1,2016-10-24 16:12:53
Case70,W_Complete application,res_08b6429a-6d37-4454-9023-c9531e3c16e9,Role 1,2016-10-24 16:14:17,1077,1,2016-10-24 16:12:08
Case70,W_Handle leads,res_cb4b7f2b-8a7b-425e-8638-e5b9d9dabb86,Role 1,2016-10-24 16:14:37,1078,0,2016-10-24 16:14:22
Case72,W_Complete application,res_3d2789f9-27af-4adb-84ca-0939256109c8,Role 1,2016-10-24 16:15:07,1078,2,2016-10-24 16:12:57
Case72,W_Handle leads,res_cc4accd8-82ec-41a7-9be4-6e721b6563f7,Role 1,2016-10-24 16:15:28,1078,0,2016-10-24 16:15:12
Case70,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 16:17:19,1078,2,2016-10-24 16:14:42
Case72,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 16:18:09,1078,2,2016-10-24 16:15:33
Case71,W_Complete application,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 16:18:43,1079,3,2016-10-24 16:16:32
Case60,W_Call after offers,res_73f4d9ec-7b19-4c78-bf7f-e3139fe8b357,Role 1,2016-10-24 16:20:55,1079,1,2016-10-24 16:20:14
Case67,W_Complete application,res_20351db4-2c04-484c-a72e-17787b8dc4ef,Role 1,2016-10-24 16:23:09,1080,1,2016-10-24 16:21:00
Case59,W_Call after offers,res_817daa61-fe38-4ee9-b5dc-733f162389ce,Role 1,2016-10-24 16:43:57,1080,1,2016-10-24 16:43:16
Case68,W_Complete application,res_d0de98d0-4304-4b79-9626-c0155747a2d6,Role 1,2016-10-24 16:46:13,1081,1,2016-10-24 16:44:04
Case71,W_Call after offers,res_4a509f6f-e2f2-4235-9be5-e88b0f0467bd,Role 1,2016-10-24 17:01:20,1082,1,2016-10-24 17:00:42
Case69,W_Complete application,res_4a509f6f-e2f2-4235-9be5-e88b0f0467bd,Role 1,2016-10-24 17:02:07,1082,1,2016-10-24 16:59:58
Case69,W_Handle leads,res_9316a18c-d530-4444-9e1f-72c9746e4a4c,Role 1,2016-10-24 17:02:27,1082,0,2016-10-24 17:02:12
Case69,W_Complete application,res_de30fcfb-f212-45b3-b023-4067753fe42a,Role 1,2016-10-24 17:05:05,1082,1,2016-10-24 17:02:32
Case67,W_Call after offers,res_a9e0da6d-9dec-43d9-8fac-f73b9d4981af,Role 1,2016-10-24 17:05:46,1082,1,2016-10-24 17:05:06
Case78,W_Complete application,res_50ca9ad1-77dd-48bb-9f2f-573919073465,Role 1,2016-10-24 17:14:17,1083,1,2016-10-24 17:12:08
Case75,W_Complete application,res_20351db4-2c04-484c-a72e-17787b8dc4ef,Role 1,2016-10-24 17:23:36,1084,1,2016-10-24 17:21:27
Case73,W_Complete application,res_20351db4-2c04-484c-a72e-17787b8dc4ef,Role 1,2016-10-24 17:25:30,1085,2,2016-10-24 17:23:20
Case68,W_Call after offers,res_aaa4b2fe-e155-4e8d-b93e-9e1ce972c5ae,Role 1,2016-10-24 17:28:49,1085,1,2016-10-24 17:28:09
Case79,W_Complete application,res_cb4b7f2b-8a7b-425e-8638-e5b9d9dabb86,Role 1,2016-10-24 17:32:59,1085,1,2016-10-24 17:30:51
Case77,W_Complete application,res_d0e9e753-9dc3-4663-9e87-f18a7606289a,Role 1,2016-10-24 17:41:00,1086,1,2016-10-24 17:38:52
Case73,W_Complete application,res_73f4d9ec-7b19-4c78-bf7f-e3139fe8b357,Role 1,2016-10-24 17:46:43,1086,1,2016-10-24 17:46:03
Case73,W_Handle leads,res_84db4358-92fc-452c-844b-3caaf0fb3e9e,Role 1,2016-10-24 17:47:05,1087,0,2016-10-24 17:46:48
Case76,W_Complete application,res_84db4358-92fc-452c-844b-3caaf0fb3e9e,Role 1,2016-10-24 17:48:17,1087,2,2016-10-24 17:46:07
Case74,W_Complete application,res_72aa5073-de82-4ced-abf4-ffebad9b8974,Role 1,2016-10-24 17:56:10,1088,1,2016-10-24 17:54:02
Case74,W_Handle leads,res_dfbe340b-24dd-4d01-9730-596574a8a439,Role 1,2016-10-24 17:56:30,1088,0,2016-10-24 17:56:15
Case78,W_Call after offers,res_11b650a0-ea8c-40c8-abee-6e3d1a146549,Role 1,2016-10-24 17:56:49,1088,1,2016-10-24 17:56:09
Case74,W_Complete application,res_11b650a0-ea8c-40c8-abee-6e3d1a146549,Role 1,2016-10-24 17:59:06,1088,1,2016-10-24 17:56:35
Case75,W_Call after offers,res_755cb3c6-7d13-48ab-8947-ada61500905b,Role 1,2016-10-24 18:03:47,1088,1,2016-10-24 18:03:07
Case82,W_Complete application,res_fca4d12e-7bbb-4f12-a999-2ef5be8f0693,Role 1,2016-10-24 18:12:27,1088,1,2016-10-24 18:10:19
Case83,W_Complete application,res_fca4d12e-7bbb-4f12-a999-2ef5be8f0693,Role 1,2016-10-24 18:14:12,1089,2,2016-10-24 18:12:02
Case81,W_Complete application,res_fca4d12e-7bbb-4f12-a999-2ef5be8f0693,Role 1,2016-10-24 18:14:27,1090,3,2016-10-24 18:12:17
Case79,W_Call after offers,res_d0e9e753-9dc3-4663-9e87-f18a7606289a,Role 1,2016-10-24 18:15:28,1090,1,2016-10-24 18:14:48
Case77,W_Call after offers,res_84db4358-92fc-452c-844b-3caaf0fb3e9e,Role 1,2016-10-24 18:23:27,1090,1,2016-10-24 18:22:47
Case84,W_Complete application,res_3d2789f9-27af-4adb-84ca-0939256109c8,Role 1,2016-10-24 18:27:40,1091,1,2016-10-24 18:25:32
Case76,W_Call after offers,res_c2ae1bdb-471d-484a-b062-17988fce772b,Role 1,2016-10-24 18:30:42,1091,1,2016-10-24 18:30:03
Case73,W_Complete application,res_20351db4-2c04-484c-a72e-17787b8dc4ef,Role 1,2016-10-24 18:33:04,1091,1,2016-10-24 18:31:11
Case83,W_Complete application,res_6126af43-cbdd-479d-96fb-413a11018f8b,Role 1,2016-10-24 18:34:08,1091,1,2016-10-24 18:33:28
Case84,W_Complete application,res_b19b05cd-63f7-4394-9f4b-f5330f5a6bf2,Role 1,2016-10-24 18:48:49,1091,1,2016-10-24 18:48:08
Case82,W_Call after offers,res_84db4358-92fc-452c-844b-3caaf0fb3e9e,Role 1,2016-10-24 18:50:14,1091,1,2016-10-24 18:49:34
Case88,W_Complete application,res_84db4358-92fc-452c-844b-3caaf0fb3e9e,Role 1,2016-10-24 18:52:02,1092,1,2016-10-24 18:49:54
Case86,W_Complete application,res_b597c32b-bd37-465c-899a-85bc433a7c9a,Role 1,2016-10-24 18:55:14,1092,1,2016-10-24 18:53:06
Case87,W_Complete application,res_b597c32b-bd37-465c-899a-85bc433a7c9a,Role 1,2016-10-24 18:55:26,1093,2,2016-10-24 18:53:17
