caseid,task,start_timestamp,end_timestamp
Case001,Choose best option,2021-02-15 03:23:31.434080,2021-02-15 03:23:31.434080
Case001,Choose best option,2021-02-14 11:03:00.669214,2021-02-14 12:13:24.630532
Case001,Pay Invoice,2021-02-15 02:42:37.042887,2021-02-15 02:42:37.042887
Case001,Create Quotation comparison Map,2021-02-15 23:07:24.377138,2021-02-16 00:28:04.820809
Case001,Send Request for Quotation to Supplier,2021-02-15 06:42:16.949923,2021-02-15 13:52:16.246397
Case001,Analyze Purchase Requisition,2021-02-16 02:47:31.804998,2021-02-16 02:47:31.804998
Case001,Analyze Quotation Comparison Map,2021-02-17 22:31:05.577128,2021-02-17 23:45:58.460584
Case001,Settle Conditions With Supplier,2021-02-17 02:07:38.197060,2021-02-17 02:07:38.197060
Case001,Create Request for Quotation,2021-02-15 15:44:42.785704,2021-02-15 15:44:42.785704
Case002,Analyze Quotation Comparison Map,2021-02-19 09:02:58.796389,2021-02-19 19:41:28.146593
Case002,Release Supplier's Invoice,2021-02-18 18:40:18.191364,2021-02-18 19:37:06.199594
Case002,Pay Invoice,2021-02-18 20:20:35.470656,2021-02-18 20:20:35.470656
Case002,Deliver Goods Services,2021-02-18 17:17:49.324544,2021-02-18 17:17:49.324544
Case002,Analyze Purchase Requisition,2021-02-19 15:51:32.693761,2021-02-20 03:11:14.789193
Case002,Create Purchase Requisition,2021-02-19 23:38:31.834481,2021-02-19 23:38:31.834481
Case002,Send Request for Quotation to Supplier,2021-02-20 03:09:06.102705,2021-02-20 03:09:06.102705
Case002,Create Purchase Requisition,2021-02-20 05:32:14.741857,2021-02-20 05:32:14.741857
Case002,Release Supplier's Invoice,2021-02-20 16:22:59.425993,2021-02-21 05:37:23.833723
Case002,Send Request for Quotation to Supplier,2021-02-13 18:07:47.943567,2021-02-13 18:07:47.943567
Case002,Create Purchase Order,2021-02-13 17:05:11.959269,2021-02-13 17:05:11.959269
Case002,Create Purchase Requisition,2021-02-19 23:38:31.834481,2021-02-19 23:38:31.834481
Case002,Pay Invoice,2021-02-18 07:31:26.706927,2021-02-18 07:31:26.706927
Case002,Settle Conditions With Supplier,2021-02-20 18:17:30.786510,2021-02-20 21:53:10.343442
Case002,Analyze Quotation Comparison Map,2021-02-18 01:13:23.654101,2021-02-18 01:13:23.654101
Case002,Choose best option,2021-02-17 15:41:14.791338,2021-02-17 15:41:14.791338
Case002,Settle Conditions With Supplier,2021-02-13 19:49:18.383753,2021-02-13 19:49:18.383753
Case002,Send Request for Quotation to Supplier,2021-02-14 17:53:59.497282,2021-02-14 17:53:59.497282
Case002,Amend Request for Quotation,2021-02-14 11:03:00.669214,2021-02-14 11:03:00.669214
Case002,Create Purchase Order,2021-02-15 02:42:37.042887,2021-02-15 02:42:37.042887
Case002,Amend Request for Quotation,2021-02-15 02:42:37.042887,2021-02-15 06:11:04.853861
Case002,Approve Purchase Order for payment,2021-02-15 06:42:16.949923,2021-02-15 06:42:16.949923
Case002,Confirm Purchase Order,2021-02-15 06:42:16.949923,2021-02-15 06:59:56.967509
Case002,Choose best option,2021-02-16 01:15:07.212260,2021-02-16 16:18:54.073069
Case002,Create Quotation comparison Map,2021-02-16 01:15:07.212260,2021-02-16 02:04:17.033637
Case002,Amend Purchase Requisition,2021-02-17 13:37:49.498494,2021-02-17 18:31:57.749741
Case002,Create Request for Quotation,2021-02-15 16:36:13.282721,2021-02-15 16:36:13.282721
Case003,Analyze Request for Quotation,2021-02-18 10:25:56.292465,2021-02-18 23:19:27.877701
Case003,Create Request for Quotation,2021-02-18 20:30:51.723841,2021-02-19 00:12:41.769369
Case003,Analyze Request for Quotation,2021-02-20 01:36:54.953950,2021-02-20 01:36:54.953950
Case003,Send Request for Quotation to Supplier,2021-02-20 13:42:24.064858,2021-02-21 00:13:10.248635
Case003,Settle Conditions With Supplier,2021-02-20 03:09:06.102705,2021-02-20 06:01:21.203356
Case003,Analyze Request for Quotation,2021-02-20 03:05:44.477084,2021-02-20 04:31:49.771457
Case003,Pay Invoice,2021-02-20 16:22:59.425993,2021-02-20 16:22:59.425993
Case003,Send Invoice,2021-02-13 17:36:58.545431,2021-02-14 01:57:03.271841
Case003,Authorize Supplier's Invoice payment,2021-02-18 08:27:55.075593,2021-02-18 09:00:06.572177
Case003,Amend Purchase Requisition,2021-02-13 14:24:12.403857,2021-02-13 21:40:42.297770
Case003,Analyze Purchase Requisition,2021-02-20 04:35:15.466740,2021-02-20 19:53:33.196614
Case003,Confirm Purchase Order,2021-02-18 11:16:03.972953,2021-02-18 19:09:59.233726
Case003,Analyze Request for Quotation,2021-02-15 06:42:16.949923,2021-02-15 09:36:04.315131
Case003,Create Request for Quotation,2021-02-17 14:05:31.750109,2021-02-17 19:36:23.312037
Case003,Release Purchase Order,2021-02-13 23:34:57.440149,2021-02-14 23:43:55.619165
Case003,Choose best option,2021-02-14 04:47:07.987196,2021-02-14 22:13:59.762213
Case003,Release Supplier's Invoice,2021-02-17 14:05:31.750109,2021-02-17 14:05:31.750109
Case003,Pay Invoice,2021-02-15 02:42:37.042887,2021-02-15 15:35:31.631663
Case003,Release Supplier's Invoice,2021-02-14 16:13:39.103624,2021-02-15 02:47:19.805223
Case003,Create Purchase Requisition,2021-02-15 16:51:06.540720,2021-02-16 05:37:44.603998
Case003,Analyze Purchase Requisition,2021-02-15 06:42:16.949923,2021-02-15 09:01:01.078742
Case003,Create Purchase Requisition,2021-02-16 16:17:31.382067,2021-02-16 21:50:11.370041
Case003,Pay Invoice,2021-02-16 01:15:07.212260,2021-02-16 04:42:00.021537
Case003,Analyze Purchase Requisition,2021-02-17 08:54:58.000767,2021-02-18 04:26:36.156742
Case003,Amend Request for Quotation,2021-02-15 11:33:11.688158,2021-02-15 18:45:04.335215
Case004,Amend Purchase Requisition,2021-02-15 06:42:16.949923,2021-02-15 09:29:56.958282
Case004,Analyze Purchase Requisition,2021-02-15 06:42:16.949923,2021-02-15 12:11:26.756136
Case004,Amend Request for Quotation,2021-02-16 01:21:15.086024,2021-02-16 01:21:15.086024
Case004,Approve Purchase Order for payment,2021-02-14 04:47:07.987196,2021-02-14 04:47:07.987196
Case004,Amend Purchase Requisition,2021-02-14 11:03:00.669214,2021-02-14 11:03:00.669214
Case004,Confirm Purchase Order,2021-02-13 12:20:38.342764,2021-02-13 19:25:07.119848
Case004,Settle Conditions With Supplier,2021-02-16 01:08:57.103464,2021-02-16 05:15:10.235645
Case005,Create Purchase Order,2021-02-20 16:22:58.843108,2021-02-20 16:22:58.843108
Case005,Send Invoice,2021-02-20 03:09:05.519820,2021-02-20 03:09:05.519820
Case005,Create Purchase Requisition,2021-02-19 23:38:31.251596,2021-02-20 03:05:43.894199
Case005,Create Purchase Requisition,2021-02-19 23:38:31.251596,2021-02-19 23:38:31.251596
Case005,Settle Conditions With Supplier,2021-02-19 23:38:31.251596,2021-02-19 23:38:31.251596
Case005,Settle Dispute With Supplier,2021-02-19 12:17:51.112303,2021-02-19 15:51:32.110876
Case005,Release Purchase Order,2021-02-18 10:25:55.709580,2021-02-18 16:10:14.796237
Case005,Send Invoice,2021-02-18 07:31:26.124042,2021-02-18 10:25:55.709580
Case005,Analyze Request for Quotation,2021-02-18 07:31:26.124042,2021-02-18 07:31:26.124042
Case005,Release Supplier's Invoice,2021-02-18 07:31:26.124042,2021-02-18 07:31:26.124042
Case005,Settle Conditions With Supplier,2021-02-17 14:05:31.167224,2021-02-17 14:05:31.167224
Case005,Create Request for Quotation,2021-02-18 17:17:48.741659,2021-02-18 17:17:48.741659
Case005,Analyze Quotation Comparison Map,2021-02-16 21:44:03.622783,2021-02-17 01:49:43.105901
Case005,Create Purchase Requisition,2021-02-17 09:51:46.661752,2021-02-17 14:05:31.167224
Case005,Settle Conditions With Supplier,2021-02-14 04:47:07.404311,2021-02-14 04:47:07.404311
Case005,Release Supplier's Invoice,2021-02-14 21:38:17.960284,2021-02-15 02:42:36.460002
Case005,Pay Invoice,2021-02-15 02:42:36.460002,2021-02-15 02:42:36.460002
Case005,Create Purchase Order,2021-02-14 04:47:07.404311,2021-02-14 11:03:00.086329
Case005,Deliver Goods Services,2021-02-15 06:42:16.367038,2021-02-15 06:42:16.367038
Case005,Analyze Purchase Requisition,2021-02-15 06:42:16.367038,2021-02-15 06:42:16.367038
Case005,Amend Request for Quotation,2021-02-16 01:15:06.629375,2021-02-16 01:15:06.629375
Case005,Release Supplier's Invoice,2021-02-16 01:15:06.629375,2021-02-16 01:15:06.629375
Case005,Create Quotation comparison Map,2021-02-15 02:42:36.460002,2021-02-15 06:42:16.367038
Case006,Choose best option,2021-02-20 19:07:20.817216,2021-02-20 20:52:23.934587
Case006,Settle Dispute With Supplier,2021-02-18 12:14:29.779900,2021-02-18 12:14:29.779900
Case006,Amend Request for Quotation,2021-02-19 01:03:39.386271,2021-02-19 09:02:08.608302
Case006,Send Request for Quotation to Supplier,2021-02-18 17:17:48.741659,2021-02-18 21:47:10.855564
Case006,Settle Conditions With Supplier,2021-02-19 15:51:32.110876,2021-02-19 15:51:32.110876
Case006,Approve Purchase Order for payment,2021-02-20 03:27:59.911092,2021-02-20 03:27:59.911092
Case006,Create Quotation comparison Map,2021-02-13 15:20:02.133277,2021-02-14 01:10:28.826335
Case006,Choose best option,2021-02-20 03:09:05.519820,2021-02-20 07:26:05.408984
Case006,Authorize Supplier's Invoice payment,2021-02-20 23:36:58.613997,2021-02-20 23:36:58.613997
Case006,Create Request for Quotation,2021-02-21 12:51:08.118087,2021-02-22 07:00:33.560363
Case006,Amend Purchase Requisition,2021-02-13 12:20:37.760248,2021-02-13 12:20:37.760248
Case006,Confirm Purchase Order,2021-02-18 18:37:55.924114,2021-02-18 22:11:34.493250
Case006,Analyze Request for Quotation,2021-02-20 03:05:43.894199,2021-02-20 10:32:22.725948
Case006,Analyze Purchase Requisition,2021-02-15 11:45:59.779599,2021-02-15 15:41:27.267163
Case006,Amend Request for Quotation,2021-02-17 17:20:10.957101,2021-02-17 17:22:35.045155
Case006,Release Purchase Order,2021-02-17 14:05:31.167224,2021-02-17 23:14:11.100352
Case006,Create Purchase Order,2021-02-13 12:20:37.759879,2021-02-13 12:20:37.759879
Case006,Choose best option,2021-02-15 03:23:30.851195,2021-02-15 03:23:30.851195
Case006,Choose best option,2021-02-14 11:03:00.086329,2021-02-14 12:13:24.047647
Case006,Pay Invoice,2021-02-15 02:42:36.460002,2021-02-15 02:42:36.460002
Case006,Create Quotation comparison Map,2021-02-15 23:07:23.794253,2021-02-16 00:28:04.237924
Case006,Settle Conditions With Supplier,2021-02-17 02:07:37.614175,2021-02-17 02:07:37.614175
Case006,Send Request for Quotation to Supplier,2021-02-15 06:42:16.367038,2021-02-15 13:52:15.663512
Case006,Analyze Purchase Requisition,2021-02-16 02:47:31.222113,2021-02-16 02:47:31.222113
Case006,Analyze Quotation Comparison Map,2021-02-17 22:31:04.994243,2021-02-17 23:45:57.877699
Case006,Create Request for Quotation,2021-02-15 15:44:42.202819,2021-02-15 15:44:42.202819
Case007,Release Supplier's Invoice,2021-02-18 18:40:17.608479,2021-02-18 19:37:05.616709
Case007,Pay Invoice,2021-02-18 20:20:34.887771,2021-02-18 20:20:34.887771
Case007,Deliver Goods Services,2021-02-18 17:17:48.741659,2021-02-18 17:17:48.741659
Case007,Analyze Purchase Requisition,2021-02-19 15:51:32.110876,2021-02-20 03:11:14.206308
Case007,Create Purchase Requisition,2021-02-19 23:38:31.251596,2021-02-19 23:38:31.251596
Case007,Create Purchase Order,2021-02-13 17:05:11.376384,2021-02-13 17:05:11.376384
Case007,Create Purchase Requisition,2021-02-20 05:32:14.158972,2021-02-20 05:32:14.158972
Case007,Release Supplier's Invoice,2021-02-20 16:22:58.843108,2021-02-21 05:37:23.250838
Case007,Settle Conditions With Supplier,2021-02-20 18:17:30.203625,2021-02-20 21:53:09.760557
Case007,Send Request for Quotation to Supplier,2021-02-13 18:07:47.360725,2021-02-13 18:07:47.360725
Case007,Analyze Quotation Comparison Map,2021-02-19 09:02:58.213504,2021-02-19 19:41:27.563708
Case007,Create Purchase Requisition,2021-02-19 23:38:31.251596,2021-02-19 23:38:31.251596
Case007,Pay Invoice,2021-02-18 07:31:26.124042,2021-02-18 07:31:26.124042
Case007,Send Request for Quotation to Supplier,2021-02-20 03:09:05.519820,2021-02-20 03:09:05.519820
Case007,Analyze Quotation Comparison Map,2021-02-18 01:13:23.071216,2021-02-18 01:13:23.071216
Case007,Choose best option,2021-02-17 15:41:14.208453,2021-02-17 15:41:14.208453
Case007,Settle Conditions With Supplier,2021-02-13 19:49:17.800868,2021-02-13 19:49:17.800868
Case007,Send Request for Quotation to Supplier,2021-02-14 17:53:58.914397,2021-02-14 17:53:58.914397
Case007,Create Purchase Order,2021-02-15 02:42:36.460002,2021-02-15 02:42:36.460002
Case007,Amend Request for Quotation,2021-02-15 02:42:36.460002,2021-02-15 06:11:04.270976
Case007,Amend Request for Quotation,2021-02-14 11:03:00.086329,2021-02-14 11:03:00.086329
Case007,Approve Purchase Order for payment,2021-02-15 06:42:16.367038,2021-02-15 06:42:16.367038
Case007,Confirm Purchase Order,2021-02-15 06:42:16.367038,2021-02-15 06:59:56.384624
Case007,Choose best option,2021-02-16 01:15:06.629375,2021-02-16 16:18:53.490184
Case007,Create Quotation comparison Map,2021-02-16 01:15:06.629375,2021-02-16 02:04:16.450752
Case007,Amend Purchase Requisition,2021-02-17 13:37:48.915609,2021-02-17 18:31:57.166856
Case007,Create Request for Quotation,2021-02-15 16:36:12.699836,2021-02-15 16:36:12.699836
Case008,Analyze Request for Quotation,2021-02-20 01:36:54.371065,2021-02-20 01:36:54.371065
Case008,Analyze Request for Quotation,2021-02-18 10:25:55.709580,2021-02-18 23:19:27.294816
Case008,Create Request for Quotation,2021-02-18 20:30:51.140956,2021-02-19 00:12:41.186484
Case008,Send Request for Quotation to Supplier,2021-02-20 13:42:23.481973,2021-02-21 00:13:09.665750
Case008,Amend Purchase Requisition,2021-02-13 14:24:11.820972,2021-02-13 21:40:41.714885
Case008,Analyze Request for Quotation,2021-02-20 03:05:43.894199,2021-02-20 04:31:49.188572
Case008,Settle Conditions With Supplier,2021-02-20 03:09:05.519820,2021-02-20 06:01:20.620471
Case008,Pay Invoice,2021-02-20 16:22:58.843108,2021-02-20 16:22:58.843108
Case008,Send Invoice,2021-02-13 17:36:57.962589,2021-02-14 01:57:02.688999
Case008,Authorize Supplier's Invoice payment,2021-02-18 08:27:54.492708,2021-02-18 09:00:05.989292
Case008,Analyze Purchase Requisition,2021-02-20 04:35:14.883855,2021-02-20 19:53:32.613729
Case008,Confirm Purchase Order,2021-02-18 11:16:03.390068,2021-02-18 19:09:58.650841
Case008,Analyze Request for Quotation,2021-02-15 06:42:16.367038,2021-02-15 09:36:03.732246
Case008,Create Request for Quotation,2021-02-17 14:05:31.167224,2021-02-17 19:36:22.729152
Case008,Release Purchase Order,2021-02-13 23:34:56.857264,2021-02-14 23:43:55.036280
Case008,Choose best option,2021-02-14 04:47:07.404311,2021-02-14 22:13:59.179328
Case008,Release Supplier's Invoice,2021-02-17 14:05:31.167224,2021-02-17 14:05:31.167224
Case008,Pay Invoice,2021-02-15 02:42:36.460002,2021-02-15 15:35:31.048778
Case008,Release Supplier's Invoice,2021-02-14 16:13:38.520739,2021-02-15 02:47:19.222338
Case008,Create Purchase Requisition,2021-02-15 16:51:05.957835,2021-02-16 05:37:44.021113
Case008,Analyze Purchase Requisition,2021-02-15 06:42:16.367038,2021-02-15 09:01:00.495857
Case008,Create Purchase Requisition,2021-02-16 16:17:30.799182,2021-02-16 21:50:10.787156
Case008,Pay Invoice,2021-02-16 01:15:06.629375,2021-02-16 04:41:59.438652
Case008,Analyze Purchase Requisition,2021-02-17 08:54:57.417882,2021-02-18 04:26:35.573857
Case008,Amend Request for Quotation,2021-02-15 11:33:11.105273,2021-02-15 18:45:03.752330
Case009,Amend Purchase Requisition,2021-02-15 06:42:16.367038,2021-02-15 09:29:56.375397
Case009,Analyze Purchase Requisition,2021-02-15 06:42:16.367038,2021-02-15 12:11:26.173251
Case009,Amend Request for Quotation,2021-02-16 01:21:14.503139,2021-02-16 01:21:14.503139
Case009,Approve Purchase Order for payment,2021-02-14 04:47:07.404311,2021-02-14 04:47:07.404311
Case009,Amend Purchase Requisition,2021-02-14 11:03:00.086329,2021-02-14 11:03:00.086329
Case009,Confirm Purchase Order,2021-02-13 12:20:37.759879,2021-02-13 19:25:06.536963
Case009,Settle Conditions With Supplier,2021-02-16 01:08:56.520579,2021-02-16 05:15:09.652760
Case010,Create Purchase Order,2021-02-20 16:22:59.971410,2021-02-20 16:22:59.971410
Case010,Send Invoice,2021-02-20 03:09:06.648122,2021-02-20 03:09:06.648122
Case010,Create Purchase Requisition,2021-02-19 23:38:32.379898,2021-02-20 03:05:45.022501
Case010,Create Purchase Requisition,2021-02-19 23:38:32.379898,2021-02-19 23:38:32.379898
Case010,Settle Conditions With Supplier,2021-02-19 23:38:32.379898,2021-02-19 23:38:32.379898
Case010,Settle Dispute With Supplier,2021-02-19 12:17:52.240605,2021-02-19 15:51:33.239178
Case010,Release Purchase Order,2021-02-18 10:25:56.837882,2021-02-18 16:10:15.924539
Case010,Send Invoice,2021-02-18 07:31:27.252344,2021-02-18 10:25:56.837882
Case010,Analyze Request for Quotation,2021-02-18 07:31:27.252344,2021-02-18 07:31:27.252344
Case010,Release Supplier's Invoice,2021-02-18 07:31:27.252344,2021-02-18 07:31:27.252344
Case010,Settle Conditions With Supplier,2021-02-17 14:05:32.295526,2021-02-17 14:05:32.295526
Case010,Create Request for Quotation,2021-02-18 17:17:49.869961,2021-02-18 17:17:49.869961
Case010,Analyze Quotation Comparison Map,2021-02-16 21:44:04.751085,2021-02-17 01:49:44.234203
Case010,Create Purchase Requisition,2021-02-17 09:51:47.790054,2021-02-17 14:05:32.295526
Case010,Settle Conditions With Supplier,2021-02-14 04:47:08.532613,2021-02-14 04:47:08.532613
Case010,Create Purchase Order,2021-02-14 04:47:08.532613,2021-02-14 11:03:01.214631
Case010,Pay Invoice,2021-02-15 02:42:37.588304,2021-02-15 02:42:37.588304
Case010,Release Supplier's Invoice,2021-02-14 21:38:19.088586,2021-02-15 02:42:37.588304
Case010,Deliver Goods Services,2021-02-15 06:42:17.495340,2021-02-15 06:42:17.495340
Case010,Analyze Purchase Requisition,2021-02-15 06:42:17.495340,2021-02-15 06:42:17.495340
Case010,Amend Request for Quotation,2021-02-16 01:15:07.757677,2021-02-16 01:15:07.757677
Case010,Release Supplier's Invoice,2021-02-16 01:15:07.757677,2021-02-16 01:15:07.757677
Case010,Create Quotation comparison Map,2021-02-15 02:42:37.588304,2021-02-15 06:42:17.495340
Case011,Choose best option,2021-02-20 19:07:21.945518,2021-02-20 20:52:25.062889
Case011,Settle Dispute With Supplier,2021-02-18 12:14:30.908202,2021-02-18 12:14:30.908202
Case011,Amend Request for Quotation,2021-02-19 01:03:40.514573,2021-02-19 09:02:09.736604
Case011,Send Request for Quotation to Supplier,2021-02-18 17:17:49.869961,2021-02-18 21:47:11.983866
Case011,Settle Conditions With Supplier,2021-02-19 15:51:33.239178,2021-02-19 15:51:33.239178
Case011,Approve Purchase Order for payment,2021-02-20 03:28:01.039394,2021-02-20 03:28:01.039394
Case011,Amend Purchase Requisition,2021-02-13 12:20:38.893919,2021-02-13 12:20:38.893919
Case011,Analyze Request for Quotation,2021-02-20 03:05:45.022501,2021-02-20 10:32:23.854250
Case011,Choose best option,2021-02-20 03:09:06.648122,2021-02-20 07:26:06.537286
Case011,Authorize Supplier's Invoice payment,2021-02-20 23:36:59.742299,2021-02-20 23:36:59.742299
Case011,Create Request for Quotation,2021-02-21 12:51:09.246389,2021-02-22 07:00:34.688665
Case011,Confirm Purchase Order,2021-02-18 18:37:57.052416,2021-02-18 22:11:35.621552
Case011,Create Quotation comparison Map,2021-02-13 15:20:03.261579,2021-02-14 01:10:29.954637
Case011,Create Quotation comparison Map,2021-02-15 23:07:24.922555,2021-02-16 00:28:05.366226
Case011,Amend Request for Quotation,2021-02-17 17:20:12.085403,2021-02-17 17:22:36.173457
Case011,Release Purchase Order,2021-02-17 14:05:32.295526,2021-02-17 23:14:12.228654
Case011,Create Purchase Order,2021-02-13 12:20:38.888181,2021-02-13 12:20:38.888181
Case011,Choose best option,2021-02-15 03:23:31.979497,2021-02-15 03:23:31.979497
Case011,Pay Invoice,2021-02-15 02:42:37.588304,2021-02-15 02:42:37.588304
Case011,Choose best option,2021-02-14 11:03:01.214631,2021-02-14 12:13:25.175949
Case011,Analyze Purchase Requisition,2021-02-15 11:46:00.907901,2021-02-15 15:41:28.395465
Case011,Send Request for Quotation to Supplier,2021-02-15 06:42:17.495340,2021-02-15 13:52:16.791814
Case011,Analyze Purchase Requisition,2021-02-16 02:47:32.350415,2021-02-16 02:47:32.350415
Case011,Analyze Quotation Comparison Map,2021-02-17 22:31:06.122545,2021-02-17 23:45:59.006001
Case011,Settle Conditions With Supplier,2021-02-17 02:07:38.742477,2021-02-17 02:07:38.742477
Case011,Create Request for Quotation,2021-02-15 15:44:43.331121,2021-02-15 15:44:43.331121
Case012,Analyze Purchase Requisition,2021-02-19 15:51:33.239178,2021-02-20 03:11:15.334610
Case012,Release Supplier's Invoice,2021-02-18 18:40:18.736781,2021-02-18 19:37:06.745011
Case012,Pay Invoice,2021-02-18 20:20:36.016073,2021-02-18 20:20:36.016073
Case012,Deliver Goods Services,2021-02-18 17:17:49.869961,2021-02-18 17:17:49.869961
Case012,Create Purchase Requisition,2021-02-19 23:38:32.379898,2021-02-19 23:38:32.379898
Case012,Analyze Quotation Comparison Map,2021-02-19 09:02:59.341806,2021-02-19 19:41:28.692010
Case012,Create Purchase Requisition,2021-02-20 05:32:15.287274,2021-02-20 05:32:15.287274
Case012,Send Request for Quotation to Supplier,2021-02-20 03:09:06.648122,2021-02-20 03:09:06.648122
Case012,Release Supplier's Invoice,2021-02-20 16:22:59.971410,2021-02-21 05:37:24.379140
Case012,Send Request for Quotation to Supplier,2021-02-13 18:07:48.494396,2021-02-13 18:07:48.494396
Case012,Create Purchase Order,2021-02-13 17:05:12.504686,2021-02-13 17:05:12.504686
Case012,Create Purchase Requisition,2021-02-19 23:38:32.379898,2021-02-19 23:38:32.379898
Case012,Pay Invoice,2021-02-18 07:31:27.252344,2021-02-18 07:31:27.252344
Case012,Settle Conditions With Supplier,2021-02-20 18:17:31.331927,2021-02-20 21:53:10.888859
Case012,Analyze Quotation Comparison Map,2021-02-18 01:13:24.199518,2021-02-18 01:13:24.199518
Case012,Settle Conditions With Supplier,2021-02-13 19:49:18.929170,2021-02-13 19:49:18.929170
Case012,Choose best option,2021-02-17 15:41:15.336755,2021-02-17 15:41:15.336755
Case012,Send Request for Quotation to Supplier,2021-02-14 17:54:00.042699,2021-02-14 17:54:00.042699
Case012,Amend Request for Quotation,2021-02-14 11:03:01.214631,2021-02-14 11:03:01.214631
Case012,Create Purchase Order,2021-02-15 02:42:37.588304,2021-02-15 02:42:37.588304
Case012,Amend Request for Quotation,2021-02-15 02:42:37.588304,2021-02-15 06:11:05.399278
Case012,Approve Purchase Order for payment,2021-02-15 06:42:17.495340,2021-02-15 06:42:17.495340
Case012,Confirm Purchase Order,2021-02-15 06:42:17.495340,2021-02-15 06:59:57.512926
Case012,Choose best option,2021-02-16 01:15:07.757677,2021-02-16 16:18:54.618486
Case012,Create Quotation comparison Map,2021-02-16 01:15:07.757677,2021-02-16 02:04:17.579054
Case012,Amend Purchase Requisition,2021-02-17 13:37:50.043911,2021-02-17 18:31:58.295158
Case012,Create Request for Quotation,2021-02-15 16:36:13.828138,2021-02-15 16:36:13.828138
Case013,Analyze Request for Quotation,2021-02-18 10:25:56.837882,2021-02-18 23:19:28.423118
Case013,Create Request for Quotation,2021-02-18 20:30:52.269258,2021-02-19 00:12:42.314786
Case013,Analyze Request for Quotation,2021-02-20 01:36:55.499367,2021-02-20 01:36:55.499367
