case:concept:name,concept:name,time:timestamp,org:resources,lifecyle:transition
6,Radicar Solicitud Homologacion,2016-04-28 14:12:44.395139,5183,complete
6,Validar solicitud,2016-04-28 14:12:44.395139,22475,start
6,Validar solicitud,2016-04-28 14:41:17.097474,22475,complete
6,Homologacion por grupo de cursos,2016-05-01 05:19:55.192211,22475,start
6,Homologacion por grupo de cursos,2016-05-01 06:46:28.727388,957,complete
6,End,2016-05-01 06:46:28.727388,End,start
6,End,2016-05-01 06:46:28.727388,End,complete
7,Start,2016-04-29 04:54:03.669586,Start,start
7,Start,2016-04-29 04:54:03.669586,Start,complete
7,Traer informacion estudiante - banner,2016-04-29 04:54:03.669586,15884,start
7,Traer informacion estudiante - banner,2016-04-29 04:54:03.669586,15884,complete
7,Radicar Solicitud Homologacion,2016-04-29 04:54:03.669586,15884,start
7,Radicar Solicitud Homologacion,2016-04-29 04:58:32.282678,15884,complete
7,Validar solicitud,2016-04-30 09:49:05.024494,18929,start
7,Validar solicitud,2016-04-30 09:55:22.820131,18929,complete
7,Homologacion por grupo de cursos,2016-05-01 15:02:17.501698,957,start
7,Revisar curso,2016-05-01 15:02:17.622638,1646,start
7,Revisar curso,2016-05-01 15:43:37.608551,1646,complete
7,Homologacion por grupo de cursos,2016-05-01 18:51:38.718546,957,complete
7,Evaluacion curso,2016-05-13 05:29:46.714362,10665,start
7,Evaluacion curso,2016-05-13 05:49:26.259366,10665,complete
7,Validacion final,2016-05-13 05:49:26.259366,1646,start
7,Validacion final,2016-05-13 05:58:22.710733,1646,complete
7,Visto Bueno Cierre Proceso,2016-05-13 05:58:22.710733,12535,start
7,Visto Bueno Cierre Proceso,2016-05-13 06:01:35.129423,12535,complete
7,Validacion final,2016-06-03 13:09:08.452116,1646,start
7,Validacion final,2016-06-03 13:24:40.301590,1646,complete
7,Visto Bueno Cierre Proceso,2016-06-06 17:45:26.774656,12535,start
7,Visto Bueno Cierre Proceso,2016-06-06 18:07:23.079489,12535,complete
7,Transferir Creditos,2016-06-06 18:07:23.079489,12535,start
7,Transferir Creditos,2016-06-06 18:07:23.079489,12535,complete
7,Transferir creditos homologables,2016-06-06 18:07:23.114286,12535,start
7,Transferir creditos homologables,2016-06-06 18:07:23.114286,12535,complete
7,Transferir creditos homologables,2016-06-06 18:07:23.202128,12535,start
7,Transferir creditos homologables,2016-06-06 18:07:23.202128,12535,complete
7,Transferir creditos homologables,2016-06-06 18:07:23.263513,12535,start
7,Transferir creditos homologables,2016-06-06 18:07:23.263513,12535,complete
7,Transferir creditos homologables,2016-06-06 18:07:23.487908,12535,start
7,Transferir creditos homologables,2016-06-06 18:07:23.487908,12535,complete
7,Transferir creditos homologables,2016-06-06 18:07:23.611554,12535,start
7,Transferir creditos homologables,2016-06-06 18:07:23.611554,12535,complete
7,End,2016-06-06 18:07:23.611554,End,start
7,End,2016-06-06 18:07:23.611554,End,complete
8,Start,2016-04-29 06:57:11.426032,Start,start
8,Start,2016-04-29 06:57:11.426032,Start,complete
8,Traer informacion estudiante - banner,2016-04-29 06:57:11.426032,5183,start
8,Traer informacion estudiante - banner,2016-04-29 06:57:11.426032,5183,complete
8,Radicar Solicitud Homologacion,2016-04-29 06:57:11.833942,5183,start
8,Radicar Solicitud Homologacion,2016-04-29 07:04:01.752298,5183,complete
8,Cancelar Solicitud,2016-04-29 07:04:01.752298,10280,start
8,Cancelar Solicitud,2016-04-29 14:12:26.477557,10280,complete
8,Notificacion estudiante cancelacion soli,2016-05-06 13:13:46.798272,10280,start
8,Notificacion estudiante cancelacion soli,2016-05-06 13:13:46.798272,10280,complete
8,End,2016-05-06 13:13:46.798272,End,start
8,End,2016-05-06 13:13:46.798272,End,complete
9,Start,2016-04-29 07:54:59.002636,Start,start
9,Start,2016-04-29 07:54:59.002636,Start,complete
9,Homologacion por grupo de cursos,2016-04-29 07:54:59.002636,3445,start
9,Traer informacion estudiante - banner,2016-04-29 09:20:20.986315,4708,start
9,Traer informacion estudiante - banner,2016-04-29 09:20:20.986315,4708,complete
9,Radicar Solicitud Homologacion,2016-04-29 09:20:28.579629,4708,start
9,Radicar Solicitud Homologacion,2016-04-29 09:22:47.880375,4708,complete
9,Validar solicitud,2016-04-29 09:22:47.880375,677,start
9,Validar solicitud,2016-04-29 09:23:31.304470,677,complete
9,End,2016-04-29 09:23:31.304470,End,start
9,End,2016-04-29 09:23:31.304470,End,complete
9,Homologacion por grupo de cursos,2016-04-29 13:12:51.480352,3445,complete
10,Start,2016-04-29 09:39:50.600670,Start,start
10,Start,2016-04-29 09:39:50.600670,Start,complete
10,Traer informacion estudiante - banner,2016-04-29 09:39:50.600670,15352,start
10,Traer informacion estudiante - banner,2016-04-29 09:39:50.600670,15352,complete
10,Radicar Solicitud Homologacion,2016-04-29 09:39:53.851176,15352,start
10,Radicar Solicitud Homologacion,2016-04-29 09:39:53.851176,15352,complete
10,Validar solicitud,2016-04-29 09:39:53.851176,18929,start
10,Validar solicitud,2016-04-29 09:39:53.851176,18929,complete
10,Homologacion por grupo de cursos,2016-04-29 22:16:50.221832,18929,start
10,Revisar curso,2016-04-29 22:16:51.092861,1646,start
10,Revisar curso,2016-04-29 22:16:51.092861,1646,complete
10,Homologacion por grupo de cursos,2016-04-30 02:56:05.449087,957,complete
10,Evaluacion curso,2016-05-06 12:15:27.198982,10665,start
10,Evaluacion curso,2016-05-06 12:15:27.198982,10665,complete
10,Validacion final,2016-05-14 05:50:23.494902,1646,start
10,Validacion final,2016-05-14 05:56:18.368186,1646,complete
10,Visto Bueno Cierre Proceso,2016-05-15 09:21:26.261335,12535,start
10,Visto Bueno Cierre Proceso,2016-05-15 10:47:48.104504,12535,complete
10,End,2016-05-15 10:47:48.104504,End,start
10,End,2016-05-15 10:47:48.104504,End,complete
11,Start,2016-04-29 09:39:50.600670,Start,start
11,Start,2016-04-29 09:39:50.600670,Start,complete
11,Traer informacion estudiante - banner,2016-04-29 09:39:50.600670,17642,start
11,Traer informacion estudiante - banner,2016-04-29 09:39:50.600670,17642,complete
11,Radicar Solicitud Homologacion,2016-04-29 09:39:51.426573,17642,start
11,Radicar Solicitud Homologacion,2016-04-29 09:39:51.426573,17642,complete
11,Validar solicitud,2016-04-29 09:39:51.426573,677,start
11,Validar solicitud,2016-04-29 09:39:51.426573,677,complete
11,Homologacion por grupo de cursos,2016-05-08 03:45:33.793850,3445,start
11,Revisar curso,2016-05-08 03:45:35.153231,677,start
11,Revisar curso,2016-05-08 03:45:35.153231,677,complete
11,Homologacion por grupo de cursos,2016-05-08 04:53:57.305600,957,complete
11,Evaluacion curso,2016-05-15 22:47:58.997043,10665,start
11,Evaluacion curso,2016-05-15 23:22:29.855641,10665,complete
11,Validacion final,2016-05-15 23:22:29.855641,1646,start
11,Validacion final,2016-05-15 23:35:51.870555,1646,complete
11,Visto Bueno Cierre Proceso,2016-05-21 05:25:35.450685,12535,start
11,Visto Bueno Cierre Proceso,2016-05-21 05:28:34.748903,12535,complete
11,End,2016-05-21 05:28:34.748903,End,start
11,End,2016-05-21 05:28:34.748903,End,complete
12,Start,2016-04-29 11:10:17.769252,Start,start
12,Start,2016-04-29 11:10:17.769252,Start,complete
12,Traer informacion estudiante - banner,2016-04-29 11:10:17.769252,11692,start
12,Traer informacion estudiante - banner,2016-04-29 11:10:17.769252,11692,complete
12,Radicar Solicitud Homologacion,2016-04-29 11:10:17.769252,11692,start
12,Radicar Solicitud Homologacion,2016-04-29 11:15:32.382824,11692,complete
12,Cancelar Solicitud,2016-05-01 07:43:20.053569,22404,start
12,Cancelar Solicitud,2016-05-01 07:43:20.053569,22404,complete
12,Notificacion estudiante cancelacion soli,2016-05-01 07:43:20.053569,22404,start
12,Notificacion estudiante cancelacion soli,2016-05-01 07:43:20.053569,22404,complete
12,End,2016-05-01 07:43:20.053569,End,start
12,End,2016-05-01 07:43:20.053569,End,complete
13,Start,2016-04-29 11:10:17.769252,Start,start
13,Start,2016-04-29 11:10:17.769252,Start,complete
13,Traer informacion estudiante - banner,2016-04-29 11:10:17.769252,8813,start
13,Traer informacion estudiante - banner,2016-04-29 11:10:17.769252,8813,complete
13,Radicar Solicitud Homologacion,2016-04-29 11:10:18.633038,8813,start
13,Radicar Solicitud Homologacion,2016-04-29 11:11:53.922239,8813,complete
13,Validar solicitud,2016-04-29 11:11:53.922239,677,start
13,Validar solicitud,2016-04-29 11:11:53.922239,677,complete
13,Homologacion por grupo de cursos,2016-05-04 16:12:31.961708,3445,start
13,Homologacion por grupo de cursos,2016-05-04 18:27:56.565691,957,complete
13,End,2016-05-04 18:27:56.565691,End,start
13,End,2016-05-04 18:27:56.565691,End,complete
14,Start,2016-04-29 21:01:40.022307,Start,start
14,Start,2016-04-29 21:01:40.022307,Start,complete
14,Traer informacion estudiante - banner,2016-04-29 21:01:40.022307,5151,start
14,Traer informacion estudiante - banner,2016-04-29 21:01:40.022307,5151,complete
14,Radicar Solicitud Homologacion,2016-04-29 21:01:44.433880,5151,start
14,Radicar Solicitud Homologacion,2016-04-29 21:01:44.433880,5151,complete
14,Cancelar Solicitud,2016-04-29 21:01:44.433880,10280,start
14,Cancelar Solicitud,2016-04-29 21:01:44.433880,10280,complete
14,Notificacion estudiante cancelacion soli,2016-05-25 04:41:28.443730,10280,start
14,Notificacion estudiante cancelacion soli,2016-05-25 04:41:28.443730,10280,complete
14,End,2016-05-25 04:41:28.443730,End,start
14,End,2016-05-25 04:41:28.443730,End,complete
15,Start,2016-04-30 01:23:06.967467,Start,start
15,Start,2016-04-30 01:23:06.967467,Start,complete
15,Traer informacion estudiante - banner,2016-04-30 01:23:06.967467,2649,start
15,Traer informacion estudiante - banner,2016-04-30 01:23:06.967467,2649,complete
15,Radicar Solicitud Homologacion,2016-04-30 01:23:15.866589,2649,start
15,Radicar Solicitud Homologacion,2016-04-30 01:32:09.529910,2649,complete
15,Notificacion estudiante cancelacion soli,2016-05-13 11:22:46.695160,10280,start
15,Notificacion estudiante cancelacion soli,2016-05-13 11:22:46.695160,10280,complete
15,End,2016-05-13 11:22:46.695160,End,start
15,End,2016-05-13 11:22:46.695160,End,complete
16,Start,2016-04-30 01:23:06.967467,Start,start
16,Start,2016-04-30 01:23:06.967467,Start,complete
16,Traer informacion estudiante - banner,2016-04-30 01:23:06.967467,7775,start
16,Traer informacion estudiante - banner,2016-04-30 01:23:06.967467,7775,complete
16,Radicar Solicitud Homologacion,2016-04-30 01:23:10.134277,7775,start
16,Radicar Solicitud Homologacion,2016-04-30 01:29:20.932450,7775,complete
16,Validar solicitud,2016-05-05 12:04:44.288589,7080,start
16,Validar solicitud,2016-05-05 12:25:15.507227,7080,complete
16,Homologacion por grupo de cursos,2016-05-07 01:49:19.744422,6889,start
16,Revisar curso,2016-05-07 01:49:21.081503,7080,start
16,Revisar curso,2016-05-07 04:39:34.794440,7080,complete
16,Evaluacion curso,2016-05-08 15:33:07.712306,22485,start
16,Evaluacion curso,2016-05-08 15:33:07.712306,22485,complete
16,Homologacion por grupo de cursos,2016-05-08 15:42:15.577349,6889,complete
16,Validar solicitud / pre-homologacion,2016-05-21 03:23:39.234911,22475,start
16,Validar solicitud / pre-homologacion,2016-05-21 03:27:59.007529,22475,complete
16,End,2016-05-21 03:27:59.007529,End,start
16,End,2016-05-21 03:27:59.007529,End,complete
17,Start,2016-04-30 07:45:48.070566,Start,start
17,Start,2016-04-30 07:45:48.070566,Start,complete
17,Traer informacion estudiante - banner,2016-04-30 07:45:48.070566,12532,start
17,Traer informacion estudiante - banner,2016-04-30 07:45:48.070566,12532,complete
17,Radicar Solicitud Homologacion,2016-04-30 07:45:53.862472,12532,start
17,Radicar Solicitud Homologacion,2016-04-30 07:49:03.023331,12532,complete
17,Cancelar Solicitud,2016-04-30 07:49:03.023331,19019,start
17,Validar solicitud,2016-04-30 07:49:03.023331,19019,start
17,Validar solicitud,2016-04-30 08:09:54.652667,19019,complete
17,Cancelar Solicitud,2016-04-30 09:08:55.169600,10280,complete
17,Revisar curso,2016-04-30 09:08:55.169600,1646,start
17,Revisar curso,2016-04-30 09:13:59.722121,1646,complete
17,Notificacion estudiante cancelacion soli,2016-04-30 09:13:59.722121,10280,start
17,Notificacion estudiante cancelacion soli,2016-04-30 09:13:59.722121,10280,complete
17,End,2016-04-30 09:13:59.722121,End,start
17,End,2016-04-30 09:13:59.722121,End,complete
18,Start,2016-04-30 08:38:10.466761,Start,start
18,Start,2016-04-30 08:38:10.466761,Start,complete
18,Traer informacion estudiante - banner,2016-04-30 08:38:10.466761,1113,start
18,Traer informacion estudiante - banner,2016-04-30 08:38:10.466761,1113,complete
18,Radicar Solicitud Homologacion,2016-04-30 08:38:15.141768,1113,start
18,Radicar Solicitud Homologacion,2016-04-30 08:43:50.696621,1113,complete
18,Validar solicitud,2016-05-05 12:52:50.269415,1707,start
18,Validar solicitud,2016-05-05 12:52:50.269415,1707,complete
18,Homologacion por grupo de cursos,2016-05-06 15:49:16.299851,15930,start
18,Revisar curso,2016-05-06 15:49:16.344265,1707,start
18,Revisar curso,2016-05-06 15:49:16.344265,1707,complete
18,Evaluacion curso,2016-05-06 15:49:16.344265,10665,start
18,Evaluacion curso,2016-05-06 16:34:12.622911,10665,complete
18,Homologacion por grupo de cursos,2016-05-06 16:34:12.622911,957,complete
18,Validacion final,2016-05-11 00:52:01.111708,1646,start
18,Validacion final,2016-05-11 00:52:01.111708,1646,complete
18,Visto Bueno Cierre Proceso,2016-05-11 00:52:01.111708,12535,start
18,Visto Bueno Cierre Proceso,2016-05-11 00:52:01.111708,12535,complete
18,End,2016-05-11 00:52:01.111708,End,start
18,End,2016-05-11 00:52:01.111708,End,complete
19,Start,2016-04-30 11:35:08.076279,Start,start
19,Start,2016-04-30 11:35:08.076279,Start,complete
19,Traer informacion estudiante - banner,2016-04-30 11:35:08.076279,8064,start
19,Traer informacion estudiante - banner,2016-04-30 11:35:08.076279,8064,complete
19,Radicar Solicitud Homologacion,2016-04-30 11:35:13.719556,8064,start
19,Radicar Solicitud Homologacion,2016-04-30 11:35:13.719556,8064,complete
19,Validar solicitud,2016-04-30 11:35:13.719556,18929,start
19,Validar solicitud,2016-04-30 11:52:09.013138,18929,complete
19,Revisar curso,2016-04-30 15:46:53.789126,1646,start
19,Revisar curso,2016-04-30 16:43:13.136352,1646,complete
19,Homologacion por grupo de cursos,2016-04-30 16:43:13.136352,957,start
19,Evaluacion curso,2016-04-30 16:46:40.266151,10665,start
19,Homologacion por grupo de cursos,2016-04-30 17:28:23.564245,957,complete
19,Evaluacion curso,2016-04-30 17:28:23.564245,10665,complete
19,Validacion final,2016-04-30 17:28:23.564245,1646,start
19,Validacion final,2016-04-30 17:28:23.564245,1646,complete
19,Visto Bueno Cierre Proceso,2016-04-30 17:28:23.564245,12535,start
19,Visto Bueno Cierre Proceso,2016-04-30 17:32:58.746349,12535,complete
19,End,2016-04-30 17:32:58.746349,End,start
19,End,2016-04-30 17:32:58.746349,End,complete
20,Start,2016-04-30 14:08:24.866657,Start,start
20,Start,2016-04-30 14:08:24.866657,Start,complete
20,Traer informacion estudiante - banner,2016-04-30 14:08:24.866657,21562,start
20,Traer informacion estudiante - banner,2016-04-30 14:08:24.866657,21562,complete
20,Radicar Solicitud Homologacion,2016-04-30 14:08:25.315382,21562,start
20,Radicar Solicitud Homologacion,2016-04-30 14:18:58.651636,21562,complete
20,Cancelar Solicitud,2016-04-30 22:22:57.535100,10280,start
20,Cancelar Solicitud,2016-05-01 01:27:16.023706,10280,complete
20,Notificacion estudiante cancelacion soli,2016-06-05 04:11:54.166497,10280,start
20,Notificacion estudiante cancelacion soli,2016-06-05 04:11:54.166497,10280,complete
20,End,2016-06-05 04:11:54.166497,End,start
20,End,2016-06-05 04:11:54.166497,End,complete
21,Start,2016-04-30 14:08:24.866657,Start,start
21,Start,2016-04-30 14:08:24.866657,Start,complete
21,Traer informacion estudiante - banner,2016-04-30 14:08:24.866657,8428,start
21,Traer informacion estudiante - banner,2016-04-30 14:08:24.866657,8428,complete
21,Radicar Solicitud Homologacion,2016-04-30 14:08:28.424725,8428,start
21,Radicar Solicitud Homologacion,2016-04-30 14:08:28.424725,8428,complete
21,Validar solicitud,2016-05-04 22:48:31.506501,19019,start
21,Validar solicitud,2016-05-04 22:48:31.506501,19019,complete
21,Homologacion por grupo de cursos,2016-05-13 00:50:09.207741,1007,start
21,Homologacion por grupo de cursos,2016-05-13 02:09:37.001851,957,complete
21,Revisar curso,2016-05-13 02:09:37.072272,1646,start
21,Revisar curso,2016-05-13 02:20:09.103696,1646,complete
21,Cancelar curso,2016-05-13 02:20:09.914186,22404,start
21,Cancelar curso,2016-05-13 02:20:09.914186,22404,complete
21,End,2016-05-13 02:20:09.914186,End,start
21,End,2016-05-13 02:20:09.914186,End,complete
22,Start,2016-04-30 14:44:26.900751,Start,start
22,Start,2016-04-30 14:44:26.900751,Start,complete
22,Traer informacion estudiante - banner,2016-04-30 14:44:26.900751,15356,start
22,Traer informacion estudiante - banner,2016-04-30 14:44:26.900751,15356,complete
22,Radicar Solicitud Homologacion,2016-04-30 14:44:29.413126,15356,start
22,Radicar Solicitud Homologacion,2016-04-30 14:44:29.413126,15356,complete
22,Cancelar Solicitud,2016-04-30 14:44:29.413126,10280,start
22,Cancelar Solicitud,2016-04-30 14:47:43.957305,10280,complete
22,Notificacion estudiante cancelacion soli,2016-05-21 04:38:17.882619,10280,start
22,Notificacion estudiante cancelacion soli,2016-05-21 04:38:17.882619,10280,complete
22,End,2016-05-21 04:38:17.882619,End,start
22,End,2016-05-21 04:38:17.882619,End,complete
23,Start,2016-04-30 16:48:16.116916,Start,start
23,Start,2016-04-30 16:48:16.116916,Start,complete
23,Traer informacion estudiante - banner,2016-04-30 16:48:16.116916,8428,start
23,Traer informacion estudiante - banner,2016-04-30 16:48:16.116916,8428,complete
23,Radicar Solicitud Homologacion,2016-04-30 16:48:17.007349,8428,start
23,Radicar Solicitud Homologacion,2016-04-30 16:49:46.786156,8428,complete
23,Validar solicitud,2016-05-04 05:01:06.777520,19019,start
23,Validar solicitud,2016-05-04 05:06:17.408979,19019,complete
23,Homologacion por grupo de cursos,2016-05-04 05:06:17.408979,1007,start
23,Revisar curso,2016-05-04 05:06:18.491926,1646,start
23,Revisar curso,2016-05-04 05:15:04.861936,1646,complete
23,Evaluacion curso,2016-05-04 05:15:04.861936,10665,start
23,Evaluacion curso,2016-05-04 05:21:01.664246,10665,complete
23,Homologacion por grupo de cursos,2016-05-04 05:21:01.664246,957,complete
23,Validacion final,2016-06-22 18:43:02.951392,1646,start
23,Validacion final,2016-06-22 18:44:40.899398,1646,complete
23,Visto Bueno Cierre Proceso,2016-06-24 16:37:38.442299,12535,start
23,Visto Bueno Cierre Proceso,2016-06-24 16:37:38.442299,12535,complete
23,Transferir Creditos,2016-06-24 16:37:38.442299,12535,start
23,Transferir Creditos,2016-06-24 16:37:38.442299,12535,complete
23,Transferir creditos homologables,2016-06-24 16:37:38.462899,12535,start
23,Transferir creditos homologables,2016-06-24 16:37:38.462899,12535,complete
23,End,2016-06-24 16:37:38.462899,End,start
23,End,2016-06-24 16:37:38.462899,End,complete
24,Start,2016-04-30 19:34:19.676281,Start,start
24,Start,2016-04-30 19:34:19.676281,Start,complete
24,Traer informacion estudiante - banner,2016-04-30 19:34:19.676281,7641,start
24,Traer informacion estudiante - banner,2016-04-30 19:34:19.676281,7641,complete
24,Radicar Solicitud Homologacion,2016-04-30 19:34:21.294584,7641,start
24,Radicar Solicitud Homologacion,2016-04-30 19:37:55.640575,7641,complete
24,Notificacion estudiante cancelacion soli,2016-05-11 04:24:28.846493,10280,start
24,Notificacion estudiante cancelacion soli,2016-05-11 04:24:28.846493,10280,complete
24,End,2016-05-11 04:24:28.846493,End,start
24,End,2016-05-11 04:24:28.846493,End,complete
25,Start,2016-04-30 19:34:19.676281,Start,start
25,Start,2016-04-30 19:34:19.676281,Start,complete
25,Radicar Solicitud Homologacion,2016-04-30 19:34:19.676281,19019,start
25,Radicar Solicitud Homologacion,2016-04-30 19:34:19.676281,19019,complete
25,End,2016-04-30 19:34:19.676281,End,start
25,End,2016-04-30 19:34:19.676281,End,complete
26,Start,2016-04-30 21:42:34.474822,Start,start
26,Start,2016-04-30 21:42:34.474822,Start,complete
26,Traer informacion estudiante - banner,2016-04-30 21:42:34.474822,8064,start
26,Traer informacion estudiante - banner,2016-04-30 21:42:34.474822,8064,complete
26,Radicar Solicitud Homologacion,2016-04-30 21:42:35.715286,8064,start
26,Radicar Solicitud Homologacion,2016-04-30 21:46:41.320632,8064,complete
26,Validar solicitud,2016-04-30 22:10:25.090772,18929,start
26,Validar solicitud,2016-04-30 23:03:08.264458,18929,complete
26,Homologacion por grupo de cursos,2016-04-30 23:03:08.264458,957,start
26,Revisar curso,2016-04-30 23:03:09.435002,1646,start
26,Revisar curso,2016-04-30 23:13:46.804151,1646,complete
26,Homologacion por grupo de cursos,2016-05-01 04:33:43.659884,957,complete
26,Evaluacion curso,2016-05-02 02:52:29.509631,10665,start
26,Evaluacion curso,2016-05-02 03:03:16.729259,10665,complete
26,End,2016-05-02 03:03:16.729259,End,start
26,End,2016-05-02 03:03:16.729259,End,complete
27,Start,2016-04-30 21:42:34.474822,Start,start
27,Start,2016-04-30 21:42:34.474822,Start,complete
27,Traer informacion estudiante - banner,2016-04-30 21:42:34.474822,6107,start
27,Traer informacion estudiante - banner,2016-04-30 21:42:34.474822,6107,complete
27,Radicar Solicitud Homologacion,2016-04-30 21:42:35.946266,6107,start
27,Radicar Solicitud Homologacion,2016-04-30 21:42:35.946266,6107,complete
27,Validar solicitud,2016-05-01 07:37:11.498243,19019,start
27,Validar solicitud,2016-05-01 08:32:28.588011,19019,complete
27,Homologacion por grupo de cursos,2016-05-30 04:39:16.393565,1007,start
27,Homologacion por grupo de cursos,2016-05-30 05:16:15.966299,1007,complete
27,End,2016-05-30 05:16:15.966299,End,start
27,End,2016-05-30 05:16:15.966299,End,complete
