caseid,task,role,start_timestamp,end_timestamp,dur_raw,dur,wait_raw,wait
Case0002,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0002,W_Completeren aanvraag,end,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0002,W_Nabellen offertes,Role 1,2012-02-16 06:30:07.110,2012-02-16 06:30:07.110,0.0,0.0,0.02848716638982296,73290.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-17 08:37:54.110,2012-02-17 08:49:33.110,0.0028762007132172585,699.0,0.03656279295682907,94067.0
Case0002,W_Nabellen offertes,Role 2,2012-02-18 07:32:47.110,2012-02-18 07:42:36.110,0.0024239923804998398,589.0,0.031792718917131424,81794.0
Case0002,W_Completeren aanvraag,end,2012-02-19 04:55:59.110,2012-02-19 05:09:22.110,0.0033037569373846054,803.0,0.029697103425860405,76403.0
Case0002,W_Completeren aanvraag,start,2012-02-20 02:57:18.110,2012-02-20 03:05:14.110,0.001956627704203129,476.0,0.03050290234386921,78476.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-21 02:57:11.110,2012-02-21 02:57:11.110,0.0,0.0,0.033395301550626755,85917.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-21 20:17:29.110,2012-02-21 20:34:08.110,0.004107927903532982,999.0,0.02426126040518284,62418.0
Case0002,W_Nabellen offertes,Role 1,2012-02-22 15:52:26.110,2012-02-22 16:03:17.110,0.002677811309695244,651.0,0.027013223618268967,69498.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-23 12:34:31.110,2012-02-23 12:38:32.110,0.000989563763141632,241.0,0.028714068233966827,73874.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-24 06:32:30.110,2012-02-24 06:32:30.110,0.0,0.0,0.025046387687325478,64438.0
Case0002,W_Nabellen offertes,Role 1,2012-02-24 23:36:36.110,2012-02-24 23:36:36.110,0.0,0.0,0.023883407935500145,61446.0
Case0002,W_Completeren aanvraag,Role 1,2012-02-25 17:34:23.110,2012-02-25 17:34:23.110,0.0,0.0,0.025135383009910583,64667.0
Case0002,W_Nabellen offertes,Role 1,2012-02-26 09:10:11.110,2012-02-26 09:10:11.110,0.0,0.0,0.021824093535542488,56148.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-02-27 02:24:00.110,2012-02-27 02:24:00.110,0.0,0.0,0.024110233411192894,62029.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-02-27 18:54:15.110,2012-02-27 18:54:15.110,0.0,0.0,0.02309422940015793,59415.0
Case0002,W_Nabellen incomplete dossiers,Role 2,2012-02-28 11:29:52.110,2012-02-28 11:29:52.110,0.0,0.0,0.0232191551476717,59737.0
Case0002,W_Nabellen incomplete dossiers,Role 2,2012-02-29 02:51:28.110,2012-02-29 02:51:28.110,0.0,0.0,0.02149304933845997,55296.0
Case0002,W_Valideren aanvraag,Role 2,2012-02-29 17:47:57.110,2012-02-29 17:47:57.110,0.0,0.0,0.020907394587993622,53789.0
Case0002,W_Nabellen incomplete dossiers,Role 2,2012-03-01 06:33:55.110,2012-03-01 06:33:55.110,0.0,0.0,0.017863372340798378,45958.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-03-01 20:42:32.110,2012-03-01 20:42:32.110,0.0,0.0,0.019791048020124435,50917.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-03-02 11:24:25.110,2012-03-02 11:24:25.110,0.0,0.0,0.020566854625940323,52913.0
Case0002,W_Nabellen incomplete dossiers,Role 2,2012-03-03 02:41:13.110,2012-03-03 02:41:13.110,0.0,0.0,0.021380994468927383,55008.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-03-03 17:12:47.110,2012-03-03 17:12:47.110,0.0,0.0,0.02032621204853058,52294.0
Case0002,W_Nabellen incomplete dossiers,Role 1,2012-03-04 08:35:27.110,2012-03-04 08:35:27.110,0.0,0.0,0.02151794731616974,55360.0
Case0002,W_Nabellen incomplete dossiers,Role 2,2012-03-05 00:17:18.110,2012-03-05 00:17:18.110,0.0,0.0,0.021965477615594864,56511.0
Case0002,W_Completeren aanvraag,Role 1,2012-03-05 15:06:04.110,2012-03-05 15:06:04.110,0.0,0.0,0.020727168768644333,53326.0
Case0003,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0003,W_Afhandelen leads,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0003,W_Afhandelen leads,end,2012-02-16 08:23:42.110,2012-02-16 08:25:07.110,0.000347665511071682,85.0,0.026950616389513016,69337.0
Case0004,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0004,W_Completeren aanvraag,end,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0004,W_Nabellen offertes,Role 1,2012-02-17 02:50:33.110,2012-02-17 02:50:33.110,0.0,0.0,0.030649477615952492,78853.0
Case0004,W_Nabellen offertes,Role 1,2012-02-18 04:48:02.110,2012-02-18 04:57:22.110,0.002304443158209324,560.0,0.03632279112935066,93449.0
Case0004,W_Nabellen offertes,Role 1,2012-02-19 04:49:47.110,2012-02-19 04:58:37.110,0.002178596332669258,530.0,0.033405859023332596,85945.0
Case0004,W_Nabellen offertes,Role 1,2012-02-20 02:35:31.110,2012-02-20 02:45:54.110,0.0025619221851229668,623.0,0.030245745554566383,77814.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-20 22:52:34.110,2012-02-20 23:01:20.110,0.0021610278636217117,526.0,0.0281410813331604,72400.0
Case0004,W_Nabellen offertes,Role 1,2012-02-21 15:54:51.110,2012-02-21 15:57:58.110,0.0007688449695706367,187.0,0.02363661676645279,60811.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-22 09:47:31.110,2012-02-22 09:47:49.110,7.213465869426727e-05,18.0,0.024943361058831215,64173.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-23 01:06:41.110,2012-02-23 01:06:41.110,0.0,0.0,0.021429158747196198,55132.0
Case0004,W_Completeren aanvraag,Role 1,2012-02-23 16:22:22.110,2012-02-23 16:22:22.110,0.0,0.0,0.021354973316192627,54941.0
Case0004,W_Nabellen offertes,Role 1,2012-02-24 07:31:21.110,2012-02-24 07:31:21.110,0.0,0.0,0.02119889110326767,54539.0
Case0004,W_Nabellen offertes,end,2012-02-25 00:21:27.110,2012-02-25 00:21:27.110,0.0,0.0,0.023557135835289955,60606.0
Case0004,W_Nabellen incomplete dossiers,Role 1,2012-02-25 19:58:13.110,2012-02-25 20:03:47.110,0.001374758780002594,334.0,0.02744399942457676,70606.0
Case0004,W_Nabellen incomplete dossiers,Role 1,2012-02-26 17:20:27.110,2012-02-26 17:28:45.110,0.002045847475528717,498.0,0.02977384440600872,76600.0
Case0004,W_Nabellen incomplete dossiers,Role 2,2012-02-27 13:35:03.110,2012-02-27 13:46:10.110,0.0027418937534093857,667.0,0.028132587671279907,72378.0
Case0004,W_Valideren aanvraag,Role 1,2012-02-28 06:55:50.110,2012-02-28 07:08:55.110,0.0032295547425746918,785.0,0.024013279005885124,61780.0
Case0004,W_Valideren aanvraag,Role 1,2012-02-28 22:32:46.110,2012-02-28 22:41:18.110,0.0021054940298199654,512.0,0.021545417606830597,55431.0
Case0004,W_Valideren aanvraag,Role 1,2012-02-29 13:28:01.110,2012-02-29 13:32:03.110,0.0009954413399100304,242.0,0.02067950740456581,53203.0
Case0004,W_Valideren aanvraag,Role 1,2012-03-01 03:55:12.110,2012-03-01 03:55:12.110,0.0,0.0,0.02013002522289753,51789.0
Case0004,W_Nabellen incomplete dossiers,Role 2,2012-03-01 18:09:27.110,2012-03-01 18:09:27.110,0.0,0.0,0.019922412931919098,51255.0
Case0004,W_Valideren aanvraag,Role 2,2012-03-02 09:10:00.110,2012-03-02 09:10:00.110,0.0,0.0,0.021002214401960373,54033.0
Case0004,W_Nabellen incomplete dossiers,Role 1,2012-03-02 22:10:44.110,2012-03-02 22:10:44.110,0.0,0.0,0.018207646906375885,46844.0
Case0004,W_Nabellen incomplete dossiers,Role 1,2012-03-03 13:08:08.110,2012-03-03 13:08:08.110,0.0,0.0,0.02092864364385605,53844.0
Case0004,W_Valideren aanvraag,Role 1,2012-03-04 04:40:59.110,2012-03-04 04:40:59.110,0.0,0.0,0.02175547368824482,55971.0
Case0004,W_Nabellen incomplete dossiers,Role 2,2012-03-04 18:31:34.110,2012-03-04 18:31:34.110,0.0,0.0,0.01937040127813816,49835.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0005,W_Nabellen offertes,Role 2,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604043647646904,73591.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-17 21:01:27.110,2012-02-17 21:01:27.110,0.0,0.0,0.02967447228729725,76345.0
Case0005,W_Completeren aanvraag,Role 1,2012-02-18 15:46:33.110,2012-02-18 15:46:33.110,0.0,0.0,0.026239028200507164,67506.0
Case0005,W_Completeren aanvraag,Role 2,2012-02-19 09:56:36.110,2012-02-19 09:56:36.110,0.0,0.0,0.02542167529463768,65403.0
Case0005,W_Nabellen offertes,Role 1,2012-02-20 02:07:51.110,2012-02-20 02:07:51.110,0.0,0.0,0.022650884464383125,58275.0
Case0005,W_Nabellen offertes,Role 1,2012-02-20 20:09:07.110,2012-02-20 20:09:07.110,0.0,0.0,0.025216858834028244,64876.0
Case0005,W_Nabellen offertes,Role 2,2012-02-21 14:20:38.110,2012-02-21 14:20:38.110,0.0,0.0,0.02545558661222458,65491.0
Case0005,W_Nabellen offertes,end,2012-02-22 07:40:07.110,2012-02-22 07:40:07.110,0.0,0.0,0.02424217388033867,62369.0
Case0005,W_Nabellen offertes,Role 1,2012-02-23 03:15:12.110,2012-02-23 03:18:03.110,0.0007014558650553226,171.0,0.02740461193025112,70505.0
Case0005,W_Nabellen offertes,Role 1,2012-02-24 01:12:06.110,2012-02-24 01:17:36.110,0.0013576718047261238,330.0,0.030645379796624184,78843.0
Case0006,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0007,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0007,W_Nabellen offertes,end,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0008,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0008,W_Nabellen offertes,Role 1,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604043647646904,73591.0
Case0008,W_Nabellen offertes,Role 1,2012-02-17 22:02:56.110,2012-02-17 22:02:56.110,0.0,0.0,0.03110833279788494,80034.0
Case0008,W_Nabellen offertes,Role 1,2012-02-18 19:53:42.110,2012-02-18 19:53:42.110,0.0,0.0,0.03056907467544079,78646.0
Case0008,W_Nabellen incomplete dossiers,Role 1,2012-02-19 17:06:46.110,2012-02-19 17:06:46.110,0.0,0.0,0.02968965284526348,76384.0
Case0008,W_Nabellen offertes,Role 1,2012-02-20 12:21:07.110,2012-02-20 12:21:07.110,0.0,0.0,0.02692112699151039,69261.0
Case0008,W_Nabellen offertes,end,2012-02-21 07:44:35.110,2012-02-21 07:44:35.110,0.0,0.0,0.027133822441101074,69808.0
Case0008,W_Nabellen offertes,Role 1,2012-02-22 04:57:23.110,2012-02-22 05:01:49.110,0.0010935207828879356,266.0,0.029683636501431465,76368.0
Case0008,W_Nabellen offertes,Role 1,2012-02-23 03:54:41.110,2012-02-23 04:02:01.110,0.0018100300803780556,440.0,0.03201720118522644,82372.0
Case0008,W_Nabellen offertes,Role 1,2012-02-24 01:16:14.110,2012-02-24 01:25:30.110,0.0022848108783364296,556.0,0.029716717079281807,76453.0
Case0008,W_Completeren aanvraag,Role 2,2012-02-24 21:04:46.110,2012-02-24 21:13:58.110,0.002270229160785675,552.0,0.02750210091471672,70756.0
Case0008,W_Valideren aanvraag,end,2012-02-25 12:38:35.110,2012-02-25 12:46:35.110,0.0019741770811378956,480.0,0.021563205868005753,55477.0
Case0008,W_Completeren aanvraag,Role 2,2012-02-26 06:55:00.110,2012-02-26 07:03:17.110,0.002044928725808859,497.0,0.02538350410759449,65305.0
Case0008,W_Valideren aanvraag,Role 2,2012-02-27 00:43:59.110,2012-02-27 00:56:41.110,0.0031346678733825684,762.0,0.024737227708101273,63642.0
Case0009,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0009,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0009,W_Completeren aanvraag,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0009,W_Completeren aanvraag,Role 1,2012-02-16 23:55:57.110,2012-02-16 23:55:57.110,0.0,0.0,0.026577433571219444,68377.0
Case0009,W_Nabellen offertes,Role 1,2012-02-17 19:22:30.110,2012-02-17 19:22:30.110,0.0,0.0,0.027205511927604675,69993.0
Case0009,W_Nabellen offertes,Role 1,2012-02-18 16:08:10.110,2012-02-18 16:08:10.110,0.0,0.0,0.02905084751546383,74740.0
Case0009,W_Nabellen offertes,Role 1,2012-02-19 12:43:06.110,2012-02-19 12:43:06.110,0.0,0.0,0.02880033664405346,74096.0
Case0009,W_Nabellen offertes,Role 1,2012-02-20 09:01:45.110,2012-02-20 09:01:45.110,0.0,0.0,0.028420856222510338,73119.0
Case0009,W_Nabellen offertes,Role 1,2012-02-21 04:51:15.110,2012-02-21 04:51:15.110,0.0,0.0,0.027740944176912308,71370.0
Case0009,W_Completeren aanvraag,Role 1,2012-02-22 00:09:45.110,2012-02-22 00:09:45.110,0.0,0.0,0.027017878368496895,69510.0
Case0009,W_Completeren aanvraag,Role 1,2012-02-22 16:14:50.110,2012-02-22 16:14:50.110,0.0,0.0,0.022507168352603912,57905.0
Case0009,W_Valideren aanvraag,end,2012-02-23 07:54:49.110,2012-02-23 07:54:49.110,0.0,0.0,0.021921716630458832,56399.0
Case0009,W_Valideren aanvraag,Role 1,2012-02-24 02:09:39.110,2012-02-24 02:15:02.110,0.00132802315056324,323.0,0.025532955303788185,65690.0
Case0009,W_Nabellen offertes,Role 1,2012-02-24 21:19:44.110,2012-02-24 21:30:34.110,0.0026709148660302162,650.0,0.026696041226387024,68682.0
Case0009,W_Nabellen incomplete dossiers,Role 1,2012-02-25 17:37:27.110,2012-02-25 17:49:52.110,0.0030624372884631157,745.0,0.02814626134932041,72413.0
Case0009,W_Nabellen incomplete dossiers,Role 1,2012-02-26 12:08:11.110,2012-02-26 12:19:38.110,0.002826642245054245,687.0,0.025614464655518532,65899.0
Case0010,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0010,W_Completeren aanvraag,Role 1,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0010,W_Completeren aanvraag,Role 1,2012-02-16 04:56:20.110,2012-02-16 04:56:20.110,0.0,0.0,0.022114647552371025,56895.0
Case0010,W_Nabellen offertes,Role 1,2012-02-16 23:55:57.110,2012-02-16 23:55:57.110,0.0,0.0,0.026577433571219444,68377.0
Case0010,W_Nabellen offertes,end,2012-02-17 21:08:29.110,2012-02-17 21:08:29.110,0.0,0.0,0.029677463695406914,76352.0
Case0010,W_Completeren aanvraag,Role 1,2012-02-18 20:49:25.110,2012-02-18 20:51:20.110,0.00047364644706249237,115.0,0.03313806653022766,85256.0
Case0010,W_Nabellen offertes,Role 1,2012-02-19 19:50:40.110,2012-02-19 19:58:49.110,0.002012100536376238,489.0,0.032167963683605194,82760.0
Case0010,W_Completeren aanvraag,Role 1,2012-02-20 18:29:05.110,2012-02-20 18:40:51.110,0.002901984378695488,706.0,0.031490158289670944,81016.0
Case0010,W_Nabellen offertes,Role 1,2012-02-21 13:16:39.110,2012-02-21 13:27:08.110,0.0025872932747006416,629.0,0.02602224424481392,66948.0
Case0010,W_Nabellen offertes,Role 1,2012-02-22 08:23:50.110,2012-02-22 08:31:29.110,0.001885412260890007,459.0,0.026509366929531097,68202.0
Case0010,W_Nabellen offertes,Role 1,2012-02-23 02:56:10.110,2012-02-23 02:58:59.110,0.0006953454576432705,169.0,0.025762850418686867,66281.0
Case0010,W_Nabellen offertes,Role 1,2012-02-23 21:11:41.110,2012-02-23 21:11:41.110,0.0,0.0,0.025483479723334312,65562.0
Case0010,W_Nabellen offertes,Role 1,2012-02-24 15:14:59.110,2012-02-24 15:14:59.110,0.0,0.0,0.025264238938689232,64998.0
Case0010,W_Valideren aanvraag,Role 1,2012-02-25 09:11:47.110,2012-02-25 09:11:47.110,0.0,0.0,0.025112638249993324,64608.0
Case0010,W_Nabellen incomplete dossiers,Role 1,2012-02-25 23:26:53.110,2012-02-25 23:26:53.110,0.0,0.0,0.019941989332437515,51306.0
Case0011,W_Afhandelen leads,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0011,W_Completeren aanvraag,end,2012-02-15 13:04:22.110,2012-02-15 13:08:05.110,0.0009165080264210701,223.0,0.017605764791369438,45295.0
Case0011,W_Completeren aanvraag,Role 1,2012-02-16 09:37:40.110,2012-02-16 09:37:40.110,0.0,0.0,0.028675734996795654,73775.0
Case0011,W_Completeren aanvraag,Role 1,2012-02-17 08:51:53.110,2012-02-17 08:58:44.110,0.0016892412677407265,411.0,0.032515015453100204,83653.0
Case0011,W_Completeren aanvraag,end,2012-02-18 06:55:58.110,2012-02-18 07:06:03.110,0.0024875756353139877,605.0,0.030719736590981483,79034.0
Case0011,W_Completeren aanvraag,Role 1,2012-02-19 07:37:30.110,2012-02-19 07:50:29.110,0.0032033082097768784,779.0,0.03431644290685654,88287.0
Case0011,W_Nabellen offertes,Role 1,2012-02-20 07:52:00.110,2012-02-20 08:11:06.110,0.0047140661627054214,1146.0,0.033618174493312836,86491.0
Case0011,W_Nabellen offertes,Role 1,2012-02-21 06:56:56.110,2012-02-21 07:16:14.110,0.004759732633829117,1158.0,0.031853266060352325,81950.0
Case0011,W_Nabellen offertes,Role 1,2012-02-22 03:55:12.110,2012-02-22 04:10:05.110,0.0036702677607536316,893.0,0.028894493356347084,74338.0
Case0011,W_Completeren aanvraag,Role 1,2012-02-22 23:30:09.110,2012-02-22 23:39:54.110,0.00240467581897974,585.0,0.027054399251937866,69604.0
Case0011,W_Nabellen offertes,Role 1,2012-02-23 16:06:09.110,2012-02-23 16:09:09.110,0.0007386282086372375,180.0,0.023000722751021385,59175.0
Case0011,W_Nabellen offertes,Role 1,2012-02-24 09:38:20.110,2012-02-24 09:38:32.110,4.8397108912467957e-05,12.0,0.024468284100294113,62951.0
Case0011,W_Nabellen offertes,Role 1,2012-02-25 03:05:44.110,2012-02-25 03:05:44.110,0.0,0.0,0.02442220225930214,62832.0
Case0011,W_Nabellen offertes,Role 1,2012-02-25 20:44:16.110,2012-02-25 20:44:16.110,0.0,0.0,0.024686379358172417,63512.0
Case0011,W_Nabellen incomplete dossiers,Role 1,2012-02-26 14:32:17.110,2012-02-26 14:32:17.110,0.0,0.0,0.024907603859901428,64081.0
Case0012,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0012,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0012,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0012,W_Nabellen offertes,Role 1,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604043647646904,73591.0
Case0012,W_Nabellen offertes,Role 1,2012-02-17 22:02:56.110,2012-02-17 22:02:56.110,0.0,0.0,0.03110833279788494,80034.0
Case0012,W_Completeren aanvraag,Role 1,2012-02-18 19:53:42.110,2012-02-18 19:53:42.110,0.0,0.0,0.03056907467544079,78646.0
Case0012,W_Nabellen offertes,Role 2,2012-02-19 14:25:37.110,2012-02-19 14:25:37.110,0.0,0.0,0.02593163214623928,66715.0
Case0012,W_Valideren aanvraag,Role 1,2012-02-20 09:10:11.110,2012-02-20 09:10:11.110,0.0,0.0,0.026226673275232315,67474.0
Case0012,W_Nabellen offertes,end,2012-02-21 00:44:30.110,2012-02-21 00:44:30.110,0.0,0.0,0.021789779886603355,56059.0
Case0012,W_Completeren aanvraag,end,2012-02-21 20:30:42.110,2012-02-21 20:34:43.110,0.0009893085807561874,241.0,0.02766377292573452,71172.0
Case0012,W_Completeren aanvraag,end,2012-02-22 18:45:47.110,2012-02-22 19:05:40.110,0.0049074189737439156,1193.0,0.031042417511343956,79864.0
Case0012,W_Nabellen offertes,Role 1,2012-02-23 20:17:02.110,2012-02-23 20:47:08.110,0.00742734968662262,1806.0,0.03524741530418396,90682.0
Case0012,W_Nabellen offertes,Role 1,2012-02-24 23:06:57.110,2012-02-24 23:31:56.110,0.006161822006106377,1499.0,0.036843542009592056,94789.0
Case0012,W_Nabellen offertes,Role 2,2012-02-25 23:00:19.110,2012-02-25 23:21:52.110,0.005318792536854744,1293.0,0.03284555673599243,84503.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-15 00:19:27.110,2012-02-15 00:29:27.110,0.0024690693244338036,600.0,0.015255926176905632,39250.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-15 10:08:37.110,2012-02-15 10:08:37.110,0.0,0.0,0.013507029041647911,34750.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-16 03:22:31.110,2012-02-16 03:22:31.110,0.0,0.0,0.024111900478601456,62034.0
Case0013,W_Nabellen offertes,Role 1,2012-02-16 23:49:02.110,2012-02-16 23:49:02.110,0.0,0.0,0.028604043647646904,73591.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-17 22:02:56.110,2012-02-17 22:02:56.110,0.0,0.0,0.03110833279788494,80034.0
Case0013,W_Nabellen offertes,Role 1,2012-02-18 17:19:52.110,2012-02-18 17:19:52.110,0.0,0.0,0.026981286704540253,69416.0
Case0013,W_Nabellen offertes,Role 1,2012-02-19 13:50:04.110,2012-02-19 13:50:04.110,0.0,0.0,0.028689971193671227,73812.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-20 09:58:26.110,2012-02-20 09:58:26.110,0.0,0.0,0.02818099409341812,72502.0
Case0013,W_Completeren aanvraag,Role 1,2012-02-21 03:04:02.110,2012-02-21 03:04:02.110,0.0,0.0,0.023918453603982925,61536.0
